Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2914.79,2467.27,2279.65,2060.5,2319.28,2061.72,1946.58,1782.57,1954.53,1784.32,1608.07,1565.41,1791.71,1563.85,1353.43,1017.56,1246.31,1152.94,1036.94,745.31,1258.53,1314.22,1230.17,1081.36,1258.79,1087.49,996.79,883.9,1030.42,888.66,748.83,790.89,728.49,709.3,620.65,556.93,633.23,555.7,607.97,514.55,630.54,496.64,502.34,390.54,464.65,405.96,373.5,358.24,451.21,363.74
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.3,6.9,3.84,3.78,3.11,3.59,3.59,3.85,3.94,2.13,2.51,2.32,2.64,5.05,4.68,4.19,4.45,5.28
Total Income From Operations,2914.79,2467.27,2279.65,2060.5,2319.28,2061.72,1946.58,1782.57,1954.53,1784.32,1608.07,1565.41,1791.71,1563.85,1353.43,1017.56,1246.31,1152.94,1036.94,745.31,1258.53,1314.22,1230.17,1081.36,1258.79,1087.49,996.79,883.9,1030.42,888.66,748.83,790.89,739.79,716.19,624.49,560.7,636.34,559.29,611.56,518.39,634.48,498.77,504.85,392.86,467.29,411.01,378.18,362.42,455.66,369.02
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,2196.7,1947.72,1868.98,1774.54,1639.17,1553.34,1537.64,1431.22,1414.83,1361.98,1191.48,1195.12,1345.37,1301.87,1069.86,822.14,893.54,751.72,748.12,400.21,812.53,930.69,916.0,843.94,845.43,795.82,742.21,653.22,660.04,606.75,577.83,597.65,517.51,483.66,470.96,387.55,392.51,377.65,399.5,398.55,422.12,380.2,387.87,323.15,331.72,304.66,326.32,285.52,328.06,272.53
Purchase of Traded Goods,0.58,2.23,1.63,0.01,2.25,1.2,0.21,0.39,0.2,0.87,0.32,0.04,0.54,--,0.18,0.1,0.29,0.05,8.92,1.52,1.41,8.39,0.68,1.24,-0.08,2.04,0.32,0.31,0.97,0.04,0.09,0.34,0.25,1.24,0.07,0.04,0.43,0.17,0.24,0.14,0.41,1.23,0.04,1.42,-0.06,0.38,0.5,0.98,0.72,0.54
Increase/Decrease in Stocks,27.7,-63.45,-139.62,-255.15,97.13,-5.14,-82.64,-97.38,27.65,-18.38,17.26,-19.03,12.62,-126.77,-91.72,-120.0,-28.09,64.86,-54.05,122.58,44.28,-17.25,-65.37,-97.91,62.13,-29.49,-62.07,-75.17,54.7,14.43,-53.76,-47.97,21.24,-1.68,-46.46,-15.78,50.82,-8.58,48.15,-44.86,48.12,-23.78,-17.27,-46.55,23.97,3.02,-50.83,-18.11,17.69,-7.14
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,82.11,75.43,74.34,73.14,69.52,66.45,66.2,64.98,65.67,59.49,50.78,56.04,49.91,51.07,49.12,50.53,43.72,46.97,49.58,44.68,60.17,59.21,56.66,51.54,47.32,43.25,42.28,40.54,40.87,36.93,34.51,34.46,31.08,28.74,26.24,24.88,22.79,22.26,19.48,18.31,17.81,15.36,14.76,14.13,13.31,12.92,12.75,12.6,12.72,11.3
Depreciation,19.33,18.98,16.33,15.5,15.76,15.37,15.56,14.66,14.32,14.42,14.46,13.88,13.86,13.74,14.0,13.85,14.51,14.53,14.19,14.58,13.72,14.12,13.68,15.16,8.64,8.51,8.45,8.35,7.98,8.21,8.07,7.98,7.66,7.03,6.82,6.53,6.67,6.39,6.19,6.04,6.07,6.08,6.13,6.3,5.42,5.24,5.17,5.14,5.11,5.1
