Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,672.12,658.28,732.13,721.51,824.47,584.19,850.18,805.08,876.59,750.23,643.23,433.93,316.96,257.88,219.21,242.73,196.84,157.55,107.78,235.38,216.79,194.52,213.03,166.35,217.96,186.82,135.93,151.73,134.35,103.27,112.41,106.47,96.97,94.14,92.85,87.04,85.95,90.86,92.61,87.19,86.35,89.82,80.97,91.38,92.57,92.46,93.6,98.58,114.7,79.17
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.23,0.21,0.21,0.21,0.21,0.21,0.13,0.24,0.35
Total Income From Operations,672.12,658.28,732.13,721.51,824.47,584.19,850.18,805.08,876.59,750.23,643.23,433.93,316.96,257.88,219.21,242.73,196.84,157.55,107.78,235.38,216.79,194.52,213.03,166.35,217.96,186.82,135.93,151.73,134.35,103.27,112.41,106.47,97.2,94.37,93.07,87.26,86.18,91.08,92.83,87.42,86.57,90.05,81.18,91.59,92.78,92.67,93.81,98.71,114.94,79.52
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,563.76,629.1,613.93,501.78,691.44,511.6,662.17,682.44,682.68,742.99,525.16,326.45,188.82,157.0,98.35,139.07,100.0,73.04,23.78,122.7,132.66,108.22,133.63,83.06,134.31,107.16,82.4,65.84,94.68,55.11,50.3,54.89,45.78,35.26,44.04,30.9,34.81,35.96,34.69,38.79,41.13,42.46,49.41,65.48,54.11,54.57,61.35,57.41,80.74,55.22
Increase/Decrease in Stocks,-7.6,-84.69,-3.45,44.2,11.58,-46.94,76.82,-2.34,60.63,-108.58,-11.55,-17.98,2.96,-20.47,16.11,-22.0,-2.14,0.02,9.5,12.82,-14.52,5.27,-1.66,6.04,-3.62,-0.94,-10.47,24.17,-21.48,-9.19,4.7,-1.69,-3.51,1.4,-5.93,5.39,0.02,-1.31,2.32,-2.83,0.43,8.18,-3.07,-8.28,3.17,3.14,-2.85,9.82,1.2,-11.83
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,8.14,7.76,9.0,8.26,8.24,7.85,7.78,1.24,10.47,11.42,14.33,15.15,11.45,11.27,11.87,7.66,9.91,8.36,7.1,10.66,9.0,7.87,10.79,11.89,10.15,12.05,7.71,13.41,8.36,7.38,9.78,10.33,8.68,9.09,10.7,11.15,10.04,9.41,9.81,9.57,9.27,7.49,8.29,7.47,7.53,7.0,7.29,7.69,7.05,6.78
Depreciation,4.32,4.35,4.32,3.27,5.17,4.92,4.53,4.28,4.31,4.28,11.72,12.42,11.95,10.5,10.4,9.99,9.84,9.99,9.71,10.65,9.46,9.38,8.48,6.61,6.51,6.14,5.9,7.17,3.64,3.56,3.47,2.82,2.86,2.86,2.85,2.89,2.88,2.88,2.9,3.02,3.11,3.1,3.01,3.76,3.2,3.38,3.11,3.01,2.98,2.99
