Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,960.94,1011.57,1065.52,1238.04,954.47,1001.76,880.32,1323.11,1002.01,1119.35,951.21,1065.96,1107.36,1004.92,1108.2,1276.94,1188.89,983.8,656.24,610.77,812.87,923.05,1200.61,1094.68,1105.64,1137.41,1032.3,944.15,714.42,575.5,836.01,699.09,398.69,413.47,503.99,763.91,592.74,587.52,625.37,681.18,600.5,650.58,618.82,675.1,581.32,504.03,258.33,225.23,139.45,113.22
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,960.94,1011.57,1065.52,1238.04,954.47,1001.76,880.32,1323.11,1002.01,1119.35,951.21,1065.96,1107.36,1004.92,1108.2,1276.94,1188.89,983.8,656.24,610.77,812.87,923.05,1200.61,1094.68,1105.64,1137.41,1032.3,944.15,714.42,575.5,836.01,699.09,398.69,413.47,503.99,763.91,592.74,587.52,625.37,681.18,600.5,650.58,618.82,675.1,581.32,504.03,258.33,225.23,139.45,113.22
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,354.31,309.55,354.8,424.78,499.21,402.59,435.33,574.98,446.88,478.77,491.39,655.5,584.0,521.24,367.18,401.61,388.79,365.9,305.92,458.29,469.19,525.41,560.81,609.26,554.8,578.49,525.74,535.04,347.73,270.49,415.56,420.42,221.99,293.97,295.01,554.55,306.02,324.98,358.51,432.37,391.89,403.9,529.02,539.91,399.73,365.62,174.87,120.58,63.27,56.45
Purchase of Traded Goods,244.75,380.78,433.94,526.71,221.1,416.99,219.53,593.32,269.9,384.38,260.82,222.12,296.22,214.62,470.04,539.88,595.36,417.97,191.68,126.26,144.05,226.32,352.72,337.53,329.42,313.19,423.35,236.79,164.63,204.57,180.5,86.34,39.23,13.22,11.95,54.32,54.03,73.12,57.31,46.98,3.55,21.18,0.8,2.43,13.5,--,--,0.24,--,--
Increase/Decrease in Stocks,89.38,45.84,-23.6,-50.24,-4.15,-48.14,0.95,-98.88,32.14,-21.43,-17.82,-43.98,-32.95,19.03,-7.8,77.06,-40.12,-8.06,-0.93,-115.49,26.41,-42.85,36.88,-46.4,52.12,76.56,-71.36,24.27,20.06,-68.58,64.7,36.38,21.5,-43.06,24.48,-31.72,25.59,-20.48,-11.1,-8.78,2.1,20.6,-96.29,-102.75,1.7,-2.88,-2.92,-2.82,4.09,-1.19
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,71.88,64.01,65.78,66.28,68.42,59.82,70.27,74.7,65.35,72.33,67.22,58.59,70.54,60.98,71.49,52.22,60.98,54.16,48.33,49.47,45.91,45.47,52.92,51.05,41.87,43.13,40.86,35.99,38.45,34.89,37.95,34.27,28.57,33.34,34.1,24.52,32.3,43.15,62.14,46.47,51.05,69.33,55.01,61.44,50.9,48.31,34.79,32.87,27.49,20.61
Depreciation,21.19,20.9,19.73,15.33,14.56,14.45,14.14,13.78,13.91,15.32,14.42,16.8,14.33,13.18,12.99,13.81,13.22,13.47,13.09,11.61,6.97,5.98,5.58,4.79,4.78,4.1,3.85,4.2,4.08,4.08,3.9,4.31,3.86,3.25,4.29,5.8,6.3,6.46,6.35,7.24,8.13,9.51,9.05,5.4,5.15,4.81,4.49,4.22,4.45,4.06
