Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,31312.0,30778.0,32223.0,34910.0,33310.0,33738.0,32791.0,36752.0,30556.0,32080.0,30651.0,35407.0,28423.0,28000.0,25581.0,23993.0,18960.0,16487.0,10018.0,15020.0,15449.0,15218.0,17150.0,19264.0,17947.0,19093.0,18465.0,18958.0,16299.0,14820.0,13710.0,15532.95,13226.66,12041.25,10805.57,9361.06,7207.01,9652.5,11066.9,10785.35,11309.96,11885.79,11370.42,12254.77,11731.44,11308.25,9235.01,9248.82,8274.91,8833.73
Other Operating Income,487.0,--,431.0,431.0,--,--,--,401.0,379.0,414.0,454.0,604.0,427.0,--,378.0,405.0,279.0,310.0,275.0,257.0,318.0,302.0,349.0,437.0,446.0,576.0,499.0,741.0,154.0,136.0,127.0,246.38,127.72,196.27,113.31,183.19,62.31,112.7,146.28,196.97,195.22,167.7,175.91,234.64,233.05,177.42,123.14,42.04,17.54,37.17
Total Income From Operations,31799.0,30778.0,32654.0,35341.0,33310.0,33738.0,32791.0,37153.0,30935.0,32494.0,31105.0,36011.0,28850.0,28000.0,25959.0,24398.0,19239.0,16797.0,10293.0,15277.0,15767.0,15520.0,17499.0,19701.0,18393.0,19669.0,18964.0,19699.0,16453.0,14956.0,13837.0,15779.33,13354.38,12237.52,10918.88,9544.25,7269.32,9765.2,11213.18,10982.32,11505.18,12053.49,11546.33,12489.41,11964.49,11485.67,9358.15,9290.86,8292.45,8870.9
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,16666.0,16899.0,16243.0,19090.0,19043.0,16211.0,17993.0,18408.0,16887.0,18797.0,21229.0,17096.0,14051.0,10843.0,9467.0,8398.0,7555.0,7075.0,5715.0,7358.0,7626.0,8347.0,9733.0,9227.0,10394.0,10099.0,10039.0,10167.0,9090.0,8244.0,8465.0,9030.0,7495.44,6282.73,5591.71,4348.88,3866.62,4942.21,5605.59,6204.98,6777.97,7556.0,6806.65,7115.44,7288.42,6217.03,6074.55,5279.62,5337.9,6189.38
Purchase of Traded Goods,149.0,121.0,81.0,77.0,163.0,79.0,44.0,143.0,89.0,146.0,585.0,68.0,3.0,125.0,38.0,118.0,30.0,45.0,6.0,70.0,91.0,10.0,249.0,94.0,259.0,93.0,52.0,328.0,325.0,47.0,363.0,324.04,320.18,189.54,110.9,92.04,6.14,0.2,54.34,154.13,97.02,66.12,68.37,44.69,51.36,119.09,279.67,--,--,--
Increase/Decrease in Stocks,447.0,-524.0,518.0,578.0,-2687.0,1294.0,-921.0,1344.0,-15.0,2810.0,-4729.0,1701.0,-1205.0,-83.0,-3525.0,408.0,-1213.0,976.0,-227.0,-153.0,943.0,-6.0,-759.0,1426.0,-1355.0,71.0,-330.0,207.0,100.0,488.0,-383.0,-90.42,-499.86,4.77,-804.07,494.31,74.01,400.48,114.76,99.86,-411.2,-971.22,-384.37,239.29,-246.23,624.3,-861.46,534.01,15.78,-534.86
Power & Fuel,3143.0,--,2937.0,2800.0,--,2927.0,2952.0,3233.0,3382.0,3608.0,3619.0,2735.0,2441.0,--,1733.0,1588.0,1290.0,1231.0,1101.0,1337.0,1307.0,1354.0,1331.0,1306.0,1518.0,1545.0,1377.0,1270.0,1215.0,1189.0,1097.0,1125.51,1083.62,981.37,906.34,760.16,577.63,875.85,879.48,833.08,862.62,953.12,826.85,798.95,831.88,880.75,841.97,463.56,492.62,495.91
Employees Cost,589.0,627.0,660.0,585.0,606.0,576.0,590.0,510.0,529.0,499.0,437.0,477.0,498.0,454.0,441.0,391.0,393.0,363.0,354.0,394.0,374.0,330.0,387.0,347.0,361.0,336.0,356.0,321.0,314.0,300.0,325.0,275.01,295.22,297.86,299.49,216.33,218.72,257.01,261.23,241.12,232.69,236.97,236.05,197.14,198.06,195.09,209.29,160.55,160.41,175.85
Depreciation,1475.0,1488.0,1460.0,1460.0,1351.0,1359.0,1265.0,1305.0,1263.0,1207.0,1177.0,1225.0,1237.0,1051.0,998.0,1011.0,979.0,924.0,867.0,929.0,893.0,874.0,806.0,865.0,855.0,858.0,819.0,781.0,769.0,772.0,732.0,784.7,793.86,788.06,743.55,721.22,716.03,713.0,697.0,709.54,712.4,699.18,663.38,706.35,690.4,685.19,643.94,527.43,497.51,481.17
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,6408.0,9014.0,7940.0,7769.0,10406.0,5753.0,7272.0,7268.0,6033.0,4892.0,6612.0,7027.0,6265.0,7988.0,8314.0,5474.0,5551.0,2931.0,1915.0,3051.0,2759.0,2689.0,2832.0,2960.0,2778.0,2723.0,2648.0,2363.0,1836.0,1761.0,1772.0,2111.09,1850.81,1763.73,1716.32,1698.04,1491.23,1566.7,2621.11,1775.72,1828.77,1782.11,1531.79,1597.63,1537.78,1215.45,1064.99,1155.85,972.13,1019.47
