Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1976.57,2038.21,2088.37,2673.3,2106.13,2329.31,2241.09,2569.66,2008.76,1753.46,1749.45,1697.66,1541.37,1493.12,1205.08,1623.71,1324.89,1216.71,1023.39,1381.74,1272.76,1282.35,1348.57,1526.51,1206.5,1141.26,1185.97,1250.76,1047.51,1066.43,990.54,1013.24,930.76,969.95,942.92,961.56,807.65,834.25,904.09,961.42,786.11,922.08,924.26,924.35,842.62,905.03,960.12,927.23,872.45,999.46
Other Operating Income,--,--,--,--,--,--,--,--,--,30.9,23.04,11.46,7.7,--,23.59,6.86,14.18,40.28,18.42,8.16,5.22,34.31,35.33,5.91,3.93,42.28,33.91,3.99,8.85,--,38.28,12.99,32.13,49.8,29.17,2.65,10.93,52.87,43.33,35.7,29.82,29.35,34.89,60.74,25.58,15.68,27.06,30.31,32.5,6.23
Total Income From Operations,1976.57,2038.21,2088.37,2673.3,2106.13,2329.31,2241.09,2569.66,2008.76,1784.36,1772.49,1709.12,1549.07,1493.12,1228.67,1630.57,1339.07,1256.99,1041.81,1389.9,1277.98,1316.66,1383.9,1532.42,1210.43,1183.54,1219.88,1254.75,1056.36,1066.43,1028.82,1026.23,962.89,1019.75,972.09,964.21,818.58,887.12,947.42,997.12,815.93,951.43,959.15,985.09,868.2,920.71,987.18,957.54,904.95,1005.69
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,423.04,405.34,431.24,551.89,387.63,413.72,391.94,447.34,343.53,223.7,215.81,207.5,246.07,204.24,146.28,232.33,154.53,144.32,125.83,189.81,167.55,172.47,168.23,161.81,145.6,137.77,159.89,155.67,120.79,125.12,168.75,173.83,151.5,157.89,157.36,156.12,129.05,127.15,166.56,128.35,117.76,139.82,186.52,179.62,161.0,167.62,161.62,156.96,130.83,144.8
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.61,5.6,3.69,11.1,9.37,10.0,7.35,4.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-15.45,-4.11,-67.48,69.45,-59.61,28.19,-65.16,83.61,-65.42,-10.25,-22.04,0.52,11.48,9.73,-28.14,1.41,21.04,-10.14,34.21,-25.44,4.22,-11.96,-14.21,32.41,2.33,7.0,-23.44,3.16,16.87,-15.35,-20.78,13.0,3.42,-7.21,5.73,-1.94,10.7,-15.28,16.46,-3.8,8.91,-7.05,5.15,-0.08,-2.89,13.97,8.8,-3.86,-12.42,-14.79
Power & Fuel,463.24,--,566.59,--,--,--,--,--,--,666.38,524.37,466.78,415.08,--,220.65,247.63,213.74,182.21,151.09,254.37,259.18,271.25,266.07,293.75,271.26,236.02,256.29,217.63,170.77,172.54,168.13,140.58,128.32,120.3,129.26,130.17,115.3,135.77,145.73,163.77,157.24,185.19,197.8,226.03,178.68,216.14,211.55,193.87,198.87,204.36
Employees Cost,131.6,135.95,136.71,124.45,136.76,138.48,126.55,113.07,112.82,112.12,108.22,94.25,105.67,109.55,104.99,94.69,99.83,110.16,97.45,84.56,96.55,98.7,88.39,82.34,81.28,83.91,81.96,73.78,75.93,79.33,74.94,67.26,69.78,70.02,70.67,63.07,65.0,68.35,62.28,60.22,56.73,53.42,58.31,55.86,58.24,53.82,53.91,51.1,48.59,51.39
Depreciation,173.83,168.55,166.71,165.06,165.52,157.4,147.89,140.59,135.89,121.58,106.38,107.53,99.2,98.5,95.61,95.8,89.62,85.45,84.43,83.25,79.68,76.54,75.79,76.68,75.57,72.81,73.46,75.42,72.97,71.81,72.0,66.4,66.14,66.67,66.32,103.07,67.89,67.1,66.73,62.17,62.64,62.39,62.68,77.25,76.67,76.68,75.69,58.07,69.47,74.92
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,694.71,1188.93,701.89,1510.42,1245.97,1350.32,1446.3,1512.8,1333.19,608.6,645.47,644.93,539.91,775.77,420.88,605.5,452.94,388.46,373.25,607.38,547.61,490.99,516.1,636.99,495.98,471.69,494.9,522.73,431.11,399.57,336.24,369.65,305.43,314.77,300.51,303.7,244.23,276.61,302.64,374.24,345.39,363.71,339.97,394.72,318.26,335.47,328.13,388.48,304.37,299.77
