Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,5267.83,4662.22,4001.48,2856.1,3579.05,3346.9,3043.42,3178.36,3670.86,3289.98,3489.57,3783.32,4340.82,3773.26,3592.18,2474.55,2821.48,2378.79,2374.89,1380.63,1935.86,2088.35,2363.55,2084.08,2766.2,2718.88,3040.93,2973.31,2863.16,2388.82,2454.76,1802.69,2423.26,1852.44,1813.2,1528.18,1889.32,1723.79,1892.88,1470.1,1778.46,1876.81,1955.34,1651.29,1781.21,1620.96,1710.09,1536.54,1867.27,1670.06
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32.87,20.84,--,19.3,34.71,21.17,22.79,29.19,40.18,28.75,56.99,22.91,28.14,24.01,--,22.76
Total Income From Operations,5267.83,4662.22,4001.48,2856.1,3579.05,3346.9,3043.42,3178.36,3670.86,3289.98,3489.57,3783.32,4340.82,3773.26,3592.18,2474.55,2821.48,2378.79,2374.89,1380.63,1935.86,2088.35,2363.55,2084.08,2766.2,2718.88,3040.93,2973.31,2863.16,2388.82,2454.76,1802.69,2423.26,1852.44,1846.07,1549.02,1889.32,1743.09,1927.59,1491.27,1801.25,1906.0,1995.52,1680.04,1838.2,1643.87,1738.23,1560.55,1867.27,1692.82
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,578.51,506.32,491.29,487.2,680.75,649.32,721.55,740.27,863.93,876.09,707.11,724.99,673.32,513.85,395.94,388.02,375.94,320.2,288.17,331.12,375.43,417.44,394.31,515.3,466.19,481.84,462.78,508.87,417.98,362.93,386.04,298.36,314.93,336.22,283.7,246.94,286.92,304.35,297.67,215.47,253.34,251.34,277.67,249.24,288.43,240.87,260.26,273.6,296.01,264.23
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,29.03,19.93,153.96,-293.12,18.35,59.48,-75.2,-148.68,83.51,-121.66,163.41,-141.92,-74.0,92.55,163.05,-298.43,107.82,80.6,253.76,-447.94,-182.29,-39.77,127.26,-270.43,135.94,-49.17,26.74,-118.59,167.44,-17.02,109.89,-212.88,140.25,-106.13,36.11,-166.82,178.79,-48.94,-51.79,-87.05,38.11,-22.87,12.44,-24.78,64.19,10.49,38.98,-55.11,9.08,35.09
Power & Fuel,842.66,827.27,--,--,--,--,--,--,--,--,--,--,--,871.81,--,--,--,--,660.19,634.48,692.42,721.38,--,701.54,615.45,787.46,816.49,734.69,716.27,694.03,717.49,620.13,588.96,591.29,528.31,503.97,438.04,508.41,492.9,425.26,430.09,447.17,479.43,445.55,478.46,519.84,513.15,506.2,488.93,585.22
Employees Cost,413.25,429.79,476.39,466.67,512.47,439.06,453.06,629.47,465.63,469.3,390.93,506.2,653.37,593.81,527.95,580.67,431.23,482.72,500.1,516.19,508.49,504.58,484.36,496.64,616.08,486.74,504.37,465.09,640.34,737.58,453.14,430.14,482.64,355.94,351.87,346.99,340.78,355.78,347.47,354.3,336.9,339.21,355.92,345.88,298.61,302.48,322.78,321.46,285.43,289.49
Depreciation,163.66,285.65,179.83,174.3,240.02,153.79,186.15,169.69,255.44,157.06,153.65,149.65,384.19,151.47,151.79,149.14,157.07,169.66,143.19,135.9,135.05,134.13,134.25,126.4,120.31,118.11,115.98,121.7,126.77,124.34,112.32,116.97,108.61,117.68,135.28,118.79,110.83,107.28,108.53,99.48,97.89,116.5,103.76,95.51,140.94,130.75,128.57,124.47,136.05,123.11
