Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2110.02,2082.31,2072.83,2071.93,1849.22,1855.07,1848.3,1829.14,1693.62,1794.65,1756.43,1748.83,1567.51,1523.22,1487.58,1232.89,1316.82,1273.77,1120.65,438.88,928.54,1036.47,1035.17,1116.7,1172.29,1186.29,1191.49,1100.26,521.19,506.08,492.18,459.22,461.24,461.3,468.93,447.3,412.33,438.83,434.9,428.77,405.26,425.55,406.35,388.0,397.67,399.49,372.95,309.51,338.29,343.56
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.55,7.98,5.25,5.26,6.13,3.41,3.35,3.78,3.95,3.83,3.7,3.03,3.07,3.3,2.06,1.34,3.56
Total Income From Operations,2110.02,2082.31,2072.83,2071.93,1849.22,1855.07,1848.3,1829.14,1693.62,1794.65,1756.43,1748.83,1567.51,1523.22,1487.58,1232.89,1316.82,1273.77,1120.65,438.88,928.54,1036.47,1035.17,1116.7,1172.29,1186.29,1191.49,1100.26,521.19,506.08,492.18,459.22,461.24,466.85,476.91,452.55,417.59,444.96,438.31,432.12,409.04,429.5,410.18,391.71,400.7,402.56,376.25,311.57,339.63,347.12
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,920.64,768.61,831.53,850.1,838.23,747.74,775.75,788.53,771.45,649.03,751.59,718.74,652.72,567.19,612.74,543.57,552.04,494.94,405.79,93.9,395.01,378.15,396.07,466.54,489.99,436.5,448.5,449.71,213.96,191.34,173.43,186.96,175.6,177.57,177.84,169.47,157.99,172.8,160.16,150.7,145.56,138.01,160.69,158.45,144.93,140.54,125.63,118.01,119.5,100.03
Purchase of Traded Goods,351.05,381.92,481.96,562.38,441.18,342.85,394.81,370.69,360.62,344.85,420.12,389.03,382.2,349.85,397.93,362.72,309.52,329.2,182.31,142.98,236.74,139.51,231.34,274.82,357.34,227.69,435.07,361.86,106.73,101.59,90.26,94.39,84.64,115.15,119.0,121.49,103.2,89.03,101.07,99.51,81.81,85.6,123.64,88.94,99.17,120.76,124.51,90.04,90.3,103.85
Increase/Decrease in Stocks,15.45,157.32,-32.02,-132.94,-137.8,68.19,-10.39,-36.31,-95.33,100.29,-65.01,-8.58,-82.65,13.1,-80.25,-147.92,-18.1,-32.44,119.05,38.17,-72.51,144.89,25.06,-52.31,-101.81,104.71,-141.14,-124.72,-6.22,-5.98,24.39,-21.31,10.31,-17.23,-9.56,-14.2,-18.12,-7.06,-8.47,-6.44,8.47,42.83,-40.27,-10.24,5.57,2.53,-9.71,-28.38,3.36,22.81
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,128.1,122.6,134.39,143.85,121.76,111.93,114.06,118.46,113.89,108.15,109.13,108.94,104.37,99.46,99.71,98.21,97.84,94.83,82.35,83.57,92.8,80.33,89.14,91.51,84.19,78.52,81.64,79.31,39.14,36.16,39.58,39.79,37.56,41.95,36.91,37.39,35.04,31.04,33.84,32.92,33.97,34.9,31.79,33.77,37.48,26.16,31.27,31.76,29.94,30.36
Depreciation,79.3,74.8,70.05,64.01,59.9,57.09,55.62,53.93,52.45,52.99,51.71,51.27,50.49,51.17,49.61,48.46,47.87,51.08,48.57,49.9,44.42,42.46,39.97,38.47,37.81,38.8,37.19,36.61,18.84,17.94,17.88,17.74,17.56,17.5,15.74,15.66,15.2,27.84,12.8,12.42,12.45,12.49,12.52,12.29,12.05,11.88,11.27,10.49,9.61,8.76
