Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,3189.06,3758.67,4247.72,3966.9,3359.97,3326.26,3706.6,3374.65,3276.89,2898.1,3581.99,3887.79,3389.56,3291.76,3405.49,3012.92,2798.65,2424.35,2395.8,1769.7,1848.59,2010.42,2074.33,1609.46,1311.18,1398.18,1669.37,1620.03,1334.51,1269.0,1433.21,1507.17,1272.29,1119.56,1283.98,1389.96,1148.86,1126.26,1113.19,1345.87,1068.88,974.29,1205.87,1445.84,1067.32,941.48,1053.09,1356.8,819.18,817.83
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.93,--,--,--,--,3.96,--,4.29,6.82,6.81,6.2,7.08,9.05,9.74,21.93,2.97,3.05,2.93,7.93,4.93,3.26,5.44,5.04,3.81,3.45,3.27,2.4,1.76,1.39,4.67,2.4,2.74,1.72,3.42
Total Income From Operations,3189.06,3758.67,4247.72,3966.9,3359.97,3326.26,3706.6,3374.65,3276.89,2898.1,3581.99,3887.79,3389.56,3291.76,3405.49,3012.92,2805.58,2424.35,2395.8,1769.7,1848.59,2014.38,2074.33,1613.75,1318.0,1404.99,1675.57,1627.11,1343.56,1278.74,1455.14,1510.14,1275.34,1122.49,1291.91,1394.89,1152.12,1131.7,1118.23,1349.68,1072.33,977.56,1208.27,1447.6,1068.71,946.15,1055.49,1359.54,820.9,821.25
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1128.58,1037.23,1490.31,1445.45,1187.67,961.0,1070.91,1317.1,1178.92,982.89,1252.56,1297.27,983.62,880.03,1052.96,956.06,923.27,577.66,684.28,483.57,589.46,1006.03,1036.64,936.09,809.35,803.34,953.42,911.9,703.61,640.81,689.04,710.37,587.58,113.63,549.79,702.28,433.55,540.46,528.68,529.5,498.9,424.97,558.4,670.69,737.81,309.18,630.16,554.43,390.85,380.78
Purchase of Traded Goods,2227.5,1862.32,1929.77,2345.17,1943.94,1603.18,1757.06,1534.06,1828.9,1314.28,1645.88,2170.15,1888.06,1945.38,1872.26,1559.88,1566.48,1468.93,1045.0,997.17,1160.05,595.14,632.83,447.39,306.17,282.98,279.59,399.5,332.66,263.83,302.58,453.08,293.61,730.37,410.39,319.07,423.42,157.81,459.59,304.46,299.91,313.28,316.11,378.76,284.36,241.53,282.86,251.89,321.06,127.67
Increase/Decrease in Stocks,-614.82,283.86,228.19,-579.91,-384.47,187.41,281.01,-37.71,-236.15,187.67,126.11,-271.64,-62.56,-63.79,-97.61,-54.36,-247.5,-102.24,242.59,29.43,-261.71,92.89,32.05,-133.14,-125.7,6.45,53.34,-93.71,-73.82,4.77,72.49,-44.92,17.74,-28.05,-8.1,4.64,-92.17,155.34,-143.02,178.1,29.04,-47.06,12.77,39.02,-247.06,119.46,-188.38,158.15,-141.98,61.96
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,101.96,105.52,106.45,102.82,102.69,92.18,98.26,99.01,115.84,93.65,94.4,88.22,105.79,93.33,89.3,92.23,101.85,63.85,77.56,95.6,87.86,87.53,90.32,95.12,88.75,97.32,92.82,97.58,86.98,88.03,88.14,92.46,79.82,85.18,80.11,83.27,76.39,83.3,84.72,84.2,85.65,83.85,89.05,85.86,92.66,81.16,80.74,75.32,74.48,72.84
Depreciation,38.29,47.61,45.12,46.77,48.26,48.8,47.44,46.71,46.54,45.86,45.11,44.57,43.56,42.35,42.99,41.67,42.44,41.93,43.01,42.74,42.44,46.52,45.6,45.5,35.54,37.33,37.01,37.21,36.97,37.11,40.13,39.18,40.86,43.13,41.76,43.28,44.21,47.08,42.41,41.74,43.66,38.14,36.29,24.33,19.09,17.15,16.84,18.02,16.49,15.15
