Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,4757.64,4483.84,3888.25,5301.81,4397.76,3982.29,3701.49,4961.37,3867.52,3735.7,2848.64,3877.77,3000.96,3356.97,2337.57,4101.24,3016.32,2844.32,1889.91,3241.06,2646.87,2469.57,2113.12,3569.05,2468.46,2233.82,1846.47,3361.9,2085.71,1883.66,1706.12,2596.68,1660.88,1772.19,1471.35,2293.8,1602.28,1409.58,1376.82,1860.55,1586.79,1632.19,1367.67,1689.22,1848.43,1479.53,1428.05,1776.34,1420.33,1267.13
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.13,23.48,21.73,--,23.65,22.47,19.23,30.0,57.48,30.79,26.62,31.76,26.18,31.1,24.5,39.33,18.92,22.11
Total Income From Operations,4757.64,4483.84,3888.25,5301.81,4397.76,3982.29,3701.49,4961.37,3867.52,3735.7,2848.64,3877.77,3000.96,3356.97,2337.57,4101.24,3016.32,2844.32,1889.91,3241.06,2646.87,2469.57,2113.12,3569.05,2468.46,2233.82,1846.47,3361.9,2085.71,1883.66,1706.12,2596.68,1681.01,1795.67,1493.08,2293.8,1625.93,1432.05,1396.05,1890.55,1644.27,1662.98,1394.29,1720.98,1874.61,1510.63,1452.55,1815.67,1439.25,1289.24
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,2232.67,1989.04,1502.56,2407.44,1996.47,1704.47,1315.66,2089.42,1491.1,1636.84,971.91,1665.61,1116.84,1587.46,878.73,1583.45,1201.06,1271.12,790.36,1408.15,1163.45,1234.76,970.28,1621.43,1324.28,1119.79,845.08,1989.0,976.14,909.16,801.94,1288.23,730.75,857.03,723.91,1137.82,763.79,756.05,666.55,950.36,864.43,985.93,744.45,865.56,943.88,886.03,770.76,1019.7,810.45,727.41
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-20.81,103.92,43.42,44.31,6.32,-39.68,-53.25,47.31,24.31,-118.46,55.01,-11.05,19.5,-51.84,43.26,19.28,-3.99,-30.1,11.23,-8.36,8.5,-40.81,-30.77,147.06,-154.36,0.1,27.56,-33.07,-4.15,-8.98,-18.35,34.49,-7.51,21.45,-46.8,49.86,-17.51,-2.75,-10.68,16.72,-9.03,29.5,-39.98,38.56,-11.96,-47.33,-32.36,33.58,-21.3,16.69
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,290.11,308.85,280.03,263.87,271.47,298.32,272.84,265.7,238.53,265.97,226.71,207.34,213.04,228.53,200.92,208.93,192.91,190.78,174.75,193.64,195.77,193.65,159.63,154.55,162.03,157.62,155.76,159.22,136.02,134.5,132.38,130.68,130.83,127.23,117.18,116.55,101.16,100.99,99.05,87.98,88.78,92.77,87.7,77.63,80.33,87.35,76.2,72.46,73.49,77.55
Depreciation,37.28,36.98,37.75,38.52,37.62,36.75,32.68,32.42,32.32,31.48,30.74,32.87,30.84,30.03,29.58,29.66,29.96,30.83,31.33,30.71,29.34,27.95,29.69,27.12,26.32,25.78,26.3,23.96,23.62,24.22,23.63,35.48,26.82,27.56,25.53,38.78,18.49,17.34,18.29,17.75,18.11,17.93,16.61,14.23,13.85,14.03,13.31,12.51,10.88,10.46
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1974.75,1851.84,1888.5,2302.25,1912.91,1835.25,1996.89,2352.65,1933.67,1721.19,1361.49,1733.89,1344.3,1278.01,989.41,1880.23,1289.38,1136.68,703.99,1317.27,975.93,812.84,790.63,1258.51,862.61,711.44,637.6,916.6,755.43,651.63,629.8,874.69,655.5,644.47,573.64,775.92,652.7,528.0,545.67,718.43,606.31,522.24,518.04,619.7,744.7,509.66,577.17,620.75,507.67,418.68
"P/L Before Other Inc. , Int., Excpt. Items & Tax",243.64,193.21,135.99,245.42,172.97,147.18,136.67,173.87,147.59,198.68,202.78,249.11,276.44,284.78,195.67,379.69,307.0,245.01,178.25,299.65,273.88,241.18,193.66,360.38,247.58,219.09,154.17,306.19,198.65,173.13,136.72,233.11,144.62,117.93,99.62,174.87,107.3,32.42,77.17,99.31,75.67,14.61,67.47,105.3,103.81,60.89,47.47,56.67,58.06,38.45
Other Income,3.79,32.72,43.63,11.75,29.17,17.1,4.03,8.31,3.25,16.89,8.27,5.52,7.59,3.0,2.89,8.0,4.5,6.78,8.74,4.6,2.2,3.93,3.14,15.96,4.57,4.14,13.45,7.28,4.92,4.77,5.63,17.03,8.13,7.13,4.79,5.11,34.84,72.31,1.87,36.41,135.41,4.42,1.17,62.08,2.33,6.63,11.93,4.32,8.91,1.92
"P/L Before Int., Excpt. Items & Tax",247.43,225.93,179.62,257.17,202.14,164.28,140.7,182.17,150.84,215.57,211.05,254.63,284.03,287.78,198.56,387.69,311.5,251.79,186.99,304.25,276.08,245.11,196.8,376.34,252.15,223.23,167.62,313.47,203.57,177.9,142.35,250.14,152.75,125.06,104.41,179.98,142.14,104.73,79.04,135.72,211.08,19.03,68.64,167.38,106.14,67.52,59.4,60.99,66.97,40.37
Interest,154.1,152.03,136.55,136.3,146.22,154.92,135.27,135.15,123.09,100.86,74.81,77.24,70.85,63.76,57.45,59.4,59.2,61.96,60.79,58.1,74.56,77.35,66.95,77.87,79.41,70.39,56.48,51.91,49.58,47.73,46.59,53.35,47.59,49.18,58.71,59.78,55.39,58.89,58.1,60.02,67.43,70.42,54.26,58.73,64.2,56.58,51.91,49.97,45.54,36.66
P/L Before Exceptional Items & Tax,93.33,73.9,43.07,120.87,55.92,9.36,5.43,47.02,27.75,114.71,136.24,177.39,213.18,224.02,141.11,328.29,252.3,189.83,126.2,246.15,201.52,167.76,129.85,298.47,172.74,152.84,111.14,261.56,153.99,130.17,95.76,196.79,105.16,75.88,45.7,120.2,86.75,45.84,20.94,75.7,143.65,-51.39,14.38,108.65,41.94,10.94,7.49,11.02,21.43,3.71
Exceptional Items,--,--,--,--,--,--,--,--,--,-75.57,--,-99.2,--,-43.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-18.16,-0.14,--,--
P/L Before Tax,93.33,73.9,43.07,120.87,55.92,9.36,5.43,47.02,27.75,39.14,136.24,78.19,213.18,180.38,141.11,328.29,252.3,189.83,126.2,246.15,201.52,167.76,129.85,298.47,172.74,152.84,111.14,261.56,153.99,130.17,95.76,196.79,105.16,75.88,45.7,120.2,86.75,45.84,20.94,75.7,143.65,-51.39,14.38,108.65,41.94,10.94,-10.67,10.88,21.43,3.71
Tax,20.44,15.75,10.92,27.94,11.87,2.59,1.66,17.62,13.0,3.33,35.95,32.3,60.36,48.26,37.5,97.86,67.15,49.66,35.86,64.62,55.88,35.14,43.91,87.0,58.2,53.94,38.36,82.2,51.68,44.95,32.6,64.41,34.34,26.99,15.98,49.77,30.52,12.84,12.3,31.84,53.44,-18.56,4.89,32.4,31.3,2.79,-1.22,29.42,5.99,1.22
P/L After Tax from Ordinary Activities,72.89,58.15,32.15,92.93,44.05,6.77,3.77,29.4,14.75,35.81,100.29,45.89,152.82,132.12,103.61,230.43,185.15,140.17,90.34,181.53,145.64,132.62,85.94,211.47,114.54,98.9,72.78,179.36,102.31,85.22,63.16,132.38,70.82,48.89,29.72,70.43,56.23,33.0,8.64,43.86,90.21,-32.83,9.49,76.25,10.64,8.15,-9.45,-18.54,15.44,2.49
