Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,299.23,319.96,332.84,367.17,308.38,325.07,337.23,347.01,413.17,450.93,514.85,619.0,472.29,435.12,391.64,371.67,364.73,280.86,210.52,235.5,221.76,230.38,231.42,234.79,239.71,216.54,260.19,256.9,218.84,201.19,200.07,193.14,180.22,172.15,165.72,166.46,150.01,158.82,159.64,148.27,141.67,150.45,164.47,171.5,137.51,161.01,140.1,141.48,107.75,126.01
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,299.23,319.96,332.84,367.17,308.38,325.07,337.23,347.01,413.17,450.93,514.85,619.0,472.29,435.12,391.64,371.67,364.73,280.86,210.52,235.5,221.76,230.38,231.42,234.79,239.71,216.54,260.19,256.9,218.84,201.19,200.07,193.14,180.22,172.15,165.72,166.46,150.01,158.82,159.64,148.27,141.67,150.45,164.47,171.5,137.51,161.01,140.1,141.48,107.75,126.01
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,169.48,184.44,175.74,207.8,163.08,174.88,222.69,174.99,291.71,217.71,330.82,347.41,280.79,246.0,251.58,186.07,162.84,152.85,110.6,129.22,108.04,111.43,133.48,138.11,142.07,117.55,150.13,153.86,115.7,99.96,91.46,92.85,84.44,74.17,94.49,79.68,77.13,87.48,82.48,75.66,90.0,80.4,103.28,104.45,100.15,111.36,87.46,72.8,60.73,78.65
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-5.36,-8.12,11.14,-17.82,6.79,18.48,-20.39,26.74,-27.25,42.88,-52.49,22.02,-16.91,-4.15,-53.67,-11.89,26.65,-5.49,1.08,-7.16,11.59,16.69,7.88,-10.41,-2.61,-3.73,-8.9,-7.54,1.18,0.53,8.95,-1.26,-1.35,5.91,-8.15,3.42,1.89,4.46,12.33,4.04,-5.5,4.91,-2.08,4.7,-14.51,-15.33,2.69,15.49,5.03,-4.73
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,17.15,17.84,17.41,22.25,18.22,16.45,15.42,16.61,18.22,20.52,24.85,28.56,23.08,18.99,18.09,21.1,18.6,15.14,10.83,13.41,14.0,11.49,10.72,10.8,12.06,12.83,12.6,11.14,12.87,11.79,9.29,12.5,9.67,8.49,8.07,10.44,7.66,6.88,6.55,7.05,6.16,5.54,5.71,6.27,5.29,4.7,4.52,4.54,4.58,4.3
Depreciation,9.85,0.56,9.07,9.35,7.9,8.28,8.11,7.83,8.58,7.45,7.4,7.28,7.49,7.59,6.81,5.5,5.64,6.61,5.6,7.72,5.69,5.81,4.95,5.4,4.72,4.73,4.71,6.16,4.37,4.37,4.39,4.75,4.49,4.49,4.49,4.72,4.39,4.39,4.39,3.78,4.98,4.93,4.9,4.41,4.5,3.79,3.77,3.21,3.17,3.16
