Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,4992.81,6925.83,7432.31,4713.3,3899.84,5450.33,6985.56,5693.48,5470.66,8308.11,10108.62,5722.16,4217.3,5067.69,6165.52,3645.18,2841.28,3512.67,4596.64,3212.36,2853.74,3275.69,4855.38,2132.38,2633.26,3044.23,5008.51,2517.85,2371.18,2694.11,3645.55,2232.27,2245.63,2224.17,3497.96,1998.7,2998.69,2725.45,3538.28,2180.59,2969.24,3338.95,3240.76,1677.52,2320.55,2489.53,2891.35,1637.26,1940.48,2293.99
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.3,10.62,16.77,15.81,12.74,18.65,12.29,18.98,15.53,30.78,4.59,7.89,16.41,11.19,7.41,6.82,7.83,14.95
Total Income From Operations,4992.81,6925.83,7432.31,4713.3,3899.84,5450.33,6985.56,5693.48,5470.66,8308.11,10108.62,5722.16,4217.3,5067.69,6165.52,3645.18,2841.28,3512.67,4596.64,3212.36,2853.74,3275.69,4855.38,2132.38,2633.26,3044.23,5008.51,2517.85,2371.18,2694.11,3645.55,2232.27,2256.93,2234.79,3514.73,2014.51,3011.43,2744.1,3550.57,2199.57,2984.77,3369.73,3245.35,1685.41,2336.96,2500.72,2898.76,1644.08,1948.31,2308.94
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,3204.39,3357.31,3365.1,2967.11,2851.89,3578.52,3091.87,3970.89,3562.56,5361.42,5933.68,4698.07,3013.44,3214.03,3534.58,2098.92,1976.95,1866.77,1851.93,1299.1,1791.73,2062.38,1981.38,1666.25,1758.86,2152.42,2236.67,1811.7,1456.01,1685.6,1814.62,1540.16,1058.04,1292.4,1751.52,1483.27,1797.07,1788.69,1850.12,1331.53,1899.71,2303.52,1661.98,1231.79,1339.87,1792.69,1916.98,898.01,745.83,1482.54
Purchase of Traded Goods,616.02,2104.01,1137.57,1084.97,297.43,1124.04,495.97,1303.64,403.12,1533.44,1650.41,1077.11,161.14,790.42,1025.28,496.47,92.5,674.9,747.38,610.68,110.26,498.57,256.6,477.63,164.0,719.93,490.33,784.26,118.76,353.53,357.14,410.24,62.44,282.15,387.53,488.61,179.96,430.42,986.84,463.25,439.2,589.47,422.69,464.87,137.8,296.31,416.63,378.48,38.1,318.55
Increase/Decrease in Stocks,-310.69,-168.95,1065.16,-581.52,-344.8,-389.09,1527.66,-1055.69,270.89,-203.64,644.49,-1463.69,-37.44,-165.48,158.36,-69.1,-118.67,-174.47,460.52,371.13,-47.54,-314.63,1282.91,-719.0,-70.82,-746.95,913.09,-883.3,67.9,-151.77,304.06,-400.42,401.19,-65.9,491.31,-521.0,283.77,-93.71,-133.48,-169.94,17.8,-366.96,398.12,-456.52,238.98,-219.8,-94.23,-48.9,790.73,30.31
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,205.59,200.52,184.52,179.6,169.33,182.51,174.64,163.59,163.6,165.68,169.14,155.0,156.74,148.76,134.1,142.81,130.8,142.03,134.29,121.16,115.57,119.88,112.0,109.77,104.51,99.09,105.3,98.33,89.86,89.91,87.14,83.34,81.48,78.28,77.9,72.49,74.7,73.86,71.33,71.36,71.88,84.21,62.19,57.2,68.57,62.05,58.33,54.81,50.12,51.63
Depreciation,81.58,67.39,65.59,62.15,61.78,60.36,52.07,47.99,44.33,46.91,45.56,44.4,43.26,42.53,41.78,41.92,46.42,41.97,41.75,41.95,44.86,40.61,41.51,30.29,34.94,26.76,26.12,25.43,23.26,24.65,24.65,24.5,25.23,25.33,24.97,24.35,27.23,24.48,27.93,25.91,26.57,32.68,22.45,21.61,22.86,19.71,19.95,19.51,15.05,15.14
