Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,454.66,520.48,511.23,604.28,594.6,551.31,458.4,397.81,329.0,308.29,314.65,376.57,344.04,278.7,222.19,301.1,233.38,254.9,119.56,257.23,258.15,302.19,259.53,312.66,314.05,326.31,304.18,414.47,413.99,442.07,322.4,442.24,379.13,376.86,331.63,321.1,349.95,313.1,304.21,345.01,321.84,377.64,285.57,320.16,345.29,300.68,314.66,302.75,287.58,319.79
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,454.66,520.48,511.23,604.28,594.6,551.31,458.4,397.81,329.0,308.29,314.65,376.57,344.04,278.7,222.19,301.1,233.38,254.9,119.56,257.23,258.15,302.19,259.53,312.66,314.05,326.31,304.18,414.47,413.99,442.07,322.4,442.24,379.13,376.86,331.63,321.1,349.95,313.1,304.21,345.01,321.84,377.64,285.57,320.16,345.29,300.68,314.66,302.75,287.58,319.79
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,235.87,267.52,249.35,271.51,331.81,342.84,256.84,261.73,198.7,187.78,177.18,220.0,216.32,176.07,142.96,195.02,138.31,147.88,66.54,142.67,162.74,202.72,163.85,172.91,178.79,197.28,254.02,248.41,263.51,269.05,233.9,288.09,249.37,254.22,220.43,180.14,230.84,144.93,207.76,200.77,183.53,184.83,183.4,204.84,192.37,208.96,216.78,166.14,183.06,197.45
Purchase of Traded Goods,--,--,0.07,--,--,0.18,--,-3.66,3.88,0.33,0.53,0.29,0.04,0.6,1.17,0.78,0.37,2.54,0.37,0.32,0.55,0.32,0.46,0.89,2.29,0.57,--,5.14,3.39,3.42,0.18,2.28,0.04,2.9,0.67,1.02,2.47,--,--,--,2.81,0.01,1.38,--,0.46,0.42,1.95,2.32,1.01,8.18
Increase/Decrease in Stocks,-12.79,-4.56,5.62,17.67,-18.19,-55.58,-3.92,-10.23,-4.09,-2.97,17.45,9.57,-6.59,-4.64,-6.64,-3.25,-0.13,6.83,8.44,13.55,-5.15,-2.0,0.75,32.53,12.92,22.68,-60.72,41.71,6.2,23.5,-36.54,18.76,-5.07,-15.68,-9.97,-4.52,-6.11,44.45,-27.82,3.91,-3.22,64.37,-1.13,7.45,21.41,-33.15,-33.86,-7.57,-20.17,-19.62
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,44.31,41.96,37.65,50.63,35.1,35.11,28.71,27.56,27.21,25.93,23.64,25.24,23.47,22.97,23.29,21.31,20.09,18.67,18.58,21.88,21.31,21.8,21.86,18.03,22.28,22.8,23.58,24.31,22.89,24.09,23.0,24.69,26.56,22.31,22.89,24.95,28.99,24.12,24.75,21.64,38.41,35.74,38.77,38.96,31.73,29.42,28.29,28.25,29.49,30.43
Depreciation,10.63,10.73,10.43,10.27,10.39,9.59,9.16,9.19,8.6,8.3,8.21,8.3,8.6,8.79,8.98,9.16,9.74,9.35,10.17,9.93,9.67,10.68,9.96,10.73,11.05,11.13,11.44,12.1,11.25,11.3,11.37,9.29,12.57,13.63,12.68,12.4,13.23,11.42,12.55,11.51,13.47,13.26,12.81,8.47,9.92,10.11,10.01,9.53,10.18,10.18
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,92.15,106.24,110.55,133.16,134.42,127.68,102.1,79.13,65.44,64.93,61.6,67.05,65.97,60.11,49.15,62.02,53.82,54.22,28.26,57.66,60.03,59.66,53.7,65.54,67.27,66.94,65.2,73.01,81.21,83.98,72.71,79.74,74.05,77.69,65.84,84.56,62.3,69.77,63.86,73.73,52.74,53.59,49.34,60.09,69.03,67.78,68.08,67.65,62.07,73.53
"P/L Before Other Inc. , Int., Excpt. Items & Tax",84.49,98.59,97.55,121.04,101.06,91.49,65.52,34.1,29.27,23.99,26.04,46.12,36.23,14.79,3.29,16.05,11.17,15.42,-12.8,11.21,9.0,9.0,8.95,12.04,19.44,4.91,10.66,9.78,25.54,26.72,17.77,19.39,21.61,21.79,19.08,22.54,18.24,18.4,23.12,33.46,34.1,25.84,1.01,0.35,20.37,17.14,23.41,36.43,21.94,19.64
Other Income,1.53,12.27,5.54,6.55,3.94,3.39,2.78,5.2,5.06,4.29,3.3,4.64,2.87,3.74,3.03,2.25,2.51,2.25,2.47,6.66,3.77,4.43,1.58,3.6,0.39,7.97,4.99,12.23,3.18,3.2,4.11,3.74,6.17,5.25,2.05,5.7,2.25,2.62,1.51,6.79,7.0,-0.55,3.37,3.81,2.49,1.53,2.19,2.35,4.17,0.71
"P/L Before Int., Excpt. Items & Tax",86.02,110.86,103.09,127.59,105.0,94.88,68.29,39.29,34.33,28.27,29.33,50.76,39.09,18.53,6.31,18.3,13.68,17.68,-10.33,17.87,12.77,13.43,10.53,15.64,19.83,12.89,15.65,22.01,28.72,29.93,21.88,23.13,27.78,27.04,21.13,28.24,20.49,21.03,24.63,40.25,41.1,25.29,4.38,4.16,22.86,18.67,25.6,38.78,26.11,20.35
Interest,4.34,2.47,1.58,3.98,3.17,3.3,1.97,2.37,2.02,1.01,0.83,2.28,1.96,1.04,1.99,1.69,3.78,4.8,4.21,6.28,4.98,5.14,5.47,7.62,7.33,7.02,8.64,9.51,10.41,9.73,10.9,3.11,14.69,14.0,14.41,11.46,11.72,13.75,15.72,17.6,18.25,17.05,17.76,18.5,18.87,18.0,20.36,23.34,22.63,22.94
P/L Before Exceptional Items & Tax,81.68,108.39,101.51,123.61,101.83,91.58,66.32,36.92,32.31,27.26,28.51,48.49,37.13,17.49,4.32,16.61,9.9,12.87,-14.54,11.59,7.78,8.29,5.06,8.02,12.5,5.87,7.02,12.5,18.32,20.19,10.98,20.01,13.09,13.04,6.72,16.78,8.76,7.28,8.91,22.65,22.84,8.24,-13.38,-14.34,3.99,0.67,5.24,15.44,3.48,-2.59
Exceptional Items,-0.08,0.04,-0.45,-25.23,-2.84,-0.11,0.01,-1.15,0.75,1.86,-0.13,-1.48,-0.79,-2.1,15.1,-3.23,-0.5,-1.65,--,-0.31,-0.16,0.39,4.98,1.91,-0.51,5.25,--,-3.94,-1.72,-3.61,-0.5,-2.65,0.28,-0.42,--,-8.96,--,--,--,-4.72,-5.64,-0.12,-4.56,-6.6,0.59,62.55,--,-0.35,1.25,6.88
P/L Before Tax,81.6,108.43,101.06,98.39,98.99,91.47,66.32,35.77,33.05,29.13,28.38,47.0,36.34,15.39,19.43,13.37,9.4,11.22,-14.54,11.28,7.62,8.69,10.04,9.93,11.99,11.12,7.02,8.56,16.6,16.59,10.49,17.36,13.38,12.61,6.72,7.82,8.76,7.28,8.91,17.94,17.2,8.12,-17.94,-20.94,4.58,63.22,5.24,15.09,4.73,4.29
Tax,20.12,27.94,26.8,27.8,22.88,22.91,17.78,0.94,10.41,10.24,9.2,12.85,12.03,1.6,2.28,1.87,1.06,2.24,-0.31,3.06,3.2,3.26,4.05,2.87,4.68,5.17,2.23,3.98,7.83,5.66,3.0,6.73,4.1,3.3,1.2,5.61,3.84,1.7,2.2,9.24,2.65,-0.59,-0.6,-3.52,1.58,8.03,1.0,1.59,--,2.3
P/L After Tax from Ordinary Activities,61.48,80.5,74.25,70.58,76.12,68.55,48.54,34.83,22.64,18.88,19.18,34.15,24.3,13.79,17.15,11.5,8.34,8.98,-14.23,8.22,4.42,5.43,6.0,7.05,7.32,5.95,4.79,4.59,8.77,10.93,7.49,10.64,9.27,9.31,5.52,2.21,4.93,5.58,6.71,8.7,14.56,8.71,-17.34,-17.42,3.0,55.19,4.24,13.5,4.73,1.99
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,61.48,80.5,74.25,70.58,76.12,68.55,48.54,34.83,22.64,18.88,19.18,34.15,24.3,13.79,17.15,11.5,8.34,8.98,-14.23,8.22,4.42,5.43,6.0,7.05,7.32,5.95,4.79,4.59,8.77,10.93,7.49,10.64,9.27,9.31,5.52,2.21,4.93,5.58,6.71,8.7,14.56,8.71,-17.34,-17.42,3.0,55.19,4.24,13.5,4.73,1.99
Equity Share Capital,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.2,2.89,2.66,2.5,2.74,2.47,1.74,1.26,0.81,0.67,0.68,1.24,0.86,0.48,0.6,0.39,0.31,0.3,-0.53,0.24,0.16,0.19,0.22,0.25,0.26,0.21,0.17,0.23,0.27,0.35,0.22,0.39,0.33,0.33,0.18,0.09,0.19,0.22,0.27,0.34,0.58,0.34,-0.69,-0.69,0.12,2.18,0.17,0.53,0.19,0.08
Diluted EPS,2.2,2.89,2.66,2.5,2.74,2.47,1.74,1.26,0.81,0.67,0.68,1.24,0.86,0.48,0.6,0.39,0.31,0.3,-0.53,0.24,0.16,0.19,0.22,0.25,0.26,0.21,0.17,0.23,0.27,0.35,0.22,0.39,0.33,0.33,0.18,0.09,0.19,0.22,0.27,0.34,0.58,0.34,-0.69,-0.69,0.12,2.18,0.17,0.53,0.19,0.08
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.55,6.56,6.56,6.56,6.6,6.6,6.6,6.6,6.6,6.61,6.62,6.66,6.66
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.91,25.94,25.94,25.94,26.07,26.07,26.07,26.09,26.09,26.12,26.17,26.33,26.33
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.75,18.74,18.74,18.74,18.7,18.7,18.7,18.51,18.51,16.6,16.59,16.8,16.8
