Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,28.14,25.55,39.46,119.7,68.0,84.54,113.58,66.79,92.6,135.46,252.38,304.3,54.0,29.25,21.17,64.63,88.99,78.67,20.3,96.21,86.71,63.13,60.78,87.63,83.52,84.05,604.53,101.97,97.37,42.14,74.88,95.3,69.8,96.09,69.58,76.89,73.94,94.57,71.86,78.68,68.18,90.79,62.56,98.99,59.19,81.73,78.77,108.43,65.53,55.47
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.3,0.05,2.12,0.43,0.53,0.17,1.14,0.23,9.9,0.65,0.88,0.68,11.3,1.36,0.73,0.32,0.34,0.38,-2.57
Total Income From Operations,28.14,25.55,39.46,119.7,68.0,84.54,113.58,66.79,92.6,135.46,252.38,304.3,54.0,29.25,21.17,64.63,88.99,78.67,20.3,96.21,86.71,63.13,60.78,87.63,83.52,84.05,604.53,101.97,97.37,42.14,74.88,98.6,69.85,98.21,70.01,77.42,74.11,95.71,72.09,88.59,68.82,91.67,63.24,110.29,60.55,82.46,79.09,108.77,65.91,52.9
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,11.1,10.27,27.37,101.58,55.28,69.33,95.09,45.9,79.17,122.25,241.69,269.52,39.64,17.94,13.17,38.06,80.39,70.86,19.07,47.49,64.23,45.36,39.81,62.99,64.46,73.73,95.08,84.96,86.71,38.33,66.52,80.83,57.55,82.26,50.94,69.29,29.18,121.89,58.79,81.12,64.63,79.24,56.76,78.76,58.79,70.24,65.84,52.04,48.87,45.16
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-2.07,-0.35,0.09,0.13,-6.6,-3.35,1.84,-2.08,-1.4,-2.42,-4.64,-0.91,-1.06,0.25,-0.83,-6.19,-4.94,-6.62,-1.5,28.05,1.43,0.86,4.92,1.03,5.73,2.24,464.08,2.79,-4.44,-6.97,-4.79,-8.54,-2.45,-0.11,6.06,-6.97,28.24,-40.7,1.98,-12.18,-15.65,-8.17,-10.79,6.52,-23.89,-10.98,-4.68,3.54,-12.85,-8.7
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,7.05,5.43,5.13,5.14,5.67,4.12,4.28,4.73,4.46,3.33,2.98,3.12,3.07,2.72,1.99,1.92,2.56,2.61,2.86,3.1,3.32,2.63,2.51,2.89,3.21,2.6,2.67,4.42,3.1,2.55,2.68,3.34,2.48,2.34,2.36,2.69,2.34,2.25,2.13,2.4,2.37,1.87,1.86,2.11,2.13,1.5,1.36,1.62,1.45,1.39
Depreciation,2.08,2.07,2.05,1.99,2.01,2.0,1.98,2.09,1.98,1.97,1.95,1.53,1.55,1.47,1.45,1.5,1.4,1.35,1.29,0.93,1.51,1.49,1.45,1.35,1.35,1.33,1.32,1.37,1.35,1.35,1.29,1.38,1.35,1.35,1.33,1.02,1.36,1.27,1.4,2.16,1.1,1.1,1.08,1.06,1.09,1.09,1.07,1.04,1.09,1.09
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,11.04,8.95,15.58,14.46,9.34,7.79,7.13,7.04,3.32,7.95,7.12,9.73,7.37,8.47,7.11,13.96,7.45,9.09,2.2,15.06,14.23,8.91,8.12,19.39,4.64,4.84,5.26,16.68,7.21,4.71,7.79,18.07,5.55,5.2,6.17,6.75,8.78,8.19,5.35,12.04,9.25,9.59,6.36,6.71,18.19,9.73,8.58,30.16,17.73,10.83
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-1.06,-0.82,-10.77,-3.61,2.3,4.65,3.26,9.12,5.07,2.38,3.28,21.31,3.43,-1.6,-1.73,15.37,2.13,1.39,-3.62,1.59,2.0,3.87,3.97,-0.01,4.12,-0.69,36.12,-8.25,3.42,2.18,1.39,3.51,5.37,7.17,3.15,4.64,4.2,2.81,2.45,3.05,7.13,8.04,7.97,15.13,4.25,10.89,6.91,20.37,9.61,3.13
Other Income,4.0,4.5,16.21,6.0,1.35,0.9,0.44,0.82,0.36,0.86,0.47,0.39,0.49,0.13,0.03,0.34,0.1,0.22,0.25,0.94,0.93,0.58,1.29,5.22,0.16,6.57,2.51,101.42,2.08,5.36,6.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.36,4.34,1.16,4.55
"P/L Before Int., Excpt. Items & Tax",2.93,3.68,5.44,2.39,3.65,5.55,3.7,9.94,5.43,3.24,3.74,21.7,3.91,-1.47,-1.7,15.71,2.22,1.61,-3.37,2.53,2.93,4.46,5.26,5.21,4.28,5.87,38.63,93.16,5.5,7.54,8.22,3.51,5.37,7.17,3.15,4.64,4.2,2.81,2.45,3.05,7.13,8.04,7.97,15.13,4.25,10.89,7.27,24.71,10.77,7.68
Interest,0.05,1.85,0.75,1.83,3.34,4.87,2.36,6.89,4.85,2.61,3.2,10.52,2.77,1.63,2.72,9.06,1.48,1.49,1.74,2.0,2.42,3.17,3.73,4.91,3.88,4.57,5.08,6.42,5.36,6.12,5.12,0.19,5.21,5.01,5.04,4.1,4.07,2.64,2.37,1.0,5.61,6.29,6.26,14.41,2.08,6.89,4.66,5.86,5.79,3.0
P/L Before Exceptional Items & Tax,2.88,1.83,4.7,0.56,0.3,0.68,1.34,3.05,0.58,0.63,0.54,11.18,1.14,-3.09,-4.42,6.64,0.75,0.12,-5.11,0.53,0.51,1.29,1.53,0.3,0.4,1.3,33.54,86.75,0.15,1.41,3.11,3.31,0.17,2.16,-1.88,0.55,0.13,0.17,0.07,2.04,1.53,1.75,1.71,0.72,2.17,4.0,2.61,18.85,4.98,4.68
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,2.88,1.83,4.7,0.56,0.3,0.68,1.34,3.05,0.58,0.63,0.54,11.18,1.14,-3.09,-4.42,6.64,0.75,0.12,-5.11,0.53,0.51,1.29,1.53,0.3,0.4,1.3,33.54,86.75,0.15,1.41,3.11,3.31,0.17,2.16,-1.88,0.55,0.13,0.17,0.07,2.04,1.53,1.75,1.71,0.72,2.17,4.0,2.61,18.85,4.98,4.68
Tax,1.31,0.62,1.45,0.37,-0.06,0.09,0.3,0.81,0.13,0.08,0.15,1.86,-0.1,-0.08,-0.05,1.67,--,--,--,-0.27,--,--,--,33.21,--,--,--,18.67,--,--,--,2.07,--,--,--,0.33,--,--,--,2.24,--,--,--,2.95,--,--,--,11.4,--,--
P/L After Tax from Ordinary Activities,1.57,1.22,3.25,0.18,0.36,0.58,1.05,2.25,0.45,0.55,0.39,9.31,1.25,-3.02,-4.37,4.98,0.75,0.12,-5.11,0.8,0.51,1.29,1.53,-32.91,0.4,1.3,33.54,68.08,0.15,1.41,3.11,1.24,0.17,2.16,-1.88,0.22,0.13,0.17,0.07,-0.2,1.53,1.75,1.71,-2.23,2.17,4.0,2.61,7.45,4.98,4.68
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,1.57,1.22,3.25,0.18,0.36,0.58,1.05,2.25,0.45,0.55,0.39,9.31,1.25,-3.02,-4.37,4.98,0.75,0.12,-5.11,0.8,0.51,1.29,1.53,-32.91,0.4,1.3,33.54,68.08,0.15,1.41,3.11,1.24,0.17,2.16,-1.88,0.22,0.13,0.17,0.07,-0.2,1.53,1.75,1.71,-2.23,2.17,4.0,2.61,7.45,4.98,4.68
Equity Share Capital,31.35,31.35,31.35,31.35,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,19.0,19.0,19.0,19.0
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.05,0.04,0.1,0.01,0.01,0.02,0.04,0.1,0.02,0.02,0.01,0.39,0.05,-0.12,-0.18,0.21,0.03,0.01,-0.21,0.03,0.02,0.05,0.06,-1.35,0.02,0.05,1.37,2.79,0.01,0.06,0.13,0.06,0.01,0.1,-0.09,0.01,0.01,0.01,--,-0.01,0.07,0.08,0.08,-0.1,0.2,0.36,0.27,0.78,0.52,0.49
Diluted EPS,0.05,0.04,0.1,0.01,0.01,0.02,0.04,0.1,0.02,0.02,0.01,0.39,0.05,-0.12,-0.18,0.21,0.03,0.01,-0.21,0.03,0.02,0.05,0.06,-1.35,0.02,0.05,1.37,2.79,0.01,0.06,0.13,0.06,0.01,0.1,-0.09,0.01,0.01,0.01,--,-0.01,0.07,0.08,0.08,-0.1,0.2,0.36,0.27,0.78,0.52,0.49
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.27,6.27,6.27,6.27,6.27,6.27,6.27,3.13,3.13,2.38,2.38,2.38,2.38
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,25.0,25.0,25.0,25.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.24,13.42,12.91,12.89,12.16,12.16,12.16,5.92,5.76,4.96,6.33,6.32,6.32
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77.2,84.65,81.45,81.35,76.72,76.72,76.72,74.7,72.68,69.55,88.77,88.71,88.71
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55.32,60.66,58.37,58.3,54.98,54.98,54.98,53.53,52.08,52.16,66.58,66.53,66.53
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
