Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,4465.7,4394.3,4316.8,4233.4,4205.2,4130.1,4158.4,4063.4,3659.9,3661.6,3544.4,3311.0,3109.08,2917.97,2443.53,3217.67,3029.64,2479.18,991.54,2236.87,2536.64,2312.68,2778.82,2749.15,3095.5,3201.11,3212.15,3158.03,3071.92,2811.85,2588.26,2528.83,2619.35,2548.73,2475.95,2385.52,2444.3,2361.93,2279.87,2348.92,2331.47,2456.71,2354.61,2431.41,2061.89,2104.16,2269.19,2190.3,2055.69,2030.3
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60.09,45.79,52.61,62.81,43.6,119.27,35.66,19.47,21.31,39.94,126.75,99.05,39.8,18.97,100.11,45.73,37.8,17.15,76.11,21.37
Total Income From Operations,4465.7,4394.3,4316.8,4233.4,4205.2,4130.1,4158.4,4063.4,3659.9,3661.6,3544.4,3311.0,3109.08,2917.97,2443.53,3217.67,3029.64,2479.18,991.54,2236.87,2536.64,2312.68,2778.82,2749.15,3095.5,3201.11,3212.15,3158.03,3071.92,2811.85,2648.35,2574.62,2671.96,2611.54,2519.55,2504.79,2479.96,2381.4,2301.18,2388.86,2458.22,2555.76,2394.41,2450.38,2162.0,2149.89,2306.99,2207.45,2131.8,2051.67
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1018.0,1032.0,956.5,962.8,913.4,949.6,882.9,879.1,787.9,877.2,724.9,694.3,770.25,645.8,660.16,783.63,767.14,578.03,206.71,116.99,778.58,783.57,643.47,638.84,714.93,824.93,813.69,546.43,937.37,577.76,672.54,643.29,803.23,798.45,761.99,750.47,635.8,606.43,563.4,804.84,698.47,829.72,814.52,755.25,742.59,708.5,797.98,736.67,676.34,614.64
Purchase of Traded Goods,1780.8,1771.0,1912.3,1828.4,1710.4,1845.8,1748.7,1895.1,1418.0,1460.1,1560.2,1356.8,1199.96,1054.74,1191.67,1396.85,1150.84,759.1,282.6,504.21,755.16,704.35,817.79,881.87,970.1,913.01,1203.02,1130.73,724.34,985.0,687.77,644.79,575.89,540.44,660.75,559.4,556.54,584.56,634.2,516.62,623.37,475.85,523.47,506.23,448.36,465.99,544.04,463.64,427.32,459.23
Increase/Decrease in Stocks,-48.1,58.6,-82.1,-20.2,-2.6,-37.0,51.8,-174.7,-11.2,40.0,6.2,88.3,-81.23,131.43,-413.57,-206.18,-163.11,134.44,82.56,584.53,-211.57,-206.66,46.94,-27.21,32.92,77.01,-268.06,11.25,-38.89,-12.4,79.54,-62.33,81.81,-20.46,-118.68,-51.35,111.45,21.01,-1.39,-70.79,-14.27,12.7,-69.76,84.69,-30.7,-16.45,-69.38,-16.41,4.86,99.75
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,394.8,343.7,334.8,361.5,334.3,335.5,309.4,328.1,272.5,275.1,270.2,255.9,292.7,252.83,270.56,135.14,245.46,308.33,242.68,276.3,304.93,334.9,357.55,341.72,337.58,340.27,350.85,329.68,341.19,344.43,341.16,282.58,387.51,347.84,324.83,358.93,321.29,337.34,285.52,319.4,409.4,343.3,333.24,327.55,313.11,285.43,306.52,286.16,293.32,247.18
Depreciation,100.8,90.0,85.6,118.8,117.3,101.3,92.1,120.6,108.3,91.9,64.8,89.2,85.1,82.87,67.1,92.08,96.93,79.6,72.83,115.8,109.84,82.73,75.54,114.35,101.21,95.04,93.9,125.87,124.28,110.81,106.24,149.17,129.38,88.93,85.95,131.97,105.91,78.18,70.38,142.92,125.72,101.51,90.17,88.1,124.16,89.39,86.42,84.23,129.15,97.67
