Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2011.0,1427.0,1090.0,802.0,1248.0,2626.0,3859.0,3594.0,3581.0,4652.0,5543.0,5007.0,4326.0,4025.0,4138.0,3960.0,2611.0,2921.0,3162.0,2651.0,2031.0,2502.0,2771.0,2337.0,1864.0,2216.0,2275.0,2305.0,1636.0,1942.0,1971.0,1714.0,1638.34,1760.73,1787.72,1631.75,1440.91,1363.85,1534.99,1519.95,1260.9,1246.23,1358.63,1360.44,1157.55,1117.59,1230.7,1309.01,909.29,1052.94
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32.07,53.81,34.3,--,29.37,55.51,36.2,26.75,27.11,23.83,31.1,36.8,28.01,49.19,39.42,10.68,32.1
Total Income From Operations,2011.0,1427.0,1090.0,802.0,1248.0,2626.0,3859.0,3594.0,3581.0,4652.0,5543.0,5007.0,4326.0,4025.0,4138.0,3960.0,2611.0,2921.0,3162.0,2651.0,2031.0,2502.0,2771.0,2337.0,1864.0,2216.0,2275.0,2305.0,1636.0,1942.0,1971.0,1714.0,1638.34,1792.8,1841.53,1666.05,1440.91,1393.22,1590.5,1556.15,1287.65,1273.34,1382.46,1391.54,1194.35,1145.6,1279.89,1348.43,919.97,1085.04
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,414.0,590.0,220.0,503.0,387.0,1498.0,2941.0,1838.0,2401.0,2370.0,3312.0,2625.0,2125.0,2353.0,2310.0,1902.0,1338.0,1461.0,1629.0,1211.0,843.0,1307.0,1444.0,1111.0,1066.0,1285.0,1223.0,1167.0,806.0,966.0,927.0,818.0,638.49,766.51,839.01,761.68,596.78,752.26,708.47,706.78,643.2,595.09,647.84,552.63,546.58,493.12,578.52,509.78,474.82,505.76
Purchase of Traded Goods,1662.0,262.0,260.0,145.0,429.0,181.0,137.0,166.0,858.0,201.0,456.0,532.0,476.0,310.0,501.0,583.0,196.0,196.0,277.0,203.0,146.0,20.0,244.0,197.0,114.0,134.0,125.0,148.0,123.0,82.0,21.0,178.0,176.4,162.91,206.11,155.91,60.63,72.11,53.08,94.24,60.32,82.47,254.52,196.08,114.1,169.82,145.65,258.85,70.67,135.32
Increase/Decrease in Stocks,-339.0,221.0,371.0,-91.0,157.0,118.0,-514.0,100.0,-672.0,356.0,-260.0,-540.0,57.0,-193.0,-259.0,-283.0,77.0,-99.0,-89.0,-145.0,219.0,-32.0,53.0,8.0,8.0,-109.0,-30.0,-29.0,-6.0,38.0,127.0,-157.0,43.9,55.72,-90.09,-117.88,1.13,-93.58,61.73,-26.64,-64.73,-4.37,-104.4,-33.87,-17.37,-49.78,-51.95,-34.59,-22.41,3.63
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,60.0,44.0,41.0,43.0,21.0,102.0,132.0,162.0,138.0,236.0,209.0,245.0,204.0,171.0,201.0,191.0,176.0,171.0,181.0,157.0,167.0,159.0,168.0,152.0,132.0,147.0,136.0,136.0,122.0,119.0,125.0,120.0,115.64,104.33,120.13,104.45,110.13,91.32,101.64,95.43,82.54,77.26,82.88,75.12,65.27,65.42,61.65,65.53,64.79,53.59
Depreciation,34.0,39.0,28.0,34.0,28.0,172.0,172.0,164.0,165.0,245.0,273.0,268.0,275.0,259.0,257.0,253.0,261.0,245.0,237.0,234.0,240.0,228.0,219.0,204.0,193.0,181.0,176.0,174.0,172.0,167.0,165.0,162.0,168.27,164.5,161.55,200.86,172.53,152.38,149.53,184.66,47.35,49.6,48.75,41.05,47.15,44.28,40.15,37.51,41.13,39.81
