Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,497.8,530.81,472.04,539.93,465.04,439.23,399.18,456.07,437.94,448.47,414.15,456.11,408.55,416.52,301.42,392.64,323.02,265.25,119.27,249.29,282.88,271.27,277.71,337.89,295.89,282.39,260.91,301.63,268.13,233.6,220.41,251.95,214.07,211.1,205.49,265.18,220.12,193.0,185.2,218.31,187.05,186.83,178.03,226.92,196.4,183.12,213.86,229.97,194.81,204.32
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.72,1.41,1.83,1.67,1.39,1.33,1.25,1.3,1.83,0.9,1.69,2.25,1.74,2.95,1.09,1.43,0.45,0.42
Total Income From Operations,497.8,530.81,472.04,539.93,465.04,439.23,399.18,456.07,437.94,448.47,414.15,456.11,408.55,416.52,301.42,392.64,323.02,265.25,119.27,249.29,282.88,271.27,277.71,337.89,295.89,282.39,260.91,301.63,268.13,233.6,220.41,251.95,217.8,212.51,207.32,266.85,221.5,194.33,186.45,219.6,188.88,187.73,179.72,229.17,198.14,186.07,214.95,231.4,195.26,204.74
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,223.05,229.62,219.05,232.08,209.01,187.73,185.26,193.38,202.73,207.51,216.48,231.85,223.85,223.45,163.88,201.78,174.2,107.35,49.71,133.38,138.13,129.02,135.83,162.19,151.71,121.53,131.48,131.32,141.47,108.53,121.11,118.12,102.29,101.67,99.56,130.38,104.91,92.49,86.24,102.14,96.04,86.15,80.66,109.95,97.04,86.41,100.23,121.58,87.36,93.97
Purchase of Traded Goods,46.75,54.01,49.15,50.39,43.41,38.51,38.88,38.21,36.41,37.15,41.13,36.7,30.82,34.23,29.38,27.4,21.03,36.29,9.7,27.99,25.42,26.71,26.63,35.81,22.72,36.39,26.9,32.64,15.69,29.75,20.39,26.23,20.51,18.7,25.96,21.41,20.95,18.51,20.24,20.43,20.33,21.14,25.33,28.07,22.13,22.81,26.11,10.02,27.27,29.62
Increase/Decrease in Stocks,-11.12,-6.43,-21.75,8.5,-2.15,5.41,-19.22,14.21,4.99,6.88,-11.26,0.41,-9.56,-5.09,-10.65,2.39,-6.61,4.29,11.33,-20.94,1.62,1.8,-1.52,3.87,-0.38,6.2,-6.91,16.06,0.29,-4.21,-14.67,7.37,3.34,2.05,-10.53,3.4,2.75,-0.6,-0.39,4.33,-3.64,-0.48,-0.86,1.08,-3.71,-0.33,-0.15,4.56,1.64,-0.73
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,57.52,58.47,58.1,54.87,53.0,51.33,53.17,49.3,47.74,47.73,48.72,43.25,41.83,41.75,42.8,43.2,39.74,39.14,34.23,36.57,42.48,38.61,45.47,39.83,39.23,38.17,39.21,35.15,36.5,32.89,33.66,29.1,29.59,29.46,29.81,28.09,26.84,27.21,26.97,26.39,24.63,24.1,24.97,18.92,24.4,20.59,26.94,26.07,22.62,23.16
Depreciation,8.87,9.02,9.13,9.36,9.19,8.86,8.53,9.78,9.67,9.67,9.24,10.02,8.94,9.13,8.69,8.67,8.9,8.87,8.89,9.44,9.37,9.16,8.68,8.63,8.78,8.63,8.33,9.15,9.32,9.25,8.77,10.04,9.17,8.91,8.72,9.65,9.12,8.84,8.45,9.23,8.6,6.0,5.3,5.04,4.57,4.56,3.59,4.03,3.51,3.39
