Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2458.18,2403.94,2454.78,2270.31,2413.23,2288.79,2334.05,2262.61,2428.43,2293.87,2387.48,2731.01,2641.97,2453.91,2306.65,1873.98,1816.69,1666.88,1532.9,771.17,1491.17,1722.88,1552.78,1558.32,1654.28,1624.24,1555.31,1580.75,1417.25,1551.46,1397.15,1479.79,1513.46,1397.85,1400.48,1400.1,1389.93,1436.22,1374.63,1386.51,1407.79,1429.11,1487.53,1417.6,1282.22,1415.98,1279.51,1193.61,1126.21,1083.18
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56.33,58.44,25.53,45.61,8.58,10.67,12.34,40.95,38.25,38.44,27.47,9.98,15.21,10.51,19.2,20.12,9.56
Total Income From Operations,2458.18,2403.94,2454.78,2270.31,2413.23,2288.79,2334.05,2262.61,2428.43,2293.87,2387.48,2731.01,2641.97,2453.91,2306.65,1873.98,1816.69,1666.88,1532.9,771.17,1491.17,1722.88,1552.78,1558.32,1654.28,1624.24,1555.31,1580.75,1417.25,1551.46,1397.15,1479.79,1513.46,1454.18,1458.92,1425.63,1435.54,1444.8,1385.3,1398.85,1448.74,1467.36,1525.97,1445.07,1292.2,1431.19,1290.02,1212.81,1146.33,1092.74
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1323.25,1301.94,1345.28,1348.54,1325.86,1344.59,1359.91,1361.82,1434.6,1372.04,1397.44,1561.9,1473.35,1252.27,1035.01,957.33,904.26,840.77,804.68,449.91,767.12,859.68,872.21,833.62,813.47,839.63,812.55,798.85,773.2,775.82,818.75,812.75,768.25,700.71,688.17,679.55,676.78,656.68,679.33,654.36,654.99,726.79,767.84,750.89,711.89,649.17,599.68,551.65,534.91,522.53
Purchase of Traded Goods,0.66,0.23,1.78,2.18,0.76,0.46,0.17,0.23,0.01,0.03,0.1,--,0.33,23.13,42.63,23.36,6.91,18.17,8.36,13.15,7.55,13.69,12.1,18.71,17.18,12.91,9.53,10.46,15.07,8.48,--,10.08,5.24,6.93,3.9,13.13,16.6,15.64,20.46,14.45,22.51,18.07,18.76,15.09,13.78,12.69,17.07,13.59,18.16,10.6
Increase/Decrease in Stocks,45.3,28.07,44.75,-154.29,51.83,-27.51,51.57,23.28,67.18,83.08,-44.85,-96.07,-128.77,-112.81,-40.49,-109.86,-55.77,21.38,132.68,-36.67,-15.85,70.94,-81.26,-24.13,77.95,-35.58,-67.7,27.06,-72.62,98.34,-58.74,-14.99,30.17,-63.07,-23.17,-18.11,0.85,32.76,-32.2,10.79,55.9,40.72,46.47,-12.07,-142.32,-1.8,-82.79,-2.55,-21.44,4.13
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,175.84,--,127.43,99.56,165.98,192.94,172.97,178.39,171.94,175.28,165.68,153.0,144.2,149.52,147.91,144.84,136.26,134.83,140.72,142.18,139.78,145.38,159.94,156.63,148.65,156.2,151.57,151.41,143.82,141.56,134.91,124.6,111.8,119.95
Employees Cost,213.21,218.08,222.15,214.35,204.49,225.22,199.4,191.5,191.11,185.01,187.53,186.33,186.27,176.83,168.92,155.86,161.53,142.44,126.28,119.61,131.7,143.89,139.66,135.73,134.66,131.4,128.35,125.45,117.17,119.83,128.35,114.28,120.23,116.95,111.24,105.19,101.45,113.6,101.74,93.61,87.75,90.76,89.14,83.18,82.7,81.16,81.04,75.27,74.01,69.37
Depreciation,102.68,100.1,98.89,96.25,95.45,97.95,102.29,103.27,102.55,97.24,97.38,91.78,90.85,88.76,88.04,87.81,88.61,88.12,87.83,85.58,84.81,82.99,78.97,72.45,63.45,59.98,59.05,59.0,60.02,57.67,54.05,56.8,87.2,81.65,80.79,79.85,97.25,88.24,89.76,86.65,132.3,122.61,116.36,117.58,85.48,71.51,71.58,65.56,63.05,65.21
