Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,12806.85,13127.47,11928.02,11484.68,12113.51,10777.27,10048.59,8631.55,9315.14,9911.06,7768.89,7728.13,8805.5,8385.78,7216.57,8412.8,8730.1,7041.48,2948.52,6610.9,7436.42,7499.21,7565.01,7225.2,7243.07,7831.79,7267.19,6650.81,6246.23,6461.3,5328.48,4805.03,4975.56,5949.52,5643.61,5251.96,5446.13,5962.77,5772.81,4623.7,5520.01,5826.85,5133.37,4822.66,5024.76,5061.49,4808.73,4651.05,5307.2,4817.07
Other Operating Income,--,--,--,--,--,--,261.18,273.17,--,291.71,236.08,246.71,216.15,376.4,169.47,183.3,179.78,114.38,130.72,204.95,203.24,208.11,190.81,169.99,166.29,155.0,152.1,122.49,123.11,105.13,113.89,92.29,91.33,105.2,104.34,107.53,101.7,117.15,108.43,115.64,137.16,136.24,119.04,109.63,106.48,113.4,102.36,95.43,105.51,155.33
Total Income From Operations,12806.85,13127.47,11928.02,11484.68,12113.51,10777.27,10309.77,8904.72,9315.14,10202.77,8004.97,7974.84,9021.65,8762.18,7386.04,8596.1,8909.88,7155.86,3079.24,6815.85,7639.66,7707.32,7755.82,7395.19,7409.36,7986.79,7419.29,6773.3,6369.34,6566.43,5442.37,4897.32,5066.89,6054.72,5747.95,5359.49,5547.83,6079.92,5881.24,4739.34,5657.17,5963.09,5252.41,4932.29,5131.24,5174.89,4911.09,4746.48,5412.71,4972.4
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,8379.22,8722.67,7516.6,7458.32,7890.77,7222.54,6696.96,5868.17,5764.96,6940.5,5435.38,5326.66,6036.97,5926.15,4880.1,5845.38,5993.05,4773.74,1695.92,4490.52,4727.65,5265.18,5001.27,5042.45,5033.36,5415.26,4810.28,4488.57,3970.97,4116.7,3422.92,3019.53,2992.32,3750.47,3523.04,3170.6,3383.43,3758.4,3404.58,3014.54,3537.24,3837.9,3363.11,3205.64,3335.4,3254.0,3141.43,3293.89,3582.86,3446.23
Purchase of Traded Goods,820.0,742.79,664.96,678.34,648.68,623.12,595.16,618.27,567.64,489.55,468.39,558.33,540.72,488.73,384.2,597.76,486.47,347.06,89.75,411.08,437.21,400.21,338.17,401.84,409.05,413.93,354.56,338.95,404.4,325.97,331.93,379.92,323.71,340.57,338.27,341.28,345.26,319.18,270.68,301.68,317.74,290.33,244.82,289.2,234.54,232.29,203.07,249.13,205.33,212.64
Increase/Decrease in Stocks,-66.52,-101.61,171.1,-66.49,70.11,-194.6,120.53,-272.95,244.94,56.03,-126.13,-149.26,165.56,41.58,130.08,-266.46,-171.28,-62.67,280.93,-236.33,177.38,-228.39,224.33,-99.26,-45.25,-46.33,134.42,-130.58,-20.7,106.54,54.42,-79.18,68.02,-33.98,1.46,21.38,-32.92,-22.5,97.49,-118.67,7.0,-18.18,72.29,-59.67,-3.67,-17.72,62.16,-134.19,132.88,-90.24
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,386.45,393.49,434.96,387.23,384.56,381.61,384.16,362.02,351.12,352.17,379.59,305.85,339.85,351.56,361.54,306.95,317.18,324.56,337.27,342.08,348.24,338.35,360.54,312.56,316.86,311.94,314.04,266.97,265.19,264.39,272.54,227.32,242.72,258.72,268.31,202.4,229.91,241.4,243.41,258.57,213.92,210.24,214.57,174.76,184.79,183.38,183.65,166.63,159.23,153.22
Depreciation,99.67,95.6,93.69,90.56,88.12,87.63,83.53,74.16,73.95,67.0,67.33,69.67,69.83,65.6,64.07,66.17,65.0,64.32,63.79,63.27,61.68,61.34,60.14,60.83,63.38,71.51,69.97,87.89,74.68,76.97,75.26,75.7,77.17,76.95,77.47,76.1,74.64,78.01,78.41,63.81,65.77,68.62,69.2,44.48,45.95,44.29,44.39,46.61,41.08,41.04
