Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,536.58,477.07,567.6,571.46,546.9,562.4,614.17,671.43,616.88,530.27,598.14,721.95,673.06,597.3,517.56,413.69,380.48,319.59,322.88,233.29,374.44,393.69,564.38,816.51,1346.65,1864.99,1793.8,1587.38,1292.45,842.71,409.54,205.36,247.68,235.19,188.77,161.53,159.78,176.39,239.13,247.97,287.27,278.51,322.69,346.12,499.49,423.69,301.64,234.1,443.28,350.07
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.11,1.42,1.3,1.63,2.83,2.2,1.07,1.3,2.76,1.23,0.72,1.18,1.94,4.49,0.29,1.17,3.01,8.04
Total Income From Operations,536.58,477.07,567.6,571.46,546.9,562.4,614.17,671.43,616.88,530.27,598.14,721.95,673.06,597.3,517.56,413.69,380.48,319.59,322.88,233.29,374.44,393.69,564.38,816.51,1346.65,1864.99,1793.8,1587.38,1292.45,842.71,409.54,205.36,257.79,236.61,190.07,163.16,162.61,178.59,240.2,249.27,290.03,279.74,323.41,347.3,501.43,428.18,301.93,235.27,446.29,358.11
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,243.53,228.94,251.1,231.16,234.78,245.4,304.41,308.4,316.37,324.82,340.51,330.93,314.27,274.25,191.26,160.64,117.47,142.65,158.29,86.53,468.61,261.01,334.17,494.35,463.96,456.7,414.16,277.02,200.21,143.91,118.36,113.32,96.64,89.14,78.95,52.7,38.71,83.97,95.69,97.52,124.03,150.6,142.07,176.46,194.73,205.19,126.87,111.76,181.19,211.68
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.86,7.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-35.29,-50.66,-10.29,45.27,57.83,34.17,-28.45,-5.16,-48.16,-141.64,-159.89,-47.79,-70.25,-60.64,0.11,19.38,83.17,61.75,93.12,66.12,294.81,7.28,-47.4,-191.75,-117.31,-112.04,-196.32,-71.38,-54.24,-29.38,3.79,-17.99,29.07,10.38,11.63,50.07,52.42,-26.08,-10.94,32.68,19.68,-28.3,31.74,1.13,65.91,-12.68,23.16,-16.66,49.75,-39.29
Power & Fuel,78.35,79.1,--,--,73.46,--,--,--,73.79,--,79.85,--,--,--,--,--,--,31.75,--,27.9,34.56,39.9,--,48.56,46.58,49.75,45.38,41.5,53.97,61.66,27.37,21.36,24.67,22.93,14.67,9.71,6.45,12.8,14.01,14.43,15.88,17.66,18.92,21.13,28.56,24.83,17.72,16.61,24.59,29.5
Employees Cost,27.39,23.43,22.63,23.73,25.19,22.77,22.99,23.84,24.5,22.02,22.14,23.17,19.56,21.22,21.35,17.88,14.77,13.47,12.51,13.77,-3.75,17.48,23.38,28.5,43.17,56.58,52.55,45.45,48.61,33.14,16.98,13.83,16.63,14.34,13.34,14.55,15.05,16.67,16.25,15.27,17.04,15.04,14.56,14.14,16.9,15.75,13.3,12.89,15.52,13.26
Depreciation,54.55,50.55,47.94,47.5,50.44,47.39,38.48,38.34,33.14,24.99,23.17,21.0,21.39,21.05,18.12,18.73,18.48,18.53,18.34,17.77,18.88,17.79,17.75,17.72,18.2,18.52,18.13,17.56,17.68,18.89,18.2,17.78,18.21,18.32,18.26,19.12,20.05,20.12,20.19,18.86,17.99,19.29,18.73,19.35,19.17,19.14,17.84,16.51,14.76,16.18
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,271.27,115.88,207.36,232.51,112.27,173.33,212.76,192.93,126.6,192.0,136.74,231.62,252.59,206.49,162.91,143.38,169.76,71.24,100.83,50.28,77.63,63.28,115.18,89.06,122.25,100.51,109.22,106.82,92.94,75.87,53.31,51.45,55.28,63.59,52.8,32.95,41.42,51.89,71.7,66.32,77.38,73.47,66.53,75.28,117.63,110.05,75.14,73.18,106.77,89.52
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-103.22,29.83,48.86,-8.71,-7.07,39.33,63.97,113.09,90.64,108.08,155.62,163.02,135.5,134.93,123.81,53.68,-23.17,-19.8,-60.21,-29.08,-516.3,-13.05,121.3,330.07,769.8,1294.97,1350.68,1170.41,933.28,538.62,171.53,5.61,11.43,10.84,0.42,-15.94,-11.49,19.22,33.3,4.19,18.03,31.98,30.86,39.81,58.53,65.9,27.9,20.98,53.71,37.26
Other Income,43.63,113.23,42.96,20.44,64.31,23.22,28.02,26.12,31.35,36.89,19.57,21.33,17.4,14.74,25.35,22.06,25.11,25.35,16.41,46.03,42.29,27.28,35.03,39.16,42.28,37.2,20.37,7.95,3.79,5.3,2.55,0.72,1.01,1.49,3.56,1.07,0.79,0.85,0.44,2.09,4.78,0.21,3.86,2.7,7.62,3.49,7.53,3.14,4.45,3.76
"P/L Before Int., Excpt. Items & Tax",-59.59,143.06,91.82,11.73,57.24,62.56,91.98,139.2,121.99,144.97,175.19,184.35,152.9,149.67,149.16,75.74,1.94,5.55,-43.8,16.95,-474.01,14.23,156.33,369.23,812.08,1332.17,1371.05,1178.36,937.07,543.92,174.08,6.33,12.44,12.33,3.98,-14.87,-10.7,20.07,33.74,6.28,22.81,32.19,34.72,42.51,66.15,69.39,35.43,24.12,58.16,41.02
Interest,12.01,9.38,9.34,8.47,8.63,9.73,8.53,8.85,7.33,7.77,6.88,4.03,1.0,4.17,1.15,1.17,1.09,1.27,3.04,5.97,8.58,8.73,9.95,9.25,5.86,3.57,5.39,1.74,17.9,12.68,12.94,13.16,12.46,13.83,15.48,12.95,13.36,13.41,18.26,14.91,13.95,16.53,17.48,17.8,18.15,19.68,18.2,16.26,16.78,15.47
P/L Before Exceptional Items & Tax,-71.6,133.68,82.48,3.26,48.61,52.83,83.46,130.35,114.66,137.2,168.31,180.32,151.9,145.5,148.01,74.57,0.85,4.28,-46.84,10.98,-482.59,5.5,146.38,359.98,806.22,1328.6,1365.66,1176.62,919.17,531.24,161.14,-6.83,-0.02,-1.5,-11.5,-27.82,-24.06,6.66,15.48,-8.63,8.86,15.66,17.24,24.71,48.0,49.71,17.23,7.86,41.38,25.55
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2.1,-9.39,-8.53,-2.15,1.48,-2.33,-9.2,-15.32,2.58,-12.97
P/L Before Tax,-71.6,133.68,82.48,3.26,48.61,52.83,83.46,130.35,114.66,137.2,168.31,180.32,151.9,145.5,148.01,74.57,0.85,4.28,-46.84,10.98,-482.59,5.5,146.38,359.98,806.22,1328.6,1365.66,1176.62,919.17,531.24,161.14,-6.83,-0.02,-1.5,-11.5,-27.82,-24.06,6.66,15.48,-8.63,6.76,6.27,8.71,22.56,49.48,47.38,8.03,-7.46,43.96,12.58
Tax,-9.92,35.36,20.39,0.68,13.46,15.75,21.7,32.79,25.43,34.37,38.41,46.76,38.65,36.99,35.01,18.77,7.65,-0.4,-12.93,0.22,-116.59,-0.44,-32.65,125.59,281.8,461.77,476.76,406.32,285.16,189.13,47.48,1.6,3.84,--,1.7,1.1,-0.79,-0.13,0.82,1.92,2.75,-4.18,3.13,3.62,2.91,3.07,2.8,1.86,7.13,0.1
P/L After Tax from Ordinary Activities,-61.68,98.32,62.09,2.58,35.15,37.08,61.76,97.56,89.23,102.83,129.9,133.56,113.25,108.51,113.0,55.8,-6.8,4.68,-33.91,10.76,-366.0,5.94,179.03,234.39,524.42,866.83,888.9,770.3,634.01,342.11,113.66,-8.43,-3.86,-1.5,-13.2,-28.92,-23.27,6.79,14.66,-10.55,4.01,10.45,5.58,18.94,46.57,44.31,5.23,-9.32,36.83,12.48
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.55,-0.27,--,-2.5,-0.3,--,--,--,--,--,--,--,--,-0.17,--,-1.69,-0.96
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,-61.68,98.32,62.09,2.58,35.15,37.08,61.76,97.56,89.23,102.83,129.9,133.56,113.25,108.51,113.0,55.8,-6.8,4.68,-33.91,10.76,-366.0,5.94,179.03,234.39,524.42,866.83,888.9,770.3,634.01,342.11,113.66,-8.43,-3.86,-2.05,-13.47,-28.92,-25.77,6.49,14.66,-10.55,4.01,10.45,5.58,18.94,46.57,44.31,5.06,-9.32,35.14,11.52
Equity Share Capital,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,-3.2,5.09,16.09,0.67,9.11,9.61,16.0,25.28,23.12,26.64,33.66,34.61,29.34,28.11,29.28,14.46,-1.76,1.21,-8.79,2.79,-94.83,1.54,46.39,60.73,131.39,216.93,222.45,192.77,158.66,85.62,28.44,-2.11,-0.97,-0.79,-3.37,-7.27,-6.45,1.62,3.67,-2.64,1.0,2.62,1.4,4.74,11.66,11.09,1.27,-2.33,8.8,2.88
