Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1542.3,1270.5,1230.1,1253.0,1488.1,1242.9,1223.4,1149.0,1360.9,1141.4,1041.8,899.8,1109.4,857.0,910.0,517.2,909.7,693.1,567.0,316.5,505.7,520.0,544.6,472.5,605.61,443.73,437.64,344.28,504.29,405.17,400.16,300.08,467.5,355.61,334.18,317.05,422.37,319.39,322.82,292.98,375.16,303.05,303.33,270.56,336.96,264.96,255.68,215.89,261.09,206.43
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.19,0.14,0.1,--,0.25,0.07,0.07,0.19,0.1,0.19,0.07,0.0,0.14,0.16,0.11,0.01,0.04
Total Income From Operations,1542.3,1270.5,1230.1,1253.0,1488.1,1242.9,1223.4,1149.0,1360.9,1141.4,1041.8,899.8,1109.4,857.0,910.0,517.2,909.7,693.1,567.0,316.5,505.7,520.0,544.6,472.5,605.61,443.73,437.64,344.28,504.29,405.17,400.16,300.08,467.5,355.8,334.32,317.15,422.37,319.65,322.89,293.05,375.35,303.15,303.52,270.63,336.96,265.1,255.84,215.99,261.1,206.47
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,842.3,783.5,713.6,758.7,848.6,738.3,757.8,783.0,785.3,726.8,748.0,599.1,748.7,584.8,570.4,385.1,493.3,436.2,364.3,159.4,342.0,298.1,350.7,299.2,358.4,287.49,281.53,237.52,292.42,271.64,222.81,239.33,289.37,233.4,215.47,215.11,262.07,203.49,267.76,210.81,272.63,219.56,211.11,191.58,217.7,195.19,178.86,157.82,178.73,140.02
Purchase of Traded Goods,27.5,22.9,23.8,17.6,19.5,16.5,14.9,15.0,15.2,19.5,15.7,26.2,25.4,20.6,23.3,13.3,19.9,21.4,14.7,6.3,13.8,16.5,18.8,18.0,26.03,17.8,18.41,12.39,13.24,19.93,32.34,11.73,22.03,15.65,17.38,22.22,23.99,18.27,16.04,22.45,20.32,16.46,19.29,13.61,15.73,19.35,12.52,15.08,16.7,8.95
Increase/Decrease in Stocks,57.6,-48.9,8.5,-37.0,24.0,7.1,-26.6,-75.9,31.9,19.9,-34.8,-0.3,-5.0,-43.6,20.3,-79.0,42.7,-25.5,-26.8,48.7,-33.7,5.2,-26.6,-4.3,23.42,-9.71,-9.87,-31.94,30.8,-22.69,26.09,-52.7,21.22,-1.59,6.49,-5.05,38.1,15.35,-55.3,-24.87,-11.19,-5.64,-1.21,-10.29,23.24,-26.69,-15.55,-12.85,-16.68,6.96
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,105.7,101.2,100.8,100.9,93.4,88.5,82.6,77.9,64.8,63.2,59.0,39.0,33.8,31.9,33.5,31.1,24.4,28.0,27.2,24.7,22.0,23.2,27.5,25.0,19.26,19.01,16.03,16.44,14.23,13.73,12.91,12.24,11.49,10.31,10.25,9.46,9.46,8.28,8.38,7.27,8.24,6.72,7.31,5.91,6.55,5.75,5.63,5.54,5.8,5.08
Depreciation,51.3,49.8,47.3,43.8,42.0,39.6,38.1,35.9,35.6,34.9,34.3,29.7,27.3,26.5,25.9,25.3,24.5,24.2,23.9,23.6,24.2,22.8,22.5,20.4,18.58,14.43,13.95,12.72,12.11,11.88,11.52,11.15,10.86,10.72,10.33,9.82,9.46,9.13,8.61,8.24,7.42,8.79,8.65,8.15,5.9,5.46,5.11,4.86,4.4,4.52
