Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,19869.0,17040.0,15518.0,16732.0,20260.24,18668.56,18403.19,15733.05,19961.61,15793.98,14850.97,14793.12,17224.61,12259.02,10890.06,11818.31,19826.57,14507.5,9591.18,2634.14,9653.8,10668.44,9913.33,13250.19,18428.6,16099.82,17644.13,16592.33,19779.32,16101.6,13887.78,9094.34,13586.68,10123.93,10140.06,10166.05,12799.68,9878.74,10500.79,10262.76,10676.19,8943.57,8657.85,7612.89,8438.86,7671.4,8761.1,9035.61,10937.28,10528.66
Other Operating Income,130.0,--,--,130.0,--,--,138.51,99.52,180.52,--,95.81,81.32,113.66,93.76,105.96,85.88,219.33,123.1,76.92,52.73,79.07,174.47,87.15,101.72,132.81,107.85,114.56,210.78,--,--,--,--,--,95.92,182.39,153.5,--,163.05,192.9,137.59,108.09,112.51,91.77,91.87,106.63,98.27,107.35,68.89,130.51,101.43
Total Income From Operations,19999.0,17040.0,15518.0,16862.0,20260.24,18668.56,18541.7,15832.57,20142.13,15793.98,14946.78,14874.44,17338.27,12352.78,10996.02,11904.19,20045.9,14630.6,9668.1,2686.87,9732.87,10842.91,10000.48,13351.91,18561.41,16207.67,17758.69,16803.11,19779.32,16101.6,13887.78,9094.34,13586.68,10219.85,10322.45,10319.55,12799.68,10041.79,10693.69,10400.35,10784.28,9056.08,8749.62,7704.76,8545.49,7769.67,8868.45,9104.5,11067.79,10630.09
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,11104.0,9742.0,8877.0,10142.0,10490.81,12098.26,11492.58,10943.39,11910.58,10115.98,9674.4,10525.85,11036.46,8499.61,7256.09,8813.14,12914.62,9814.79,6107.98,1173.22,5542.12,5697.52,5530.68,9401.53,10288.92,10449.56,11427.74,11582.55,12110.29,10268.6,8651.02,6050.71,7662.64,6647.44,6560.47,6783.85,7326.56,5670.79,6275.54,5724.51,6229.41,5523.45,5297.36,5105.01,5018.2,4514.52,5115.72,5844.43,6186.35,6521.02
Purchase of Traded Goods,2054.0,1747.0,1551.0,2015.0,2182.12,1851.81,1840.87,1889.39,1809.36,1583.0,1513.01,1655.95,1605.8,1342.76,1183.22,1723.01,2058.95,1656.3,1317.2,457.22,1443.36,1280.99,1304.17,1651.46,2016.59,1520.47,1601.86,1584.4,1556.18,1360.23,994.6,851.4,1109.1,930.81,967.23,938.83,1046.04,959.71,1038.75,1057.47,1652.74,1499.31,1474.94,1138.25,1402.3,1032.49,1422.88,1192.15,1663.1,1137.91
Increase/Decrease in Stocks,555.0,229.0,101.0,-601.0,1665.66,-861.33,-9.06,-1395.71,1119.34,-65.25,349.83,-919.23,870.43,-188.35,-26.29,-1401.54,387.76,-591.5,-174.86,309.56,473.6,1063.21,644.83,-1458.96,1504.59,-149.62,-119.6,-1090.68,507.19,151.03,662.44,-481.9,789.1,-99.14,-105.23,-836.16,-17.54,408.97,37.43,-418.81,-177.17,-31.57,-128.28,-541.8,337.11,415.82,44.92,-426.13,400.64,348.41
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,1110.0,1111.0,1141.0,1151.0,1047.27,1110.48,1085.94,1064.47,1022.07,972.28,964.43,1062.85,875.6,918.1,886.25,1180.41,1081.76,1105.89,1058.6,966.74,1149.61,1018.27,1067.09,1149.34,1134.67,1060.11,1045.4,1032.92,1103.6,929.3,885.38,888.57,932.53,845.35,881.7,898.25,785.36,824.98,769.49,808.25,836.2,764.71,751.0,739.55,713.01,720.43,696.76,747.49,649.52,731.43
Depreciation,542.0,497.0,492.0,477.0,498.8,513.13,509.0,495.91,467.57,430.18,446.13,422.98,457.86,452.12,432.68,959.36,964.16,947.64,909.92,859.89,984.13,853.46,760.65,777.05,872.61,766.83,754.05,705.15,856.17,768.87,750.63,674.78,809.62,728.96,718.57,712.24,565.98,590.98,591.96,580.3,823.33,625.6,613.47,540.82,539.29,512.18,519.05,499.78,458.73,482.38
