Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,786.29,653.41,593.01,818.13,750.75,564.27,382.74,765.6,951.76,901.39,582.76,1196.68,1091.48,724.58,451.88,498.33,601.49,358.39,235.12,273.11,463.02,372.76,298.83,537.27,560.44,438.56,325.98,672.36,635.06,528.52,370.28,608.41,525.49,370.33,241.53,399.3,353.16,263.69,246.93,314.93,400.48,326.37,268.15,423.88,453.34,290.99,175.25,370.09,442.56,353.37
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,786.29,653.41,593.01,818.13,750.75,564.27,382.74,765.6,951.76,901.39,582.76,1196.68,1091.48,724.58,451.88,498.33,601.49,358.39,235.12,273.11,463.02,372.76,298.83,537.27,560.44,438.56,325.98,672.36,635.06,528.52,370.28,608.41,525.49,370.33,241.53,399.3,353.16,263.69,246.93,314.93,400.48,326.37,268.15,423.88,453.34,290.99,175.25,370.09,442.56,353.37
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,8.94,2.91,0.34,0.85,0.54,-0.46,7.63,-5.2,0.76,-9.75,6.2,-7.5,0.55,4.15,-1.68,3.04,-5.37,1.37,0.72,1.03,0.83,-2.06,-3.3,6.15,10.95,-6.03,-6.68,-4.55,-0.44,0.28,-2.85,-0.93,-12.36,-11.52,-3.23,-0.39,2.05,-2.19,1.19,2.8,-0.08,-1.93,-1.69,1.16,-7.98,0.76,-2.66,-1.6,-2.74,-3.77
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27.01,7.48,1.94,7.83,21.59,7.76,7.85,12.04,21.09,18.54,8.77,18.35,19.3,18.94,6.11,23.8,25.11,19.29
Employees Cost,33.07,38.18,39.42,38.21,35.71,37.67,36.55,38.08,47.76,35.77,35.49,39.43,37.12,33.38,31.9,30.5,27.38,35.87,34.11,33.5,35.61,36.13,40.42,32.33,22.44,33.14,33.54,33.17,87.51,47.2,28.4,26.64,23.41,26.62,26.68,26.32,22.68,26.56,26.61,25.69,16.55,23.21,23.1,31.91,15.54,26.28,23.73,25.45,21.22,28.73
Depreciation,26.63,26.43,20.92,21.39,21.01,19.86,18.39,19.47,20.39,20.51,18.81,21.45,35.88,21.23,20.03,20.84,27.65,22.72,21.85,21.99,23.54,22.42,22.14,23.48,28.08,23.13,17.39,27.54,-1.42,37.59,36.87,38.62,43.55,42.41,33.54,31.73,38.04,31.15,31.05,30.49,47.74,29.83,30.36,29.34,32.44,32.14,30.56,29.43,28.35,29.6
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,550.34,519.42,411.33,567.12,508.5,405.87,285.46,485.97,502.25,493.83,326.68,682.31,599.96,484.96,394.33,433.25,510.62,330.0,170.59,206.0,344.33,292.51,199.74,352.66,328.04,322.23,191.5,361.6,413.36,327.25,219.39,374.09,338.84,281.6,150.47,226.46,238.1,170.14,140.15,176.03,236.27,160.57,164.5,176.36,179.59,120.78,75.96,151.05,174.89,133.1
"P/L Before Other Inc. , Int., Excpt. Items & Tax",167.31,66.47,121.0,190.56,184.99,101.33,34.7,227.28,380.6,361.04,195.57,460.99,417.97,180.87,7.3,10.71,41.2,-31.57,7.86,10.6,58.72,23.77,39.83,122.66,170.93,66.1,90.23,254.6,136.05,116.2,88.48,169.99,105.03,23.74,32.15,107.35,30.7,30.28,40.08,67.89,78.91,96.16,43.12,166.76,214.45,92.09,41.55,141.96,195.73,146.42
Other Income,117.03,114.58,62.23,59.72,70.64,60.24,77.0,61.09,236.17,10.08,8.95,6.05,5.45,39.29,42.42,34.15,6.57,11.04,2.22,2.59,4.41,6.28,5.06,2.16,9.73,7.17,6.0,2.03,36.92,3.53,6.78,0.61,27.87,44.58,58.38,48.18,35.37,33.5,41.54,40.14,46.0,31.28,34.62,31.54,30.91,39.64,30.5,38.5,33.97,39.68
"P/L Before Int., Excpt. Items & Tax",284.34,181.05,183.23,250.28,255.64,161.57,111.71,288.37,616.77,371.12,204.52,467.04,423.42,220.16,49.72,44.86,47.78,-20.53,10.08,13.19,63.12,30.05,44.89,124.82,180.66,73.27,96.22,256.63,172.97,119.73,95.25,170.6,132.9,68.32,90.53,155.53,66.08,63.78,81.62,108.04,124.91,127.44,77.74,198.3,245.36,131.73,72.05,180.45,229.7,186.1
