Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1246.25,1135.16,931.75,1002.17,1130.93,1135.06,848.74,881.31,1137.39,1040.92,755.65,889.49,1092.98,1058.3,786.59,759.66,1018.44,1009.45,634.53,656.05,859.27,852.14,637.29,699.34,818.07,791.8,524.65,568.89,704.16,657.59,502.87,573.87,643.19,599.9,557.09,613.23,713.23,598.13,557.09,554.84,644.03,576.31,483.51,500.35,570.59,492.75,422.7,416.63,470.57,374.96
Other Operating Income,1.38,--,--,--,2.5,3.29,3.79,1.78,--,3.97,20.73,83.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.05,0.52,1.18,0.57,0.47,0.43,0.47,0.39,0.48,0.18,2.59,0.32,0.68,0.15,0.38,0.67,0.21,0.66
Total Income From Operations,1247.63,1135.16,931.75,1002.17,1133.43,1138.35,852.53,883.09,1137.39,1044.89,776.38,973.26,1092.98,1058.3,786.59,759.66,1018.44,1009.45,634.53,656.05,859.27,852.14,637.29,699.34,818.07,791.8,524.65,568.89,704.16,657.59,502.87,573.87,643.24,600.42,558.27,613.8,713.7,598.56,557.56,555.23,644.51,576.49,486.1,500.67,571.27,492.9,423.08,417.3,470.78,375.62
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,197.82,194.0,176.85,164.0,214.57,216.52,199.9,156.25,225.1,266.3,210.71,347.15,359.44,343.04,252.93,249.45,297.05,328.96,231.54,210.64,289.15,334.88,263.98,213.66,212.49,260.51,133.03,115.28,149.14,147.38,145.6,149.33,181.7,135.89,148.67,149.31,139.8,153.85,124.56,--,--,171.73,110.41,128.27,141.99,143.83,114.83,92.25,153.08,133.94
Purchase of Traded Goods,246.04,216.82,231.8,180.86,218.87,222.85,193.09,213.69,205.81,211.42,173.68,106.25,11.67,13.85,13.42,11.67,8.04,8.0,5.88,24.47,10.78,11.27,21.07,56.69,139.92,104.27,59.51,73.82,121.75,87.14,82.4,84.37,81.87,104.92,56.7,79.01,101.71,96.08,87.01,79.94,88.19,88.16,78.79,68.63,62.42,73.57,63.76,90.24,43.18,46.61
Increase/Decrease in Stocks,-4.71,10.41,-28.3,-7.1,17.53,5.74,-33.21,13.95,55.14,-44.41,-5.38,-7.66,9.22,-2.68,-14.92,-9.29,7.77,6.22,-4.22,-16.18,21.2,-8.62,-25.4,25.8,11.46,-49.59,-6.56,15.73,9.76,42.71,-34.77,3.9,-29.81,9.57,-18.67,1.98,26.83,-20.85,-13.4,22.85,8.77,-19.46,-17.24,10.53,17.73,-6.13,-1.07,-4.1,-10.68,-17.54
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,66.17,60.51,67.13,60.09,54.7,63.72,48.07,49.53,56.93,51.26,42.29,55.98,59.91,56.16,41.88,56.96,41.36,61.48,38.1,50.2,42.92,42.07,25.07,34.58,36.92,35.81,24.38,32.66,29.02,29.17,15.58,33.46,27.38,37.68,30.06,26.45,28.43,33.62,19.89,37.52,22.73,33.15,20.23,23.95,30.84,19.94,29.33,26.46,21.96,21.9
Depreciation,9.89,11.7,13.4,14.54,14.26,14.3,15.41,14.58,14.41,13.96,14.18,13.12,12.89,12.69,12.62,11.26,11.98,11.8,13.2,11.75,11.48,11.45,12.81,12.56,12.34,12.07,12.33,13.68,13.52,12.84,19.66,14.19,13.18,12.71,12.41,12.38,14.19,12.71,13.34,12.17,15.87,11.15,9.37,8.94,8.63,8.23,9.2,7.59,6.77,7.75
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,126.7,153.47,53.54,--,--,155.69,96.92,112.34,--,--,194.13,129.58,108.57,90.2,41.09,74.74,108.01,104.46,69.19,70.24,89.68,83.2,67.73,72.55,67.49,52.75,33.39,54.01,54.39,61.93,66.26,93.05,78.42,87.69,73.5,68.5,87.85,104.88,37.99,83.16,97.56,75.77,56.75,65.39,94.58,68.55
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.64,--,--,--,13.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
