headline,link,date_str,parsed_date_iso,sentiment_score
"New research suggests popular antidepressant drug may shrink tumors, help fight cancer",https://www.financialexpress.com/business/healthcare-new-research-suggests-popular-antidepressant-drug-may-shrink-tumors-help-fight-cancer-3853639/,2025-05-23T05:09:10+05:30,2025-05-22T23:39:10,-0.3612
Joe Biden sets record straight on Cancer timeline after Trump accusations,https://www.financialexpress.com/world-news/joe-biden-sets-record-straight-on-cancer-timeline-after-trump-accusations/3852849/,2025-05-21T21:27:16+05:30,2025-05-21T15:57:16,-0.7003
World Cancer Day 2025: How affordable is cancer care and treatment in India?,https://www.financialexpress.com/life/world-cancer-day-2025-how-affordable-is-cancer-care-and-treatment-in-india-3737928/,2025-02-04T20:38:01+05:30,2025-02-04T15:08:01,-0.765
Hollywood star Mel Gibson claims anti-worm medicines ‘cured’ his friends’ cancer; Doctors warn against ‘experimental therapies’,https://www.financialexpress.com/life/hollywood-star-mel-gibson-claims-anti-worm-medicines-cured-his-friends-cancer-doctors-warn-against-experimental-therapies-3713820/,2025-01-13T14:51:53+05:30,2025-01-13T09:21:53,-0.7003
India oncology tests market to grow at 2 percent CAGR through 2033: Globaldata,https://www.financialexpress.com/business/india-oncology-tests-market-to-grow-at-2-percent-cagr-through-2033-globaldata-3690979/,2024-12-13T13:14:45+05:30,2024-12-13T07:44:45,0.0
Early detection of cervical cancer can enable women to preserve fertility and have healthy pregnancies,https://www.financialexpress.com/life/early-detection-of-cervical-cancer-can-enable-women-to-preserve-fertility-and-have-healthy-pregnancies-3685979/,2024-12-06T15:37:11+05:30,2024-12-06T10:07:11,-0.4019
"Various unmet needs exist in Multiple Myeloma treatment; Our novel therapy’s early data shows remarkable response: Cyril Konto, President, Ichnos Glenmark Innovation",https://www.financialexpress.com/business/healthcare-various-unmet-needs-exist-in-multiple-myeloma-treatment-our-novel-therapys-early-data-shows-remarkable-response-cyril-konto-president-ichnos-glenmark-innovation-3677957/,2024-11-26T21:15:34+05:30,2024-11-26T15:45:34,0.8176
Navjot Singh Sidhu claims strict diet helped his wife beat stage 4 breast cancer; 262 oncologists issue statement warning against “unproven remedies”,https://www.financialexpress.com/life/navjot-singh-sidhu-claims-strict-diet-helped-his-wife-beat-stage-4-breast-cancer-262-oncologists-issue-statement-warning-against-unproven-remedies-3675464/,2024-11-23T19:14:44+05:30,2024-11-23T13:44:44,-0.7783
Closing the Cancer Gap in India: Adopting a Multidisciplinary Centralised Approach to Cancer Care via Case Management proves to improve outcomes and reduce inequalities in care,https://www.financialexpress.com/business/healthcare-closing-the-cancer-gap-in-india-adopting-a-multidisciplinary-centralised-approach-to-cancer-care-via-case-management-proves-to-improve-outcomes-and-reduce-inequalities-in-care-3382919/,2024-02-04T10:00:00+05:30,2024-02-04T04:30:00,-0.128
Parexel and Japanese Foundation for cancer research Announce strategic alliance,https://www.financialexpress.com/business/healthcare-parexel-and-japanese-foundation-for-cancer-research-announce-strategic-alliance-3368450/,2024-01-19T10:00:00+05:30,2024-01-19T04:30:00,-0.6597
"We been working with both the Central, State govts to address radiotherapy infrastructure gap across India: Malti Sachdev, Sr Managing Director, Varian",https://www.financialexpress.com/business/healthcare-we-been-working-with-both-the-central-state-govts-to-address-the-radiotherapy-infrastructure-gap-across-india-malti-sachdev-sr-managing-director-varian-3345043/,2023-12-22T12:48:07+05:30,2023-12-22T07:18:07,0.0
"Fast food, stress, unhealthy lifestyle, and genes linked to increased risk of stomach cancer",https://www.financialexpress.com/life/fast-food-stress-unhealthy-lifestyle-and-genes-linked-to-increased-risk-of-stomach-cancer-3322122/,2023-12-01T07:00:00+05:30,2023-12-01T01:30:00,-0.891
Rising Cost of Cancer Care: How Life Insurance Can Alleviate Financial Burden,https://www.financialexpress.com/money/insurance-rising-cost-of-cancer-care-how-life-insurance-can-alleviate-financial-burden-3299243/,2023-11-07T10:46:58+05:30,2023-11-07T05:16:58,-0.6249
Healthcare Global Enterprises acquires SRJ CBCC Cancer hospital in Indore,https://www.financialexpress.com/business/industry-healthcare-global-enterprises-acquires-srj-cbcc-cancer-hospital-in-indore-3263459/,2023-10-05T09:54:27+05:30,2023-10-05T04:24:27,-0.6597
CDSCO issues advisory on fake cancer drug; Urges doctors to be cautious,https://www.financialexpress.com/business/healthcare-cdsco-issues-advisory-on-fake-cancer-drug-urges-doctors-to-be-cautious-3234976/,2023-09-06T15:36:23+05:30,2023-09-06T10:06:23,-0.836
Closing the gap: Transforming cancer care in rural India with the hub-and-spoke model,https://www.financialexpress.com/business/healthcare-closing-the-gap-transforming-cancer-care-in-rural-india-with-the-hub-and-spoke-model-3192863/,2023-07-30T18:08:32+05:30,2023-07-30T12:38:32,-0.296
Ultra-processed foods may increase chances of ovarian and brain cancers,https://www.financialexpress.com/life/ultra-processed-foods-may-increase-chances-of-ovarian-and-brain-cancers-study-2975011/,2023-02-08T12:12:25+05:30,2023-02-08T06:42:25,0.4767
World Cancer Day: It’s still a long way to go for cancer care in India,https://www.financialexpress.com/life/world-cancer-day-2023-its-still-a-long-way-to-go-for-cancer-care-in-india-2970640/,2023-02-04T09:30:00+05:30,2023-02-04T04:00:00,-0.765
Marengo Asia collaborates with Karkinos Healthcare to cultivate cancer care solutions in India,https://www.financialexpress.com/business/healthcare-marengo-asia-collaborates-with-karkinos-healthcare-to-cultivate-cancer-care-solutions-in-india-2952238/,2023-01-18T15:00:40+05:30,2023-01-18T09:30:40,-0.128
Now cancer patients can get high-tech treatment facility at Delhi’s LNJP hospital for free,https://www.financialexpress.com/business/healthcare-now-cancer-patients-can-get-free-high-tech-treatment-facility-at-delhis-lnjp-hospital-2700934/,2022-10-05T11:21:45+05:30,2022-10-05T05:51:45,-0.2732
