Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,685.55,781.82,645.33,680.74,639.46,667.55,619.44,619.07,618.62,619.92,552.89,566.52,563.44,573.31,435.98,536.62,520.42,516.4,350.98,406.57,459.31,462.2,463.97,465.51,475.66,456.51,409.76,451.54,407.52,408.03,407.6,524.89,389.35,411.63,509.3,452.78,508.28,481.53,539.86,493.68,498.09,438.93,476.67,455.18,426.6,387.17,392.07,356.54,351.92,334.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.1,0.39,--,0.1,0.2,1.05,0.46,0.38,1.05,3.05,0.32,0.37,0.43,0.89,0.38,0.32,0.8
Total Income From Operations,685.55,781.82,645.33,680.74,639.46,667.55,619.44,619.07,618.62,619.92,552.89,566.52,563.44,573.31,435.98,536.62,520.42,516.4,350.98,406.57,459.31,462.2,463.97,465.51,475.66,456.51,409.76,451.54,407.52,408.03,407.6,524.89,389.38,411.73,509.69,452.78,508.38,481.73,540.91,494.14,498.47,439.98,479.72,455.5,426.97,387.6,392.96,356.92,352.24,335.6
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,229.19,172.27,160.73,141.46,198.1,179.11,132.01,150.99,211.13,184.36,116.8,159.26,184.71,130.64,118.53,69.27,195.11,99.76,3.01,93.69,9.79,82.33,61.38,52.41,74.95,44.4,29.83,28.98,47.25,35.26,81.68,111.39,76.51,103.87,137.34,129.41,112.23,108.35,91.12,105.75,136.73,67.07,66.07,109.76,100.71,81.32,75.84,72.84,70.91,88.34
Purchase of Traded Goods,115.84,144.09,58.53,145.6,113.46,154.83,145.18,127.36,113.29,114.04,70.61,116.37,122.06,130.47,50.99,123.01,114.09,128.46,113.02,109.82,188.62,153.82,139.06,119.59,196.74,153.08,126.34,139.65,136.87,128.1,118.58,89.22,122.74,102.45,112.57,106.44,111.84,101.75,104.59,102.21,99.81,147.4,139.17,113.86,122.98,111.57,102.81,102.29,116.72,60.67
Increase/Decrease in Stocks,-61.9,24.25,-6.63,30.08,-43.38,-30.59,40.26,12.48,-28.17,-14.8,39.88,-9.84,-28.27,16.77,-11.28,37.57,-74.93,30.15,34.62,-23.37,-13.76,-22.52,29.98,22.27,-76.93,1.97,15.8,18.39,-15.98,2.65,-20.19,26.08,-19.33,-6.96,-1.79,-29.3,-3.74,-1.83,33.82,16.16,-23.28,-1.08,15.92,-3.52,0.51,-11.55,9.84,-17.16,-14.33,0.01
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,40.59,48.11,39.85,45.38,48.79,53.39,37.03,53.23,37.88,41.62,33.93,40.27,37.82,38.09,35.46,39.92,31.15,36.69,29.28,29.65,27.51,32.74,26.07,25.14,25.04,32.05,35.57,29.86,24.58,27.92,19.13,36.04,25.48,29.07,23.44,29.1,27.26,28.64,28.06,31.28,28.71,25.66,30.92,17.64,22.99,23.58,21.19,18.72,17.95,20.79
Depreciation,20.51,19.24,21.2,20.64,20.71,20.09,21.64,21.84,19.19,18.02,18.58,17.63,16.34,15.81,15.42,14.94,13.79,13.37,13.41,12.93,12.52,12.19,12.69,12.04,11.63,11.34,11.73,11.45,9.93,9.18,13.51,8.38,8.92,7.54,8.52,7.65,6.79,7.4,7.93,10.56,11.89,8.5,8.74,7.98,8.13,8.13,8.95,7.85,7.38,7.14
