Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,12581.0,16053.0,12268.0,11105.0,10047.0,12912.0,9903.0,10103.0,8553.0,10444.0,8134.0,8493.0,6749.0,9381.0,6921.0,2780.0,6991.0,6912.0,3892.0,1251.0,4370.1,6105.96,4370.82,4885.38,4630.93,5632.45,4353.39,4268.56,3869.33,4085.35,3378.48,3909.94,3429.7,3871.34,2636.44,2748.67,2391.49,3398.39,2654.66,2686.76,2474.43,2898.28,3564.67,2853.66,2786.81,2650.46,2290.02,3087.79,2593.13,2982.89
Other Operating Income,896.0,44.0,947.0,948.0,1210.0,140.0,1757.0,1042.0,1151.0,431.0,596.0,468.0,527.0,134.0,249.0,469.0,144.0,375.0,426.0,611.0,58.65,100.27,64.18,54.28,41.13,39.77,53.45,50.29,47.48,51.22,--,--,--,20.73,15.94,--,--,27.78,18.82,21.88,21.76,24.23,28.4,37.78,16.57,25.31,38.95,19.88,20.11,34.91
Total Income From Operations,13477.0,16097.0,13215.0,12053.0,11257.0,13052.0,11660.0,11145.0,9704.0,10875.0,8730.0,8961.0,7276.0,9515.0,7170.0,3249.0,7135.0,7287.0,4318.0,1862.0,4428.75,6206.23,4435.0,4939.66,4672.06,5672.22,4406.84,4318.85,3916.81,4136.57,3378.48,3909.94,3429.7,3892.07,2652.38,2748.67,2391.49,3426.17,2673.48,2708.64,2496.19,2922.51,3593.07,2891.44,2803.38,2675.77,2328.97,3107.67,2613.24,3017.8
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,13220.0,8784.0,12489.0,9412.0,8664.0,8267.0,10053.0,6572.0,7614.0,6070.0,6952.0,4449.0,6855.0,6344.0,4726.0,3014.0,4507.0,4769.0,3212.0,655.0,2880.71,2724.2,3830.44,3053.7,3441.26,2821.45,3431.04,2128.29,2892.99,1692.9,3320.07,2321.35,2638.17,2137.32,1951.13,1738.74,1948.65,2042.78,2051.17,1365.97,1628.85,1933.17,2461.52,1810.45,1646.3,1165.04,1957.88,1789.56,1689.47,1876.0
Purchase of Traded Goods,1642.0,1550.0,1686.0,1494.0,1284.0,1598.0,1462.0,1191.0,1192.0,1432.0,1581.0,1232.0,1359.0,1336.0,984.0,508.0,868.0,1120.0,412.0,62.0,568.82,782.83,902.37,604.55,518.0,917.24,834.74,558.94,472.13,475.12,578.13,531.53,378.26,281.43,281.46,186.72,178.07,304.17,176.28,297.71,195.06,326.96,293.97,307.95,233.6,396.16,476.93,484.73,383.87,386.1
Increase/Decrease in Stocks,-4307.0,2673.0,-3525.0,-1378.0,-1077.0,351.0,-2465.0,1042.0,-1324.0,870.0,-2120.0,1096.0,-2711.0,-509.0,-285.0,-963.0,236.0,-196.0,-637.0,761.0,-351.74,1155.71,-1595.01,-44.77,-558.83,508.93,-1085.34,471.46,-584.26,963.32,-1415.22,104.77,-446.35,545.19,-428.99,37.76,-436.07,221.79,-250.05,264.02,-104.81,-96.15,-44.2,40.84,178.61,409.92,-835.02,146.92,-138.21,58.63
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,447.0,444.0,410.0,416.0,375.0,384.0,374.0,370.0,371.0,342.0,325.0,324.0,328.0,276.0,271.0,268.0,251.0,226.0,212.0,222.0,244.01,285.05,265.65,245.41,252.23,214.27,205.75,206.54,210.97,192.84,183.27,181.6,175.5,191.22,181.6,178.62,135.17,173.8,180.35,175.97,161.21,154.32,163.93,146.19,130.76,138.58,134.58,130.57,147.64,116.91
Depreciation,144.0,135.0,132.0,126.0,120.0,118.0,110.0,99.0,95.0,93.0,89.0,87.0,88.0,85.0,91.0,83.0,82.0,84.0,83.0,82.0,90.17,77.7,73.7,68.12,33.47,32.8,37.48,35.14,30.06,29.45,25.38,24.78,22.42,26.92,25.96,23.54,22.92,24.82,24.0,22.87,19.98,23.2,19.87,24.34,20.43,15.65,14.9,14.61,14.95,14.19
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,247.0,280.0,250.0,202.0,181.0,236.0,205.0,207.0,192.0,203.0,173.0,171.0,156.0,172.0,109.0,37.0,79.0,86.0,51.0,16.0,75.94,141.24,125.43,134.04,112.52,137.92,135.95,136.21,102.17,136.44,105.43,105.92,130.33,119.47,98.08,102.69,90.98,119.49,89.64,128.92,80.3,96.75,105.83,99.25,87.37,118.04,94.35,104.67,66.63,108.76
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,790.0,856.0,772.0,696.0,721.0,759.0,676.0,660.0,615.0,628.0,585.0,525.0,507.0,497.0,411.0,241.0,399.0,424.0,774.0,392.0,407.36,381.6,392.93,381.44,451.31,488.17,417.58,322.13,367.42,231.21,186.18,276.0,281.69,243.93,292.75,218.37,265.85,255.26,224.3,254.51,265.47,231.65,278.96,212.38,230.16,202.83,238.52,206.29,197.33,188.65
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1294.0,1375.0,1001.0,1085.0,989.0,1339.0,1245.0,1004.0,949.0,1237.0,1145.0,1077.0,694.0,1314.0,863.0,61.0,713.0,774.0,211.0,-328.0,513.48,657.9,439.49,497.17,422.1,551.44,429.64,460.14,425.33,415.29,395.24,363.99,249.68,346.59,250.39,262.23,185.92,284.06,177.79,198.67,250.13,252.61,313.19,250.04,276.15,229.55,246.83,230.32,251.56,268.56
Other Income,117.0,131.0,127.0,118.0,150.0,139.0,122.0,99.0,104.0,91.0,60.0,44.0,76.0,55.0,50.0,65.0,34.0,37.0,71.0,39.0,40.09,19.66,30.68,55.98,55.12,60.93,26.78,35.67,19.96,18.4,44.25,27.59,27.26,12.75,11.71,13.25,25.74,16.2,13.8,17.57,15.86,11.52,17.8,25.4,25.5,26.07,30.38,38.24,29.51,22.01
"P/L Before Int., Excpt. Items & Tax",1411.0,1506.0,1128.0,1203.0,1139.0,1478.0,1367.0,1103.0,1053.0,1328.0,1205.0,1121.0,770.0,1369.0,913.0,126.0,747.0,811.0,282.0,-289.0,553.57,677.56,470.17,553.15,477.22,612.37,456.42,495.81,445.29,433.69,439.49,391.58,276.94,359.34,262.1,275.48,211.66,300.26,191.59,216.24,265.99,264.13,330.99,275.44,301.65,255.62,277.21,268.56,281.07,290.57
