Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,9550.44,9097.05,9228.24,8375.59,8168.84,8245.01,8144.61,7217.91,6604.78,6545.42,7219.18,6008.71,5530.31,5706.43,5619.41,3934.36,5321.93,5391.39,4605.49,1431.73,3481.42,4125.46,4347.84,4468.62,4384.02,4663.98,4993.47,4153.7,3992.76,3684.95,4052.44,3399.51,2844.5,2983.38,3393.14,2852.59,2797.31,2865.11,3053.98,2543.59,2408.9,2612.57,2635.46,2263.21,2120.77,2034.71,1962.03,1740.19,1725.29,1780.24
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.35,28.35,--,30.79,35.44,30.5,47.95,40.34,47.61,42.18,34.93,22.89,26.34,19.99,23.03,18.98
Total Income From Operations,9550.44,9097.05,9228.24,8375.59,8168.84,8245.01,8144.61,7217.91,6604.78,6545.42,7219.18,6008.71,5530.31,5706.43,5619.41,3934.36,5321.93,5391.39,4605.49,1431.73,3481.42,4125.46,4347.84,4468.62,4384.02,4663.98,4993.47,4153.7,3992.76,3684.95,4052.44,3399.51,2844.5,2983.38,3426.49,2880.94,2797.31,2895.9,3089.42,2574.09,2456.85,2652.91,2683.07,2305.39,2155.7,2057.6,1988.37,1760.18,1748.32,1799.22
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,6790.99,6343.04,6467.57,5940.75,5968.91,5695.87,6198.58,5380.8,4840.41,4881.8,5430.35,4457.05,4228.85,3997.14,4308.67,3011.99,3994.13,4018.73,3602.72,891.31,2670.63,2742.95,3150.32,3290.9,3278.04,3444.3,3695.96,3254.5,2904.08,2484.92,3076.52,2444.4,2016.93,2139.29,2452.79,2011.87,1880.71,2009.17,2075.15,1692.2,1683.91,1947.32,1918.34,1612.75,1514.88,1394.19,1313.01,1200.93,1304.0,1230.45
Purchase of Traded Goods,98.13,110.71,105.36,92.53,91.98,109.5,90.13,97.76,100.01,101.19,92.75,84.05,74.62,82.99,78.48,49.96,74.67,72.31,56.99,20.24,59.6,70.77,70.16,58.67,62.14,60.32,65.61,56.77,60.64,51.41,46.0,96.36,89.78,69.34,69.7,62.4,66.61,64.68,66.52,53.6,56.99,59.73,58.61,51.55,60.47,57.59,61.03,61.07,41.9,39.78
Increase/Decrease in Stocks,-221.88,57.46,28.88,-52.89,-116.94,270.27,-261.14,-96.75,39.24,-40.06,-25.64,31.67,-92.02,271.1,-120.63,-82.98,-58.97,12.01,-135.1,174.81,-120.47,164.98,-30.73,8.15,19.15,30.07,22.44,-147.03,-18.97,141.94,-148.96,-5.35,29.55,-59.51,-44.84,16.07,14.77,19.08,-97.28,133.96,-19.73,-69.03,-15.69,12.38,-31.1,10.11,40.83,-10.19,-104.0,25.27
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,495.94,498.81,496.74,478.77,420.54,403.55,392.92,378.86,337.72,340.89,345.55,320.93,284.08,295.7,295.68,260.9,268.08,269.1,214.27,197.02,222.67,233.15,233.74,248.85,203.55,236.65,244.94,237.49,227.22,211.84,219.92,209.03,173.73,191.9,198.58,181.43,159.34,175.65,162.53,154.87,135.8,154.95,154.47,140.2,121.99,122.96,118.16,113.0,92.78,104.25
Depreciation,199.37,188.33,180.57,176.33,188.67,178.06,170.07,163.55,167.36,158.32,153.51,152.04,159.31,154.64,154.43,143.06,136.6,132.92,133.08,91.08,124.34,121.25,124.07,119.37,103.09,101.24,101.6,93.34,94.36,82.42,83.61,78.34,77.45,71.97,72.44,65.95,67.09,62.05,56.53,50.38,46.06,37.1,36.6,33.57,36.08,32.7,31.43,31.44,34.69,32.77
