Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,837.99,557.92,851.95,940.19,984.49,1009.42,821.0,1013.88,1032.39,963.58,921.36,912.85,889.78,703.69,732.12,781.55,776.01,834.5,742.92,486.87,616.44,638.77,567.85,561.0,581.15,515.94,440.34,473.33,412.65,373.53,388.36,344.85,337.14,341.22,337.26,352.47,317.27,332.58,325.32,317.22,319.54,271.7,253.45,291.84,262.12,239.0,208.71,178.95,173.96,167.84
Other Operating Income,4.21,10.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.24,0.24,0.23,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,842.2,567.99,851.95,940.19,984.49,1009.42,821.0,1013.88,1032.39,963.58,921.36,912.85,889.78,703.69,732.12,781.55,776.01,834.5,742.92,486.87,616.44,638.77,567.85,561.0,581.15,515.94,440.34,473.33,412.65,373.53,388.36,344.85,337.38,341.46,337.49,352.69,317.27,332.58,325.32,317.22,319.54,271.7,253.45,291.84,262.12,239.0,208.71,178.95,173.96,167.84
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,348.59,280.67,402.33,471.25,471.67,449.33,534.87,527.72,541.93,560.07,470.22,503.35,513.47,414.82,432.51,353.47,390.6,398.33,359.8,272.83,337.32,331.73,311.4,340.25,345.62,337.06,294.41,276.47,218.33,205.11,190.3,159.35,183.24,168.02,171.87,187.81,183.47,195.98,184.19,177.59,180.47,163.91,144.91,153.48,147.92,145.59,140.36,106.47,111.6,97.77
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,30.66,-48.24,-13.55,-22.27,0.83,97.18,-95.94,31.36,18.08,-22.46,34.54,-17.31,-26.24,-21.29,-41.58,14.43,3.64,8.68,-19.31,-30.1,-4.7,11.99,-8.48,-10.24,20.96,-36.75,-40.98,9.95,2.09,-11.57,12.42,-2.91,-20.45,8.17,2.99,3.42,-13.3,-5.88,-6.04,9.41,5.61,-16.03,-0.85,18.26,-0.8,-7.56,-12.29,-5.39,-0.99,6.2
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,96.32,90.33,99.17,96.04,99.87,93.49,91.21,89.66,83.05,80.51,76.85,75.45,71.84,64.29,71.21,77.47,57.84,58.29,62.81,52.89,46.96,46.89,45.77,42.61,41.53,41.41,41.45,38.15,38.04,37.43,34.3,32.23,32.78,30.47,30.33,27.1,26.74,25.67,25.75,21.27,24.58,20.05,18.3,18.34,17.24,17.25,16.44,12.15,13.23,12.83
Depreciation,37.66,34.75,35.85,36.41,36.16,36.01,35.27,37.77,38.32,34.87,34.6,31.68,31.13,31.86,31.5,30.51,29.77,29.59,28.58,26.34,25.23,25.0,25.26,23.14,23.12,22.65,21.87,20.35,19.53,18.51,17.52,17.96,18.66,18.43,16.31,15.37,14.59,14.37,13.91,13.37,13.74,9.91,9.66,9.32,6.66,5.4,5.01,5.52,5.05,5.35
