Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,23521.79,23811.07,23058.17,22659.85,22760.31,21697.45,20827.46,19813.01,19094.85,17106.13,14834.15,13038.36,12835.19,12631.37,11643.79,12168.18,11748.5,12756.06,12837.99,13079.5,13291.82,13583.1,13890.71,13350.14,9184.41,9000.44,8218.01,7986.11,7456.89,7532.68,7145.75,6934.5,6785.64,6736.47,6839.74,7162.08,6882.34,7169.25,7711.93,8032.71,7539.62,7715.29,7807.42,7740.35,7316.18,7061.01,6832.31,6668.59,6516.36,6485.32
(b) Income on Investment,6421.42,6553.23,6535.69,6438.42,6307.01,6255.45,6275.3,6027.92,6057.01,5717.11,5441.66,4940.22,4766.59,4567.09,4212.45,4071.08,4133.48,4172.22,4256.75,4514.67,4463.77,4569.05,4418.6,4645.94,3253.24,3315.78,3219.84,2997.86,2780.71,2720.71,2491.78,2426.96,2849.89,2718.59,2532.89,2494.96,2689.35,2685.87,2739.35,2558.65,2628.76,2463.57,2348.21,2260.53,2199.96,2175.05,2220.27,2100.71,1984.1,1897.92
(c) Int. on balances With RBI,564.44,415.18,422.49,354.26,364.53,428.83,509.4,418.32,433.01,395.71,319.26,289.43,252.38,261.18,294.15,207.46,227.43,417.94,334.2,471.35,428.6,372.5,465.88,501.75,434.63,398.94,459.9,441.73,382.69,428.54,758.87,844.69,753.59,520.57,391.78,324.92,365.31,353.35,291.21,296.05,286.63,366.65,443.42,453.09,495.5,245.22,281.32,511.82,413.13,403.21
(d) Others,134.37,128.13,246.96,176.17,151.55,223.4,249.44,296.56,271.81,321.19,659.16,669.48,319.45,503.36,541.14,605.92,575.11,422.5,488.65,428.64,514.25,543.26,498.78,447.5,441.9,226.55,180.59,214.18,418.97,621.31,356.93,346.56,486.04,430.45,720.76,451.56,1077.38,405.57,413.87,389.08,306.92,172.48,226.62,203.99,276.95,209.45,139.55,205.82,157.98,58.47
Other Income,5209.83,3768.86,5181.39,2487.25,4191.47,2810.49,4171.15,3322.26,3466.06,3551.95,1825.8,1182.03,2522.29,2519.26,3579.21,2969.78,4848.39,2895.51,2802.26,1818.28,2834.66,2741.17,2823.94,1915.57,1970.41,1621.14,1351.61,1147.83,1695.9,1673.04,1737.06,1551.15,1977.28,1774.96,1561.43,1444.39,1774.68,1112.91,1144.04,967.23,1295.46,1090.35,991.65,1024.54,1326.26,932.07,973.86,1230.55,1190.93,840.59
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,19622.39,19490.72,18641.22,18028.63,17790.57,17503.8,17030.9,15559.14,14331.83,12721.83,11079.77,10099.1,9561.94,9410.97,9125.56,9160.97,9577.9,10019.99,10410.06,11678.09,11900.26,11938.86,12246.04,12447.21,8247.22,8198.48,7585.8,7258.8,7037.0,6909.21,7032.8,7147.76,7293.3,7271.72,7059.07,7062.43,7683.97,7908.7,7911.89,7816.87,7590.26,7431.85,7424.56,7329.65,7164.27,6633.59,6578.66,6597.84,6257.58,6004.02
Employees Cost,4347.24,4206.68,4039.73,4013.99,4546.71,3808.52,3706.36,3754.41,3778.99,3347.01,3183.41,3043.25,2702.37,3102.71,3114.3,3059.46,3124.91,2800.23,2550.28,2241.84,1954.45,2594.16,2281.49,1939.42,1413.0,1303.53,1221.7,1100.9,1268.49,1110.42,1213.14,1014.82,1222.24,1138.91,1168.5,1108.12,1434.17,1154.79,1043.98,1345.08,928.24,1119.78,1107.83,1105.5,1039.89,1055.71,1030.15,1013.98,1139.3,798.15
Other Expenses,3750.1,3314.83,3286.74,2912.07,3331.49,3088.2,3275.77,2740.22,3139.04,2791.06,2785.9,2449.65,2796.45,2485.25,2361.32,2094.58,2564.5,2253.37,2207.69,2072.57,2557.58,2317.59,2234.46,2198.04,1763.58,1522.31,1540.54,1422.42,1764.18,1306.54,1202.61,1293.17,1316.73,1175.2,1128.83,1037.87,1098.46,959.32,1007.51,879.82,845.36,917.67,882.0,767.75,831.14,736.03,713.92,654.05,683.58,627.36
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,8132.12,7664.24,9477.01,7161.26,8106.1,7015.1,8019.72,7824.3,8072.88,8232.19,6030.95,4527.52,5635.14,5483.33,5669.56,5707.41,6265.6,5590.64,5551.82,4319.94,5120.81,4958.47,5335.92,4276.23,3860.79,3538.53,3081.91,3005.59,2665.49,3650.11,3041.84,2648.11,3020.17,2595.21,2690.2,2669.49,2572.46,1704.14,2337.02,2201.95,2693.53,2339.04,2402.93,2479.6,2579.55,2197.47,2124.58,2451.62,2182.04,2255.98
Provisions And Contingencies,1551.51,1082.34,2335.73,1010.67,1301.94,666.34,2160.57,1946.76,1420.71,2403.93,1627.46,1684.8,3736.38,2507.04,2753.59,4111.99,3586.03,3956.68,3001.59,5627.7,6844.07,7155.42,4209.16,3284.88,5399.29,2794.2,2429.54,2165.64,6672.38,3426.51,2329.35,2368.05,2622.97,2079.5,1795.84,2004.07,6857.66,6164.55,1891.7,599.74,1817.5,1262.25,888.04,526.71,1153.15,761.87,860.83,1017.86,1598.4,1029.31
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-15.55,-15.55,-15.55,-15.55,-37.31,-12.44
P/L Before Tax,6580.61,6581.9,7141.28,6150.59,6804.16,6348.76,5859.15,5877.54,6652.17,5828.26,4403.49,2842.72,1898.76,2976.29,2915.97,1595.42,2679.57,1633.96,2550.23,-1307.76,-1723.26,-2196.95,1126.76,991.35,-1538.5,744.33,652.37,839.95,-4006.89,223.6,712.49,280.06,397.2,515.71,894.36,665.42,-4285.2,-4460.41,445.32,1602.21,876.03,1076.79,1514.89,1952.89,1410.85,1420.05,1248.2,1418.21,546.33,1214.23
Tax,1532.88,1744.56,1903.35,1692.44,1917.67,1769.43,1606.26,1807.47,1876.84,1975.52,1090.07,674.59,119.99,779.26,828.12,386.79,3726.07,572.85,871.63,-443.5,-2229.85,-790.0,390.08,281.48,-547.13,273.08,226.99,311.69,-904.55,111.82,357.13,76.67,242.48,263.04,342.24,241.8,-1055.06,-1118.37,320.84,550.06,277.68,742.81,410.67,591.01,253.58,372.21,80.1,250.34,-482.52,202.61
P/L After Tax from Ordinary Activities,5047.73,4837.34,5237.93,4458.15,4886.49,4579.33,4252.89,4070.07,4775.33,3852.74,3313.42,2168.13,1778.77,2197.03,2087.85,1208.63,-1046.5,1061.11,1678.6,-864.26,506.59,-1406.95,736.68,709.87,-991.37,471.25,425.38,528.26,-3102.34,111.78,355.36,203.39,154.72,252.67,552.12,423.62,-3230.14,-3342.04,124.48,1052.15,598.35,333.98,1104.22,1361.88,1157.27,1047.84,1168.1,1167.87,1028.85,1011.62
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,5047.73,4837.34,5237.93,4458.15,4886.49,4579.33,4252.89,4070.07,4775.33,3852.74,3313.42,2168.13,1778.77,2197.03,2087.85,1208.63,-1046.5,1061.11,1678.6,-864.26,506.59,-1406.95,736.68,709.87,-991.37,471.25,425.38,528.26,-3102.34,111.78,355.36,203.39,154.72,252.67,552.12,423.62,-3230.14,-3342.04,124.48,1052.15,598.35,333.98,1104.22,1361.88,1157.27,1047.84,1168.1,1167.87,1028.85,1011.62
Equity Share Capital,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,1035.53,925.37,925.37,925.37,925.37,925.37,770.61,770.61,530.36,530.36,530.36,530.36,530.36,462.09,462.09,462.09,462.09,462.09,462.09,462.09,462.09,462.09,462.09,443.56,443.56,430.68,430.68,430.68,430.68,422.52,422.52,422.52,422.52,412.38
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30442.66,30442.66,--,--,25890.79
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANALYTICAL RATIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
