Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,4692.34,4746.26,5293.19,7193.04,4786.59,4680.77,5106.43,5383.17,4301.12,4867.24,5016.71,4651.15,3633.45,3635.46,3447.9,2998.93,2994.42,2866.88,3053.07,2938.36,2930.69,3048.34,3776.53,3686.48,2893.21,3217.84,3381.34,3485.13,2798.1,2742.41,2888.11,3047.23,2440.8,2258.23,2626.14,2521.39,2477.26,2803.81,3043.24,2908.31,2304.35,2449.5,2592.47,2492.9,2126.31,1944.97,2201.19,2143.08,1827.65,1854.32
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56.19,49.55,54.53,--,214.3,55.87,150.07,266.88,52.31,87.76,38.78,54.68,32.91,40.58,31.9,112.5,27.37
Total Income From Operations,4692.34,4746.26,5293.19,7193.04,4786.59,4680.77,5106.43,5383.17,4301.12,4867.24,5016.71,4651.15,3633.45,3635.46,3447.9,2998.93,2994.42,2866.88,3053.07,2938.36,2930.69,3048.34,3776.53,3686.48,2893.21,3217.84,3381.34,3485.13,2798.1,2742.41,2888.11,3047.23,2440.8,2314.42,2675.69,2575.92,2477.26,3018.11,3099.11,3058.38,2571.23,2501.81,2680.23,2531.68,2180.99,1977.88,2241.77,2174.98,1940.15,1881.69
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23.66,30.39,48.13,65.0,63.38,74.09,51.81,60.38,75.6,72.07,64.21,57.02,56.71,55.5,47.52,47.48,38.62,57.44,46.66,58.97,61.46,62.25,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,381.75,393.01,147.18,181.84,313.98,181.31,134.68,60.56,397.72,728.81,563.44,189.29,117.42,145.28,28.55,14.74,47.79,0.45,844.86,--,--,--,29.26,24.43,54.9,--,--,--,--,--,--,--,0.45,--,--,--,--,0.05,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.55,-3.48,5.44,-11.03,6.67,0.37,14.01,-10.15,0.08,-23.52,10.16,-5.18,-0.9,-2.83,5.13,-4.8,2.22,-6.85,7.85,2.05,2.98,-6.05,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,4806.79,--,--,--,--,2579.87,2410.52,--,--,--,2211.13,--,--,1751.48,1745.92,1021.96,1604.69,1584.09,1793.44,2149.8,--,1717.0,2154.54,2054.06,2384.92,1676.99,1598.66,1691.38,1855.11,1392.47,1399.82,1673.74,1734.83,1537.24,1741.34,1951.9,1978.39,1580.32,1685.09,1988.69,1882.32,1491.08,1430.75,1642.35,1710.4,1384.03,1320.72
Employees Cost,147.84,150.3,169.3,154.12,129.75,139.88,144.75,129.64,137.09,122.08,128.85,125.83,103.83,121.49,145.02,143.73,102.99,130.44,145.03,152.2,123.19,135.62,146.14,123.54,153.96,110.31,108.87,111.07,128.52,106.43,115.38,114.99,112.05,94.69,106.38,101.91,115.56,92.82,87.14,93.91,91.9,73.46,96.39,78.4,55.05,73.09,72.78,69.41,48.82,67.82
Depreciation,274.99,268.88,296.4,293.45,288.35,283.48,277.15,274.27,270.75,265.22,262.62,260.29,315.33,308.57,306.09,303.8,303.23,294.71,292.69,292.09,311.17,308.24,306.05,304.7,297.1,291.53,288.51,285.91,295.3,266.28,275.97,273.59,264.96,250.54,232.92,233.08,231.82,224.93,214.51,220.15,137.52,136.64,136.57,137.25,134.98,135.33,131.93,132.28,103.55,102.86
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,3235.14,3279.65,3982.82,401.4,3386.54,3456.06,3830.85,4187.61,280.11,272.12,3287.69,3388.93,2488.39,265.98,2414.41,2182.13,236.26,160.42,365.73,247.81,338.44,252.37,389.61,2677.23,220.17,199.53,214.09,211.81,238.86,202.16,213.33,240.91,196.88,201.31,213.25,201.26,241.64,181.45,234.36,185.25,191.47,180.56,202.14,171.05,202.46,215.15,213.19,183.61,270.85,171.27
"P/L Before Other Inc. , Int., Excpt. Items & Tax",652.62,654.42,697.49,1355.44,667.97,620.04,719.0,731.09,635.58,1068.49,774.11,686.81,608.48,583.01,553.83,354.53,552.67,534.94,351.59,614.66,520.23,504.7,685.62,482.12,384.26,411.7,640.13,442.87,384.06,517.04,536.24,509.96,421.34,325.38,408.56,254.25,296.49,716.5,546.76,524.48,570.02,426.06,256.44,262.66,297.42,123.56,181.52,79.28,132.9,219.02
Other Income,178.92,162.1,200.8,145.06,156.83,92.62,139.78,100.37,113.51,94.75,116.69,109.69,90.68,87.43,63.28,54.7,75.42,61.77,62.0,51.74,56.81,57.19,63.05,68.04,56.17,71.77,67.46,66.15,107.0,42.3,85.14,33.48,45.26,51.37,52.75,41.71,49.56,48.75,118.52,65.77,123.4,70.83,66.61,62.18,70.91,59.42,56.33,55.18,42.91,37.48
"P/L Before Int., Excpt. Items & Tax",831.54,816.52,898.29,1500.5,824.8,712.66,858.78,831.46,749.09,1163.24,890.8,796.5,699.16,670.44,617.11,409.23,628.09,596.71,413.59,666.4,577.04,561.89,748.67,550.16,440.43,483.47,707.59,509.02,491.06,559.34,621.38,543.44,466.6,376.75,461.31,295.96,346.05,765.25,665.28,590.25,693.42,496.89,323.05,324.84,368.33,182.98,237.85,134.46,175.81,256.5
Interest,187.29,231.63,228.97,227.44,204.04,190.96,194.29,192.14,158.48,177.13,176.22,156.51,138.44,145.24,146.17,151.71,152.76,171.23,188.69,206.94,208.29,220.47,229.84,233.26,214.45,227.14,223.07,227.49,208.63,212.52,210.98,207.56,266.06,258.61,261.32,260.57,251.25,265.08,314.62,284.83,166.93,176.22,181.54,181.47,180.29,188.14,157.65,151.1,105.87,111.39
P/L Before Exceptional Items & Tax,644.25,584.89,669.32,1273.06,620.76,521.7,664.49,639.32,590.61,986.11,714.58,639.99,560.72,525.2,470.94,257.52,475.33,425.48,224.9,459.46,368.75,341.42,518.83,316.9,225.98,256.33,484.52,281.53,282.43,346.82,410.4,335.88,200.54,118.14,199.99,35.39,94.8,500.17,350.66,305.42,526.49,320.67,141.51,143.37,188.04,-5.16,80.2,-16.64,69.94,145.11
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,-1300.0,--,--,--,--,--,--,--,-1000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.8,-11.21,--,--,7.4,--,-30.39,--,--,--,--,--,--,--
P/L Before Tax,644.25,584.89,669.32,1273.06,620.76,521.7,664.49,639.32,590.61,986.11,714.58,639.99,-739.28,525.2,470.94,257.52,475.33,425.48,224.9,459.46,-631.25,341.42,518.83,316.9,225.98,256.33,484.52,281.53,282.43,346.82,410.4,335.88,200.54,118.14,199.99,35.39,98.6,488.96,350.66,305.42,533.89,320.67,111.12,143.37,188.04,-5.16,80.2,-16.64,69.94,145.11
Tax,-445.55,216.19,177.47,299.63,177.24,137.96,172.6,160.44,155.54,291.17,221.64,159.22,-213.52,145.02,114.66,58.51,60.51,77.7,26.58,93.11,-409.07,-99.04,-224.88,40.75,199.22,16.97,82.44,60.49,67.27,145.59,102.95,137.98,66.02,12.01,61.31,9.72,24.25,132.82,111.86,98.2,164.51,85.33,54.11,63.09,15.17,36.68,106.27,--,44.93,50.31
P/L After Tax from Ordinary Activities,1089.8,368.7,491.85,973.43,443.52,383.74,491.89,478.88,435.07,694.94,492.94,480.77,-525.76,380.18,356.28,199.01,414.82,347.78,198.32,366.35,-222.18,440.46,743.71,276.15,26.76,239.36,402.08,221.04,215.16,201.23,307.45,197.9,134.52,106.13,138.68,25.67,74.35,356.14,238.8,207.22,369.38,235.34,57.01,80.28,172.87,-41.84,-26.07,-16.64,25.01,94.8
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.96,--,--,--,--,0.05,--,--,--,-0.02,--,--,6.54,-0.46,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,1089.8,368.7,491.85,973.43,443.52,383.74,491.89,478.88,435.07,694.94,492.94,480.77,-525.76,380.18,356.28,199.01,414.82,347.78,198.32,366.35,-222.18,440.46,743.71,276.15,26.76,239.36,402.08,221.04,215.16,201.23,307.45,197.9,134.52,106.13,138.68,30.63,74.35,356.14,238.8,207.22,369.43,235.34,57.01,80.28,172.85,-41.84,-26.07,-10.1,24.55,94.8
Equity Share Capital,503.9,503.9,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,472.45,472.45,472.45,472.45,472.45,472.45,472.45,472.45,472.45,472.45
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,21.63,7.56,10.23,20.25,9.23,7.98,10.23,9.96,9.05,14.46,10.26,10.0,-10.94,7.91,7.41,4.14,8.63,7.19,4.13,7.62,-4.62,9.16,15.47,5.75,0.56,4.98,8.37,4.6,4.48,4.19,6.4,4.12,2.8,2.21,2.89,0.64,1.55,7.41,4.97,4.31,7.82,4.98,1.21,1.7,3.66,-0.89,-0.55,-0.21,0.52,2.01
Diluted EPS,21.63,7.56,10.23,20.25,9.23,7.98,10.23,9.96,9.05,14.46,10.26,10.0,-10.94,7.91,7.41,4.14,8.63,7.19,4.13,7.62,-4.62,9.16,15.47,5.75,0.56,4.98,8.37,4.6,4.48,4.19,6.4,4.12,2.8,2.21,2.89,0.64,1.55,7.41,4.97,4.31,7.82,4.98,1.21,1.7,3.66,-0.89,-0.55,-0.21,0.52,2.01
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.57
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.43
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
