Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1013.94,1101.92,1128.91,1077.27,926.07,1085.29,945.18,1014.58,848.86,874.89,837.23,850.29,765.63,808.58,823.71,742.72,748.07,733.16,676.51,560.85,560.68,530.55,559.45,545.74,413.53,451.85,465.29,441.95,462.6,500.78,469.14,397.93,397.81,490.51,464.3,396.18,395.12,412.96,386.3,334.88,360.36,356.28,331.19,280.79,301.14,292.59,270.75,215.39,249.21,225.68
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.69,18.09,13.44,16.81,6.53,7.07,3.2,5.7,8.48,6.29,6.11,6.7,9.91,8.26,9.08,3.55,0.23,3.66
Total Income From Operations,1013.94,1101.92,1128.91,1077.27,926.07,1085.29,945.18,1014.58,848.86,874.89,837.23,850.29,765.63,808.58,823.71,742.72,748.07,733.16,676.51,560.85,560.68,530.55,559.45,545.74,413.53,451.85,465.29,441.95,462.6,500.78,469.14,397.93,418.5,508.6,477.74,412.99,401.65,420.03,389.5,340.58,368.84,362.57,337.3,287.49,311.05,300.85,279.83,218.94,249.44,229.34
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,190.96,210.14,207.09,238.41,259.03,239.04,223.55,217.81,231.89,246.01,205.41,195.05,217.01,198.61,172.99,184.43,171.53,191.64,187.6,153.32,172.29,137.0,123.14,123.79,126.35,81.01,93.14,88.21,113.22,87.27,81.14,93.8,79.14,96.93,102.8,94.44,101.26,117.34,100.75,77.86,73.34,86.6,103.42,57.82,105.86,86.02,57.16,50.83,99.36,79.95
Purchase of Traded Goods,56.54,40.23,42.62,44.61,40.26,37.64,44.8,39.46,39.22,37.48,38.91,33.43,29.13,28.35,31.5,27.14,22.45,27.02,28.53,22.59,22.99,24.82,22.29,28.63,21.68,18.05,16.19,14.87,13.44,26.34,14.64,18.59,15.55,18.1,14.77,10.81,18.36,11.85,13.64,13.96,15.46,11.85,12.89,10.01,14.43,10.14,8.51,7.59,7.46,8.0
Increase/Decrease in Stocks,-15.1,4.0,17.6,-25.08,-59.42,31.01,-28.16,34.4,-6.03,-46.15,-1.9,32.09,-45.27,-22.38,34.99,-23.94,7.78,-15.47,-41.38,-25.53,-24.34,-3.8,26.09,11.07,-36.04,5.48,-16.32,-20.5,-32.55,4.95,10.84,-32.39,-5.99,12.79,3.53,-3.04,-18.05,-17.16,-8.11,2.3,14.53,1.87,-19.66,12.48,-31.57,-4.69,27.26,16.14,-17.46,-2.71
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,257.86,245.71,241.65,265.68,215.97,216.41,205.48,196.3,207.06,175.53,170.9,166.92,146.11,147.9,146.93,144.93,133.44,122.69,118.16,123.82,117.26,107.02,106.17,107.37,97.08,100.13,96.53,95.63,96.76,84.2,82.15,79.78,69.09,69.28,66.63,64.78,63.53,58.47,58.83,54.55,50.81,48.17,44.52,42.84,37.67,38.38,37.35,33.85,34.52,27.77
Depreciation,38.76,34.93,33.32,32.92,33.47,33.41,33.04,32.24,32.11,32.29,31.8,30.75,30.09,30.71,30.4,29.76,29.48,27.95,27.2,26.86,24.89,22.5,22.19,21.71,18.2,18.28,16.86,16.56,15.92,14.34,13.95,12.93,18.87,14.73,13.45,12.43,11.55,11.12,10.31,9.7,12.59,12.59,12.2,12.04,14.89,9.49,8.99,8.6,8.98,8.06
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,274.03,265.51,317.04,237.82,243.08,234.01,225.86,249.71,232.19,302.61,263.18,236.49,231.5,218.23,204.45,177.14,165.79,161.72,132.76,113.22,166.63,127.23,132.74,135.25,137.24,116.14,133.77,122.77,156.32,144.44,122.93,128.08,118.82,136.0,121.03,103.01,107.31,100.31,96.84,82.1,73.98,82.67,85.4,74.64,74.11,73.78,65.39,59.44,57.13,56.49
"P/L Before Other Inc. , Int., Excpt. Items & Tax",210.89,301.4,269.59,282.91,193.68,293.77,240.61,244.66,112.42,127.12,128.93,155.56,157.06,207.16,202.45,203.26,217.6,217.61,223.64,146.57,80.96,115.78,126.83,117.92,49.02,112.76,125.12,124.41,99.49,139.24,143.49,97.14,123.02,160.77,155.53,130.56,117.69,138.1,117.24,100.11,128.13,118.82,98.53,77.66,95.66,87.73,75.17,42.49,59.45,51.78
Other Income,17.93,33.23,40.34,28.37,33.68,13.73,52.16,31.46,36.75,30.51,78.37,35.42,28.42,27.9,52.41,31.0,1.33,2.9,86.24,13.1,54.1,51.17,39.31,39.62,3.19,12.97,16.93,69.06,6.0,64.69,7.93,4.7,7.36,51.08,6.68,8.48,41.61,4.2,23.04,13.53,2.84,6.27,15.9,8.69,3.04,4.03,6.3,6.86,6.28,0.47
"P/L Before Int., Excpt. Items & Tax",228.82,334.63,309.93,311.28,227.36,307.5,292.77,276.12,149.17,157.63,207.3,190.98,185.48,235.06,254.86,234.26,218.93,220.51,309.88,159.67,135.06,166.95,166.14,157.54,52.21,125.73,142.05,193.47,105.49,203.93,151.42,101.84,130.38,211.85,162.21,139.04,159.3,142.3,140.28,113.64,130.97,125.09,114.43,86.35,98.7,91.76,81.47,49.35,65.73,52.25
Interest,0.67,2.48,0.73,0.72,1.42,2.36,2.27,0.75,1.21,2.68,0.71,0.63,7.18,0.7,0.07,1.17,2.18,2.17,1.35,1.2,2.93,0.84,4.24,1.09,0.2,0.03,0.07,0.11,0.05,0.1,0.05,0.04,0.74,0.59,0.62,0.88,0.93,1.31,0.93,1.03,1.05,1.2,1.34,1.42,2.2,2.18,2.21,1.63,5.35,3.37
P/L Before Exceptional Items & Tax,228.15,332.15,309.2,310.56,225.94,305.14,290.5,275.37,147.96,154.95,206.59,190.35,178.3,234.36,254.79,233.09,216.75,218.34,308.53,158.47,132.13,166.11,161.9,156.45,52.01,125.7,141.98,193.36,105.44,203.83,151.37,101.8,129.64,211.26,161.59,138.16,158.37,140.99,139.35,112.61,129.92,123.89,113.09,84.93,96.5,89.58,79.26,47.72,60.38,48.88
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2.51,-0.34,-1.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-6.95,--,--,--,--,--,--,--,--,--
P/L Before Tax,228.15,332.15,309.2,310.56,225.94,305.14,290.5,275.37,147.96,154.95,206.59,190.35,178.3,234.36,254.79,233.09,216.75,218.34,308.53,158.47,129.62,165.77,160.83,156.45,52.01,125.7,141.98,193.36,105.44,203.83,151.37,101.8,129.64,211.26,161.59,138.16,158.37,140.99,139.35,112.61,122.97,123.89,113.09,84.93,96.5,89.58,79.26,47.72,60.38,48.88
Tax,34.72,79.7,74.22,74.53,63.25,84.99,78.14,63.33,30.75,30.99,39.41,39.98,43.46,39.65,57.94,39.63,61.97,38.39,83.31,42.78,41.11,57.45,40.13,32.85,10.64,30.23,37.88,42.54,26.94,39.24,43.67,25.07,21.67,40.28,40.64,38.25,22.66,37.65,44.98,31.55,38.66,39.18,34.46,26.21,26.41,27.16,23.45,15.18,33.29,16.31
P/L After Tax from Ordinary Activities,193.43,252.45,234.98,236.03,162.69,220.15,212.36,212.04,117.21,123.96,167.18,150.37,134.84,194.71,196.85,193.46,154.78,179.95,225.22,115.69,88.51,108.32,120.7,123.6,41.37,95.47,104.1,150.82,78.5,164.59,107.7,76.73,107.97,170.98,120.95,99.91,135.71,103.34,94.37,81.06,84.31,84.71,78.63,58.72,70.09,62.42,55.81,32.54,27.09,32.57
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,193.43,252.45,234.98,236.03,162.69,220.15,212.36,212.04,117.21,123.96,167.18,150.37,134.84,194.71,196.85,193.46,154.78,179.95,225.22,115.69,88.51,108.32,120.7,123.6,41.37,95.47,104.1,150.82,78.5,164.59,107.7,76.73,107.97,170.98,120.95,99.91,135.71,103.34,94.37,81.06,84.31,84.71,78.63,58.72,70.09,62.42,55.81,32.54,27.09,32.57
Equity Share Capital,25.07,25.07,25.07,25.07,25.27,25.27,25.27,25.27,25.27,25.71,25.71,25.71,17.17,17.39,17.39,17.39,17.39,17.39,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.68,17.68,17.68,17.68,17.67,17.67,17.67,11.81,11.8,11.8
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
