Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1604.59,1614.28,1632.67,1557.61,1438.63,1437.14,1494.14,1479.0,1343.08,1326.48,1379.48,1304.37,1255.02,1224.36,1222.06,1217.83,1095.54,1095.37,1054.85,1064.27,961.2,1078.25,1054.8,998.89,906.31,947.65,979.72,844.92,788.36,881.49,930.98,706.11,709.1,746.01,721.14,731.33,674.3,649.84,632.81,630.74,580.99,562.28,577.42,516.91,478.55,471.81,444.73,429.68,406.52,437.52
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.71,8.29,6.79,8.67,17.45,12.25,6.52,19.72,11.26,11.29,10.34,15.2,14.66,12.06,10.53,13.16,10.49
Total Income From Operations,1604.59,1614.28,1632.67,1557.61,1438.63,1437.14,1494.14,1479.0,1343.08,1326.48,1379.48,1304.37,1255.02,1224.36,1222.06,1217.83,1095.54,1095.37,1054.85,1064.27,961.2,1078.25,1054.8,998.89,906.31,947.65,979.72,844.92,788.36,881.49,930.98,706.11,709.1,755.72,729.43,738.12,682.97,667.29,645.06,637.26,600.71,573.54,588.71,527.25,493.75,486.47,456.79,440.21,419.68,448.01
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,186.68,116.1,172.06,146.28,161.79,116.63,140.29,146.96,128.89,134.26,137.38,158.08,122.38,108.07,144.51,120.5,106.56,100.61,121.42,125.73,139.27,105.01,108.34,99.14,141.31,79.03,86.78,99.28,70.35,82.66,64.03,78.68,71.73,76.39,95.97,71.85,72.71,88.58,70.29,81.2,86.84,89.11,65.91,64.58,45.7,79.45,53.56,70.24,69.94,79.03
Purchase of Traded Goods,787.36,749.19,738.49,781.3,747.24,668.35,639.61,592.01,672.68,462.83,625.88,588.97,638.74,509.58,511.35,524.36,541.52,459.8,497.78,541.5,486.25,377.24,492.31,446.84,419.26,466.26,412.86,386.0,342.43,571.82,367.1,429.87,269.97,428.95,432.72,365.92,254.03,405.18,304.85,212.97,228.26,345.12,258.33,217.67,190.52,238.23,225.8,224.6,212.05,234.83
Increase/Decrease in Stocks,-118.08,27.41,-8.79,-81.22,-103.13,-8.19,34.45,84.6,-41.51,147.77,-11.14,-29.03,-85.11,31.06,-2.76,34.53,-41.92,39.29,-44.18,-57.19,-69.92,115.98,1.18,14.01,-56.36,3.32,60.21,-9.35,19.09,-141.14,90.42,-70.57,80.62,-64.7,-98.99,-18.37,72.66,-118.06,-5.64,65.9,32.84,-111.84,17.06,21.7,45.12,-32.83,-16.68,-31.76,-43.03,-44.06
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,144.4,134.68,147.4,161.06,145.24,139.19,142.7,149.45,126.7,135.24,149.56,152.09,135.48,141.62,156.89,145.47,121.24,119.64,123.28,128.48,116.31,119.0,120.62,120.18,109.34,106.32,105.17,114.74,107.65,91.13,98.28,96.63,84.76,87.85,86.85,85.81,80.36,86.63,85.49,85.83,76.72,78.1,76.17,74.41,68.49,54.41,61.34,58.1,57.4,46.97
Depreciation,17.93,17.99,17.51,18.37,18.19,17.97,17.84,17.17,17.34,17.81,17.47,17.35,17.43,16.74,16.2,15.73,15.11,14.64,14.29,14.1,14.81,15.05,14.95,14.8,4.91,3.96,4.06,3.99,3.96,4.22,4.04,3.97,3.84,4.35,4.08,4.16,4.1,3.56,3.42,3.36,3.38,3.64,4.43,3.49,3.48,4.18,4.26,4.78,5.23,4.77
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,175.69,150.81,144.55,159.18,157.96,133.47,156.21,150.98,176.2,129.89,134.5,163.86,149.71,164.97,152.38,127.82,162.61,134.21,115.84,92.33,150.86,121.32,128.22,144.54,139.86,146.23,120.69,142.9,142.22,113.68,109.81,109.86,139.15,104.17,106.89,127.51,120.91,102.79,103.79,96.85,108.14,87.2,83.23,78.8,93.61,83.04,67.28,76.56,77.41,58.42
"P/L Before Other Inc. , Int., Excpt. Items & Tax",410.61,418.1,421.45,372.64,311.34,369.72,363.04,337.83,262.78,298.68,325.83,253.05,276.39,252.32,243.49,249.42,190.42,227.18,226.42,219.32,123.62,224.65,189.18,159.38,147.99,142.53,189.95,107.36,102.66,159.12,197.3,57.67,59.03,118.71,101.91,101.24,78.2,98.61,82.86,91.15,64.53,82.21,83.58,66.6,46.83,59.99,61.23,37.69,40.68,68.05
Other Income,76.02,71.75,60.48,67.33,81.15,55.61,55.51,56.0,49.64,39.94,33.53,26.36,21.05,18.74,18.21,19.21,16.2,15.01,22.06,27.63,28.13,27.76,28.9,29.6,29.36,37.63,24.53,21.76,58.6,19.0,15.06,15.91,15.45,13.9,14.35,13.94,12.58,12.35,13.06,12.52,13.53,12.6,12.21,9.6,9.39,18.79,6.95,6.72,6.37,5.51
"P/L Before Int., Excpt. Items & Tax",486.63,489.85,481.93,439.97,392.49,425.33,418.55,393.83,312.42,338.62,359.36,279.41,297.44,271.06,261.7,268.63,206.62,242.19,248.48,246.95,151.75,252.41,218.08,188.98,177.35,180.16,214.48,129.12,161.26,178.12,212.36,73.58,74.48,132.61,116.26,115.18,90.78,110.96,95.92,103.67,78.06,94.81,95.79,76.2,56.22,78.78,68.18,44.41,47.05,73.56
Interest,3.92,2.26,2.5,2.75,2.81,3.17,3.13,3.34,4.01,3.79,3.97,4.22,5.14,4.41,4.51,5.04,4.74,4.31,4.79,4.45,2.82,1.86,1.82,2.03,0.75,0.43,0.52,0.56,2.21,0.51,0.59,0.51,2.0,0.01,0.01,0.02,0.3,0.07,0.41,0.03,0.46,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.01,--
P/L Before Exceptional Items & Tax,482.71,487.59,479.43,437.22,389.68,422.16,415.42,390.49,308.41,334.83,355.39,275.19,292.3,266.65,257.19,263.59,201.88,237.88,243.69,242.5,148.93,250.55,216.26,186.95,176.6,179.73,213.96,128.56,159.05,177.61,211.77,73.07,72.48,132.6,116.25,115.16,90.48,110.89,95.51,103.64,77.6,94.79,95.78,76.19,56.21,78.76,68.17,44.38,47.04,73.56
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,482.71,487.59,479.43,437.22,389.68,422.16,415.42,390.49,308.41,334.83,355.39,275.19,292.3,266.65,257.19,263.59,201.88,237.88,243.69,242.5,148.93,250.55,216.26,186.95,176.6,179.73,213.96,128.56,159.05,177.61,211.77,73.07,72.48,132.6,116.25,115.16,90.48,110.89,95.51,103.64,77.6,94.79,95.78,76.19,56.21,78.76,68.17,44.38,47.04,73.56
Tax,115.67,126.81,120.82,109.21,102.62,111.18,102.48,100.25,76.99,88.0,89.87,69.55,80.89,67.45,64.86,67.83,49.41,60.74,62.96,62.15,37.96,63.86,37.93,70.01,63.41,62.68,76.28,46.16,58.97,62.22,74.25,24.82,25.46,47.04,41.23,41.15,31.47,40.53,33.81,36.33,27.84,30.26,32.04,25.26,17.81,25.3,22.98,14.67,15.34,23.79
P/L After Tax from Ordinary Activities,367.04,360.78,358.61,328.01,287.06,310.98,312.94,290.24,231.42,246.83,265.52,205.64,211.41,199.2,192.33,195.76,152.47,177.14,180.73,180.35,110.97,186.69,178.33,116.94,113.19,117.05,137.68,82.4,100.08,115.39,137.52,48.25,47.02,85.56,75.02,74.01,59.01,70.36,61.7,67.31,49.76,64.53,63.74,50.93,38.4,53.46,45.19,29.71,31.7,49.77
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-4.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
