Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,6530.82,4806.57,5377.8,6475.27,5409.9,4013.98,5394.66,5851.37,3719.99,3328.45,4767.07,6702.24,5873.77,6793.51,6512.21,6847.57,4355.1,2229.89,1937.5,3187.34,3006.38,2241.76,3263.74,3643.32,3649.44,2437.92,2421.99,3883.01,2469.03,2421.33,2841.53,2871.04,2497.71,1739.15,1720.65,1529.94,1517.48,1602.59,1805.28,2826.55,2944.39,3102.24,3474.5,3883.52,2821.53,2478.14,2869.1,3202.1,2046.83,2611.84
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.38,--,--,--,0.01,0.15,0.47,1.15,2.03,1.66,2.81,2.23,0.97,1.64,1.78,1.52,2.15,0.86,0.14
Total Income From Operations,6530.82,4806.57,5377.8,6475.27,5409.9,4013.98,5394.66,5851.37,3719.99,3328.45,4767.07,6702.24,5873.77,6793.51,6512.21,6847.57,4355.1,2229.89,1937.5,3187.34,3006.38,2241.76,3263.74,3643.32,3649.44,2437.92,2421.99,3883.01,2469.03,2421.33,2841.53,2871.42,2497.71,1739.15,1720.65,1529.95,1517.63,1603.06,1806.43,2828.58,2946.05,3105.05,3476.73,3884.49,2823.17,2479.92,2870.62,3204.25,2047.69,2611.98
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,153.35,125.35,4.03,8.43,6.23,3.63,2.68,4.65,26.83,23.68,15.43,31.92,23.09,22.23,29.71,25.18,7.23,4.36,5.24,5.0,5.88,17.65,7.95,16.07,17.37,11.99,6.57,10.74,2.44,4.15,--,-0.03,1.25,2.12,3.1,5.14,2.8,2.04,1.02,6.17,7.44,7.91,6.15,5.85,8.78,7.95,3.92,7.62,8.54,6.16
Purchase of Traded Goods,113.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-339.24,479.58,-41.34,-353.39,-73.85,284.48,76.68,-424.87,-291.65,600.86,-380.94,-424.42,-168.47,-71.71,-535.9,-184.57,69.86,47.24,-56.62,-40.95,-50.77,49.96,-12.07,-25.76,-116.58,82.27,-19.15,-115.18,-28.08,132.54,-27.76,-80.12,35.87,107.41,35.71,13.94,30.18,-94.17,113.17,65.39,-183.19,50.42,50.39,-80.32,-5.82,48.78,24.29,-73.07,-49.49,-48.65
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,435.93,412.93,388.19,465.99,397.59,391.77,364.09,457.87,344.89,396.89,326.85,464.49,311.63,289.44,268.12,289.1,271.87,267.19,253.65,289.87,258.73,245.1,253.13,281.99,248.3,269.57,236.89,412.09,218.36,212.38,203.59,371.96,174.96,168.8,169.86,134.46,171.88,171.61,168.23,140.05,180.98,198.26,180.8,255.85,157.35,144.68,148.32,161.46,139.19,144.01
Depreciation,92.12,84.23,73.61,97.49,81.9,88.55,69.11,93.16,83.6,73.83,84.82,111.47,60.57,59.58,55.23,56.67,60.48,53.4,57.28,67.47,64.58,97.56,64.77,80.39,69.4,67.52,61.58,70.22,77.17,61.96,46.69,30.67,55.11,54.43,55.97,66.22,56.32,52.86,41.2,28.03,53.26,40.92,40.02,43.1,36.17,34.79,36.35,38.68,33.87,33.18
