Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,327.77,518.19,493.6,565.37,399.29,381.4,370.94,559.76,557.04,212.14,348.39,545.46,544.41,464.46,267.6,522.24,538.42,294.67,431.43,146.84,93.29,287.65,304.07,454.77,474.22,469.37,421.65,382.68,440.14,459.49,367.07,513.68,220.3,161.85,205.99,324.22,202.17,202.61,234.48,254.12,240.16,217.21,293.34,496.25,426.48,334.2,222.8,414.68,310.73,283.29
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.58,8.8,1.92,0.81,0.24,1.32,1.59,0.47,1.9,2.41,1.15,3.59,3.56,4.81,0.58,0.85,2.91,0.38,0.19,0.11
Total Income From Operations,327.77,518.19,493.6,565.37,399.29,381.4,370.94,559.76,557.04,212.14,348.39,545.46,544.41,464.46,267.6,522.24,538.42,294.67,431.43,146.84,93.29,287.65,304.07,454.77,474.22,469.37,421.65,382.68,440.14,459.49,370.65,522.48,222.22,162.66,206.23,325.54,203.76,203.08,236.38,256.53,241.31,220.8,296.9,501.06,427.06,335.05,225.71,415.06,310.92,283.4
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,25.04,22.89,19.8,15.88,9.52,14.25,9.5,7.36,4.97,1.23,1.66,0.17,--,7.75,4.29,2.03,1.14,0.01,0.46,0.86,0.1,4.81,0.51,4.29,2.78,54.28,3.58,54.88,165.47,99.1,91.93,125.55,98.66,58.89,10.83,15.35,13.33,12.94,3.8,0.66,0.16,13.95,15.87,21.14,10.06,18.96,16.67,15.31,15.6,10.63
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-122.35,8.96,-47.67,-20.66,-15.96,-52.16,-25.44,5.93,131.72,-119.29,-26.27,92.45,43.15,49.64,-125.94,13.93,119.99,24.1,181.09,173.5,-116.13,-77.86,-30.65,65.88,53.04,-23.38,47.83,-31.38,-44.39,55.01,13.51,32.31,-174.55,-115.3,-13.77,73.35,-73.73,-53.29,-33.54,10.43,13.46,-60.07,21.81,10.09,31.7,-37.42,-49.85,11.89,-34.97,-26.85
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48.07,48.39,49.98,59.0,54.82,61.94,46.11,55.13,54.13,52.31,49.64,68.51,51.81,41.38,41.04,36.61,47.67,43.53,41.91,48.05,40.08,44.19,43.78,60.71,45.86,47.59,35.99,120.18,48.41,44.02
Employees Cost,74.84,74.33,83.22,62.58,73.74,66.81,62.78,78.97,80.8,73.07,71.7,136.51,71.03,88.02,76.25,80.89,66.13,63.47,66.62,46.76,69.96,67.69,75.21,56.21,88.24,79.72,92.36,74.74,83.72,87.57,81.89,88.26,81.04,77.36,83.8,74.27,83.53,75.83,91.75,51.68,88.89,88.07,100.99,82.81,95.83,91.92,91.43,74.23,92.33,92.35
Depreciation,37.63,47.58,38.05,58.64,29.91,45.59,40.73,60.51,9.15,50.3,54.97,54.66,17.38,18.71,59.12,91.68,80.37,67.32,54.1,71.4,78.84,72.24,66.13,73.02,65.48,70.95,43.44,50.85,42.63,36.82,34.35,48.19,37.3,31.12,25.29,33.27,31.41,28.12,26.21,31.1,21.13,33.43,27.19,41.23,48.29,41.36,43.26,39.55,41.44,34.84
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,242.64,260.2,249.8,281.88,225.39,231.33,230.98,281.51,225.58,193.09,174.65,163.99,298.69,212.49,192.81,394.65,134.25,132.38,97.14,338.66,132.36,129.54,115.73,124.96,155.74,164.11,122.7,148.56,110.64,100.46,100.65,144.9,117.15,91.67,76.42,101.55,106.03,105.63,92.06,94.49,80.98,101.67,89.32,85.49,120.84,107.91,89.08,109.08,106.19,95.62
"P/L Before Other Inc. , Int., Excpt. Items & Tax",69.97,104.23,150.4,167.05,76.69,75.58,52.39,125.48,104.82,13.74,71.68,97.68,114.16,87.85,61.07,-60.94,136.54,7.39,32.02,-484.34,-119.91,42.84,27.16,71.41,54.12,61.75,65.63,29.9,27.94,28.22,-1.32,14.76,10.81,-22.46,-17.38,-8.86,-4.48,-9.68,14.19,20.12,-3.39,-0.44,-2.06,199.59,74.48,64.73,-0.87,44.82,41.92,32.79
