Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,52.15,2.88,55.04,21.34,9.87,-15.4,15.1,1.73,19.2,3.2,5.01,8.21,4.04,4.17,0.0,4.17,2.04,2.13,0.0,2.13,13.95,0.31,0.31,2.38,34.09,3.7,80.43,53.01
2013-03-31,54.85,4.76,59.62,20.25,18.91,-27.62,19.9,1.99,20.75,5.44,3.81,9.25,4.28,4.97,0.0,4.97,0.14,4.83,0.0,4.83,13.95,0.69,0.69,2.38,34.09,3.7,80.43,53.01
2013-06-30,66.44,1.34,67.78,22.98,0.37,2.51,16.41,1.62,18.05,5.84,2.91,8.74,4.0,4.75,0.0,4.75,1.42,3.33,0.0,3.33,13.95,0.48,0.48,1.38,34.09,3.99,86.71,57.15
2013-09-30,61.09,4.32,65.42,21.38,0.33,2.4,16.27,1.65,18.2,5.2,2.69,7.89,5.63,2.26,0.0,2.26,0.73,1.53,0.0,1.53,13.95,0.22,0.22,2.38,34.09,3.96,86.14,56.77
2013-12-31,67.37,2.11,69.47,22.89,1.25,3.51,18.26,1.92,19.11,2.53,2.97,5.5,5.37,0.13,0.0,0.13,0.0,0.13,0.0,0.13,13.95,0.02,0.02,2.38,34.09,4.14,89.94,59.28
2014-03-31,72.32,3.48,75.8,19.31,6.5,1.62,21.24,2.4,22.56,2.18,4.43,6.61,6.52,0.09,0.0,0.09,-0.05,0.14,0.0,0.14,13.95,0.02,0.02,2.38,34.09,4.03,87.55,57.7
2014-06-30,61.56,1.4,62.96,18.59,0.35,5.77,16.79,1.68,18.39,1.39,3.1,4.49,5.37,-0.89,0.0,-0.89,0.0,-0.89,0.0,-0.89,13.95,-0.13,-0.13,2.38,34.09,3.98,86.57,57.06
2014-09-30,59.85,4.57,64.42,19.73,0.25,8.86,16.6,1.69,15.72,1.57,3.64,5.22,6.03,-0.82,0.0,-0.82,0.0,-0.82,0.0,-0.82,13.95,-0.12,-0.12,2.38,34.09,4.23,92.01,60.64
2014-12-31,50.87,1.58,52.46,21.42,0.31,-5.49,17.5,1.96,15.76,0.99,4.25,5.24,7.33,-2.08,0.0,-2.08,0.0,-2.08,0.0,-2.08,13.95,-0.3,-0.3,2.38,34.09,4.33,94.07,62.0
2015-03-31,60.95,19.17,80.12,18.31,13.8,-19.92,22.01,1.54,27.71,16.66,5.36,22.02,8.21,13.81,0.0,13.81,3.0,10.81,0.0,10.81,13.95,1.55,1.55,2.38,34.09,4.39,95.54,62.97
2015-06-30,65.71,1.27,66.98,21.19,0.37,2.11,17.88,1.58,21.24,2.61,4.64,7.25,8.11,-0.86,0.0,-0.86,0.0,-0.86,0.0,-0.86,13.95,-0.12,-0.12,2.38,34.09,4.41,95.98,63.26
2015-09-30,60.4,3.95,64.35,20.19,0.52,11.0,16.82,1.43,16.18,-1.78,4.24,2.45,8.18,-5.72,0.0,-5.72,0.0,-5.72,0.0,-5.72,13.95,-0.82,-0.82,2.38,34.09,4.43,96.41,63.54
2015-12-31,53.18,0.88,54.06,25.46,0.59,-3.09,18.54,1.66,17.36,-6.45,4.87,-1.59,8.74,-10.33,0.0,-10.33,0.0,-10.33,0.0,-10.33,13.95,-1.48,-1.48,0.0,0.0,0.0,0.0,0.0
2016-03-31,57.02,2.74,59.76,12.52,14.51,-4.47,23.27,3.27,26.86,-16.21,7.84,-8.37,6.78,-15.15,0.0,-15.15,1.09,-16.24,0.0,-16.24,13.95,-2.33,-2.33,0.0,0.0,0.0,0.0,0.0
2016-06-30,63.38,1.78,65.16,21.27,0.56,4.19,18.14,1.86,19.73,-0.59,5.04,4.44,8.11,-3.67,0.0,-3.67,0.0,-3.67,0.0,-3.67,13.95,-0.53,-0.53,0.0,0.0,0.0,0.0,0.0
2016-09-30,66.75,4.72,71.47,20.83,0.68,17.59,18.09,1.83,18.03,-5.58,4.53,-1.05,8.93,-9.98,0.0,-9.98,0.0,-9.98,0.0,-9.98,13.95,-1.43,-1.43,0.0,0.0,0.0,0.0,0.0
