Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1324.66,1302.97,1450.63,1514.07,1412.34,1340.53,1093.06,1200.11,1418.14,1500.06,1420.4,1464.94,1314.16,1438.23,1221.31,1027.83,875.35,841.23,843.21,1143.46,1313.82,1257.61,998.31,932.99,1018.96,1074.87,939.81,894.26,916.9,879.56,808.22,864.78,897.73,954.61,749.77,825.29,981.22,974.11,1077.18,1045.74,1028.32,983.33,1084.34,1057.74,1203.95,998.11,1035.46,934.74,978.38,1010.97
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.24,8.98,15.18,2.6,12.93,7.84,10.72,48.64,105.65,9.18,33.55,77.99,112.66,20.97,41.39,-4.81,20.71
Total Income From Operations,1324.66,1302.97,1450.63,1514.07,1412.34,1340.53,1093.06,1200.11,1418.14,1500.06,1420.4,1464.94,1314.16,1438.23,1221.31,1027.83,875.35,841.23,843.21,1143.46,1313.82,1257.61,998.31,932.99,1018.96,1074.87,939.81,894.26,916.9,879.56,808.22,864.78,897.73,964.85,758.75,840.47,983.82,987.04,1085.02,1056.46,1076.96,1088.98,1093.52,1091.29,1281.94,1110.77,1056.43,976.13,973.57,1031.68
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,806.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,163.33,163.0,122.68,119.4,145.07,134.67,116.4,106.57,160.23,111.01,112.89,98.07,157.26,106.55,110.85,110.76,144.76,104.09,112.13,112.8,139.0,111.16,113.94,115.83,124.11,115.61,102.04,110.68,157.1,115.73,117.05,115.41,105.13,113.67,99.94,112.83,124.57,113.24,116.62,102.94,123.9,100.06,97.16,95.74,108.4,103.29,103.0,125.99,118.66,124.56
Depreciation,242.63,255.1,233.77,219.7,240.68,251.05,200.3,197.35,195.82,194.81,190.47,172.2,160.01,158.89,161.45,155.09,153.76,156.42,158.97,158.79,164.06,169.86,167.89,169.46,170.13,170.0,163.19,155.15,152.92,155.23,152.74,149.37,155.86,134.88,140.47,134.85,146.8,148.01,145.12,140.02,189.75,193.85,197.7,188.85,212.54,222.0,217.14,204.77,202.38,193.32
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
