Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,41352.27,40327.56,44419.22,42532.18,39455.28,40875.32,39122.25,41317.86,41410.52,41015.14,38349.79,32905.02,28864.79,28329.01,26038.51,26566.86,24509.26,24677.14,23453.46,27246.88,23496.35,22764.57,24192.59,21222.39,24120.36,22261.08,22703.6,23100.26,20774.37,19698.75,19879.32,20416.67,19395.92,19241.47,18939.81,18325.15,17358.98,17748.23,17010.35,19229.94,18738.98,16582.36,18086.47,20938.08,18779.39,16272.27,15612.89,16461.84,15774.91,16119.67
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,156.47,123.1,--,126.74,191.73,82.63,84.64,119.11,154.27,250.28,100.75,25.73,143.17,48.96,887.25,32.65,231.66
Total Income From Operations,41352.27,40327.56,44419.22,42532.18,39455.28,40875.32,39122.25,41317.86,41410.52,41015.14,38349.79,32905.02,28864.79,28329.01,26038.51,26566.86,24509.26,24677.14,23453.46,27246.88,23496.35,22764.57,24192.59,21222.39,24120.36,22261.08,22703.6,23100.26,20774.37,19698.75,19879.32,20416.67,19395.92,19397.94,19062.91,18325.15,17485.72,17939.96,17092.98,19314.58,18858.09,16736.63,18336.75,21038.83,18805.12,16415.44,15661.85,17349.09,15807.56,16351.33
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,20996.8,26401.89,24781.97,17844.86,15631.96,16644.37,14042.49,15612.06,12690.87,13038.53,11508.18,14988.41,593.42,12912.21,784.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,911.39,983.76,1012.59,1013.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,709.58,710.15,613.12,680.83,528.63,386.05,261.26,137.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,23615.06,22959.82,26357.36,24002.77,22606.72,24577.73,22850.27,23773.12,--,--,--,--,--,--,--,--,673.87,--,--,--,12466.87,--,13874.33,11990.67,14511.85,12872.48,13118.74,12569.67,12406.89,11398.8,11940.11,11946.42,12080.43,11912.97,11632.37,10168.34,10580.28,11540.83,11509.14,12521.1,12119.63,11439.33,12765.13,14434.11,11830.52,10139.25,9425.83,10389.69,10098.18,9932.66
Employees Cost,1392.25,1290.56,1376.03,1634.78,1380.35,1297.35,1357.62,1524.38,1497.83,1207.36,1295.82,1370.9,1326.49,1334.34,1257.78,1021.47,1286.49,1346.46,1287.77,1427.9,1164.74,1137.15,1195.81,1206.08,1146.37,1185.55,1241.89,1368.21,1294.26,1000.99,1071.21,1637.69,843.0,848.31,958.86,912.99,868.42,899.18,891.12,932.0,901.36,918.01,934.24,894.65,1179.65,837.95,942.5,981.36,691.64,896.45
Depreciation,3721.96,3646.95,3654.47,3727.94,3490.69,3464.18,3260.34,3393.29,3312.12,3287.15,2911.41,2945.9,2891.38,2721.5,2675.36,2797.22,2555.42,2529.42,2529.74,2128.95,2319.81,2123.14,2050.95,1504.75,2001.01,1888.45,1860.15,1934.81,1881.37,1712.68,1570.0,1606.17,1485.31,1434.15,1395.19,1325.69,1371.63,1288.72,1186.3,1391.19,1253.41,1151.58,1115.47,1207.64,1024.28,967.94,942.33,1021.26,828.76,786.52
