Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1899.0,1917.0,2021.0,2110.0,2088.0,2080.0,1652.0,2271.0,2673.0,2587.0,2696.19,2771.71,2380.33,2095.93,1394.32,1733.03,1508.24,1187.19,700.23,1342.47,1277.66,1332.35,1209.94,1430.94,1219.16,1641.16,1604.76,1764.37,1590.89,1506.75,975.3,1203.42,1217.59,1456.41,945.44,1308.31,1101.2,1151.57,987.22,1192.89,1141.82,1293.58,1013.23,1325.48,1367.96,1194.7,959.05,1096.66,1119.2,1165.77
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.32,5.37,17.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,1899.0,1917.0,2021.0,2110.0,2088.0,2080.0,1652.0,2271.0,2673.0,2587.0,2696.19,2771.71,2380.33,2095.93,1394.32,1733.03,1508.24,1187.19,700.23,1342.47,1277.66,1332.35,1209.94,1430.94,1219.16,1641.16,1604.76,1764.37,1590.89,1506.75,975.3,1203.42,1220.91,1461.78,962.96,1308.31,1101.2,1151.57,987.22,1192.89,1141.82,1293.58,1013.23,1325.48,1367.96,1194.7,959.05,1096.66,1119.2,1165.77
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1083.0,1155.0,1157.0,1173.0,1237.0,1137.0,836.0,1026.0,1345.0,1310.0,1313.09,1177.74,1147.89,957.27,616.19,738.97,657.43,520.55,307.88,654.0,654.32,722.2,703.37,705.64,687.38,773.24,681.85,765.73,643.39,558.14,415.93,423.99,483.93,512.24,416.49,497.59,503.81,645.45,488.27,565.95,628.05,747.21,602.97,871.64,809.84,734.16,570.95,647.48,657.76,642.45
Purchase of Traded Goods,24.0,20.0,10.0,10.0,74.0,15.0,42.0,5.0,27.0,4.0,25.34,23.79,21.92,11.24,8.32,6.61,10.51,8.24,9.4,11.59,12.96,8.9,9.59,8.51,19.45,23.86,9.93,31.96,18.57,27.19,37.45,48.19,115.39,46.89,105.1,89.62,93.49,42.72,42.77,36.24,45.7,53.36,51.56,37.67,27.53,13.79,9.86,27.07,13.56,37.45
Increase/Decrease in Stocks,-55.0,10.0,5.0,48.0,-59.0,-7.0,-2.0,9.0,-40.0,128.0,-183.03,59.12,-72.55,127.82,-95.56,-14.23,-13.95,21.61,75.1,25.52,-7.03,15.16,-72.82,104.48,-60.67,-33.58,-59.47,17.17,6.04,95.28,-115.6,126.06,-69.75,121.35,-175.15,94.68,-23.25,-64.55,-22.19,13.98,25.21,58.9,1.03,-58.5,25.97,-10.42,4.22,-43.64,-27.74,35.82
Power & Fuel,--,--,369.0,361.0,404.0,401.0,341.0,493.0,--,--,--,315.57,323.38,285.28,192.36,236.77,217.64,195.26,118.11,205.82,201.77,219.64,202.07,207.28,199.13,248.8,235.06,244.15,231.55,220.06,192.23,315.56,150.82,162.42,150.54,180.21,165.99,172.05,157.29,179.33,150.48,137.87,125.34,134.5,132.65,132.7,111.39,116.64,109.32,119.78
Employees Cost,144.0,128.0,149.0,167.0,154.0,170.0,134.0,165.0,160.0,173.0,108.01,109.43,113.68,116.54,128.28,123.96,111.01,112.08,104.42,153.33,111.83,119.79,128.35,159.07,128.59,109.38,126.59,105.48,95.72,100.93,92.83,99.69,91.61,95.38,87.69,99.96,93.04,81.34,88.17,101.89,95.95,107.3,72.15,39.42,72.84,66.81,74.41,60.3,62.4,65.76
Depreciation,75.0,76.0,78.0,78.0,76.0,78.0,76.0,74.0,76.0,77.0,75.62,74.38,76.7,70.89,69.72,68.48,69.7,68.09,66.03,66.25,66.9,67.02,64.16,64.67,66.0,65.57,66.71,66.84,68.3,68.08,67.25,62.5,63.38,63.99,61.57,48.75,47.13,46.96,46.43,54.11,51.42,51.95,51.28,36.77,34.69,36.9,36.96,39.0,37.37,36.4
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
