Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,22807.7,22445.62,21758.09,20777.89,20863.69,19893.56,19366.95,18064.24,17537.7,16209.89,14659.48,12949.51,12756.75,12915.44,12164.12,12025.8,11747.17,12446.47,13093.69,13117.67,8723.24,9068.58,9184.84,9099.22,8629.92,9162.16,8201.22,8325.98,7252.47,7319.23,7276.26,7248.48,7221.03,7423.32,7505.32,7436.0,7521.4,7629.14,8126.01,8049.28,8093.19,8063.26,8004.71,7904.96,7683.02,7360.12,6964.34,6449.84,6072.65,5957.54
(b) Income on Investment,6271.91,6186.34,6059.67,6077.65,5901.92,5775.05,5646.53,5349.02,5263.55,4946.94,4841.04,4480.55,4569.21,4021.45,4218.18,4150.71,4061.17,4349.49,4176.67,4271.87,2889.38,2866.5,2787.68,2792.32,2819.34,2780.09,2719.67,2618.41,2552.36,2531.27,2595.03,2733.44,2871.46,2721.93,2612.79,2505.11,2841.32,2877.05,2942.92,2850.08,2825.89,2791.71,2681.14,2625.01,2597.94,2574.55,2596.98,2481.61,2306.89,2459.57
(c) Int. on balances With RBI,1388.94,1079.78,1128.28,1064.47,1012.03,968.04,1160.82,1105.19,981.28,855.14,606.3,507.48,377.92,546.55,670.4,560.25,472.34,388.97,367.75,622.47,393.17,334.65,392.94,279.51,283.89,216.56,170.38,157.18,166.54,150.02,151.1,179.33,200.05,95.16,248.77,224.22,163.16,328.9,198.57,188.87,183.94,196.69,208.02,171.14,150.64,149.1,93.04,338.04,85.14,127.37
(d) Others,533.49,599.87,794.03,781.34,1029.71,1402.18,663.38,485.62,127.27,219.45,0.1,239.1,157.71,217.16,10.99,34.89,34.84,21.41,44.01,23.8,41.65,25.16,26.68,29.47,405.33,29.75,32.48,257.98,252.04,774.12,36.06,34.34,200.38,47.26,38.47,36.37,207.03,46.98,--,51.42,0.38,--,--,--,108.08,0.1,0.12,0.09,0.37,--
Other Income,6350.76,5802.16,4981.0,5318.88,5217.83,4295.1,4634.5,4819.01,4775.17,3986.44,4825.27,5175.32,4461.52,3611.67,4267.8,4438.41,5207.08,4273.52,3154.59,2650.1,2174.95,1706.74,2069.59,1861.87,1861.95,1324.79,1555.31,1832.91,1331.7,1566.45,1936.19,2108.51,2396.28,1791.7,1781.77,1584.65,1383.23,1168.56,1210.45,1112.99,1325.81,1176.2,1021.34,1026.9,1070.04,851.42,773.0,1238.3,1006.52,845.81
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,21560.12,21163.04,20424.87,19535.08,19227.15,18621.73,17934.69,16338.42,15293.01,13631.47,12673.1,11391.91,10855.72,10755.62,10789.88,10625.04,10726.31,11125.46,11385.59,11940.26,8728.92,8859.87,9262.38,8959.91,8638.33,8374.76,7842.48,7476.65,7235.82,7095.51,7275.08,7482.35,7784.7,7873.87,7963.0,7894.3,8359.15,8655.47,8621.0,8623.15,8617.26,8671.18,8526.08,8271.85,8004.49,7856.88,7463.32,7278.48,6374.44,6556.45
Employees Cost,4782.79,4480.52,4363.21,4229.57,4458.41,4533.33,3791.41,3651.03,3726.45,3481.51,3119.47,3416.4,3227.56,2972.39,3138.24,3342.38,3266.3,3184.11,3202.13,3037.42,2175.2,1596.86,1520.64,1559.81,1039.87,1565.95,1552.4,1516.89,1306.71,1408.37,1377.28,1351.76,1184.24,1305.74,1216.94,1208.17,1239.54,1039.75,1107.84,1058.75,1162.51,1037.85,1035.79,1038.1,979.24,873.44,932.62,887.08,888.42,831.08
Other Expenses,2726.22,2633.59,2279.16,2639.44,2952.16,2373.34,2130.5,2229.61,2413.27,2152.82,2234.14,1937.42,2037.89,1781.74,1799.73,1491.98,1827.44,1788.78,1609.23,1422.78,1277.4,1210.57,1134.1,1102.66,1348.77,1215.4,956.8,1266.13,1247.93,1005.82,862.46,997.61,947.34,918.43,866.41,865.01,870.9,802.97,805.01,567.17,916.91,721.53,727.8,623.06,743.89,614.11,606.57,444.06,510.98,486.35
