Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,251.89,209.21,237.47,138.63,191.01,217.52,167.17,142.23,66.25,90.43,66.08,113.28,97.6,154.34,149.92,158.55,126.5,77.24,112.63,29.91,88.89,98.78,57.93,29.76,34.59,18.01,45.15,39.86,79.73,11.45,10.31,12.68,49.07,0.03,56.14,9.21,25.63,0.1,5.52,83.05,0.51,0.39,73.5,--,--,0.25,65.09,--,--,--
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.02,17.49,10.48,10.74,7.93,7.54,10.36,9.55,8.77,5.62,8.48,6.93,7.26,7.25,3.71,2.97,2.75,2.69
Total Income From Operations,251.89,209.21,237.47,138.63,191.01,217.52,167.17,142.23,66.25,90.43,66.08,113.28,97.6,154.34,149.92,158.55,126.5,77.24,112.63,29.91,88.89,98.78,57.93,29.76,34.59,18.01,45.15,39.86,79.73,11.45,10.31,12.68,58.09,17.52,66.62,19.95,33.56,7.64,15.88,92.59,9.28,6.01,81.98,6.93,7.26,7.5,68.8,2.97,2.75,2.69
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,68.75,65.28,67.99,55.15,-1.06,75.29,63.8,45.82,21.75,31.79,20.64,28.72,15.58,27.59,28.3,44.69,24.65,22.05,25.35,12.26,1.42,33.05,19.21,13.15,28.93,13.06,16.15,15.98,27.7,1.71,1.77,1.74,1.04,1.59,3.54,2.08,2.87,1.38,1.42,4.41,0.29,2.04,4.86,1.49,1.4,1.03,3.76,1.12,0.64,1.78
Depreciation,4.4,4.33,4.28,3.59,2.63,2.74,2.79,2.73,2.54,2.52,2.48,2.49,2.44,2.47,2.89,2.89,2.98,2.97,2.98,2.99,3.01,3.03,3.01,3.13,0.49,0.46,0.48,0.43,0.46,0.18,0.21,0.16,0.17,0.17,0.17,0.16,0.09,0.06,0.1,0.13,0.13,0.11,0.08,0.09,0.11,0.11,0.11,0.09,0.06,0.08
