Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,260.43,257.96,354.33,506.81,554.24,529.32,441.17,443.01,402.41,434.64,481.76,433.12,471.15,588.51,527.24,465.03,580.0,576.99,464.3,594.97,625.69,635.43,512.47,433.83,453.79,598.33,391.25,350.39,350.18,334.84,296.34,244.63,262.7,256.36,257.85,231.93,247.5,252.58,255.68,236.25,242.84,351.03,230.44,230.44,243.88,276.95,296.06,358.96,260.58,273.17
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.63,14.42,14.61,25.97,4.09,1.65,0.28,11.28,0.58,0.2,3.46,2.46,0.27,0.84,0.47,0.97,1.22,0.48,0.7,0.85,5.54,4.06
Total Income From Operations,260.43,257.96,354.33,506.81,554.24,529.32,441.17,443.01,402.41,434.64,481.76,433.12,471.15,588.51,527.24,465.03,580.0,576.99,464.3,594.97,625.69,635.43,512.47,433.83,453.79,598.33,391.25,350.39,360.81,349.26,310.95,270.59,266.79,258.01,258.13,243.21,248.07,252.78,259.14,238.71,243.1,351.88,230.91,231.4,245.1,277.43,296.76,359.81,266.11,277.24
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,0.0,16.51,--,--,15.8,--,--,--,--,--,--,--,--,1.56,0.97,0.34,0.98,0.73,0.48,0.43,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.06,-0.03,0.02,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,23.2,18.77,17.7,26.67,20.59,16.87,16.13,16.14,25.68,16.06,14.34,14.53,23.24,14.61,12.96,16.92,16.02,12.85,13.37,16.64,15.4,17.08,12.8,14.74,20.24,20.86,8.71,10.61,10.96,13.58,8.05,8.91,14.38,7.65,7.9,7.94,9.33,10.89,7.97,7.05,13.86,7.04,7.61,5.91,10.9,5.16,6.74,5.53,9.13,5.67
Depreciation,51.22,51.07,49.01,48.63,48.84,47.72,46.82,48.28,48.94,48.77,47.86,49.38,49.42,49.11,48.08,49.68,51.06,55.4,48.8,48.26,49.72,49.79,48.87,47.55,43.98,43.64,44.81,44.04,44.22,43.82,42.95,46.02,46.53,43.61,42.98,47.14,46.72,46.0,43.05,60.06,47.77,46.57,46.94,44.92,46.21,46.98,45.77,47.99,47.78,46.41
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
