Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,918.48,837.14,944.63,797.67,903.47,819.12,958.15,778.59,900.21,829.76,943.02,665.25,841.3,614.12,267.05,589.91,614.74,367.87,134.79,619.7,829.64,721.96,882.14,679.39,778.7,673.07,797.28,632.31,674.0,586.9,736.06,591.43,640.19,583.43,674.28,543.99,625.09,574.53,684.3,491.01,536.73,547.65,621.59,495.12,554.06,484.16,572.13,453.64,508.89,423.55
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.62,0.32,0.38,--,0.36,0.2,0.61,0.31,0.49,0.33,0.47,0.31,0.35,0.27,0.33,0.24,0.14,5.51
Total Income From Operations,918.48,837.14,944.63,797.67,903.47,819.12,958.15,778.59,900.21,829.76,943.02,665.25,841.3,614.12,267.05,589.91,614.74,367.87,134.79,619.7,829.64,721.96,882.14,679.39,778.7,673.07,797.28,632.31,674.0,586.9,736.06,591.43,640.81,583.75,674.66,543.99,625.45,574.73,684.91,491.32,537.22,547.98,622.06,495.44,554.41,484.43,572.46,453.87,509.03,429.05
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,73.32,71.51,54.91,59.29,49.91,55.71,65.24,64.68,40.04,74.72,82.17,70.0,74.14,70.5,33.15,14.39,67.46,27.89,0.17,96.76,49.33,73.12,37.76,69.62,58.69,79.38,73.02,58.91,67.65,61.57,81.4,65.04,80.19,77.37,81.85,43.08,49.84,97.15,112.73,48.39,115.33,101.23,80.86,82.55,88.17,92.92,79.44,74.06,71.32,75.33
Purchase of Traded Goods,242.68,289.54,296.58,316.99,305.5,343.37,332.11,320.57,202.24,404.89,360.4,385.63,292.5,260.82,155.51,239.23,82.35,109.07,35.21,287.5,173.52,330.29,282.31,317.72,200.7,319.05,248.66,264.05,202.77,249.75,267.66,246.25,172.94,267.13,211.07,171.09,122.93,268.97,275.15,241.74,110.49,223.76,180.63,163.41,171.08,207.65,174.14,179.99,128.18,194.24
Increase/Decrease in Stocks,86.89,2.53,75.37,-57.32,42.49,-55.04,36.21,-61.42,164.64,-106.08,-33.44,-173.47,31.57,-41.95,-71.59,23.08,148.19,45.51,44.95,-128.64,103.56,-88.62,79.42,-95.9,63.17,-100.79,51.0,-44.06,32.35,-47.9,1.72,-39.89,50.74,-70.23,43.48,23.41,131.31,-95.97,-31.53,-67.3,13.9,-73.98,37.03,-20.23,-16.93,-77.63,21.69,-45.74,37.2,-71.6
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,103.23,113.72,120.36,105.14,102.51,105.83,104.78,103.94,102.89,107.05,104.82,95.22,104.96,89.68,88.82,91.33,81.08,82.65,84.76,91.9,97.47,89.01,98.04,84.88,83.06,80.89,82.26,80.89,69.4,71.03,74.06,71.78,65.79,69.04,66.09,68.05,60.88,65.84,66.16,63.37,64.12,65.33,61.44,57.67,52.39,55.23,54.05,51.65,50.88,47.95
Depreciation,90.15,90.21,87.13,90.19,85.88,81.58,80.96,76.47,75.38,73.57,69.33,71.75,61.55,58.59,50.07,61.97,65.23,64.46,73.07,71.44,76.45,74.87,73.01,16.63,17.03,15.34,15.01,16.86,15.42,14.4,13.74,16.65,16.19,15.96,16.21,20.64,19.53,19.2,19.43,16.15,18.51,15.48,15.44,13.65,16.42,15.64,14.07,13.06,14.02,12.73
