Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1588.77,1281.92,1126.31,1214.68,1482.88,1331.64,1417.66,1464.57,1529.18,1284.55,1262.78,1364.68,1454.26,1116.58,1085.04,1135.05,1391.99,1184.42,1091.62,774.12,1144.97,1158.99,1144.57,1298.07,1267.02,1086.8,975.68,1095.36,1066.58,894.61,796.6,966.18,932.02,722.04,769.16,893.57,881.28,793.93,801.78,773.48,782.64,743.18,767.11,859.32,778.03,709.84,710.71,771.96,665.75,612.55
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.96,4.26,7.11,--,13.13,12.11,13.96,14.51,13.63,14.0,15.5,15.46,8.86,10.28,11.21,12.28,8.05
Total Income From Operations,1588.77,1281.92,1126.31,1214.68,1482.88,1331.64,1417.66,1464.57,1529.18,1284.55,1262.78,1364.68,1454.26,1116.58,1085.04,1135.05,1391.99,1184.42,1091.62,774.12,1144.97,1158.99,1144.57,1298.07,1267.02,1086.8,975.68,1095.36,1066.58,894.61,796.6,966.18,932.02,739.0,773.42,900.68,881.28,807.06,813.89,787.44,797.15,756.81,781.11,874.82,793.49,718.7,720.99,783.17,678.03,620.6
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,323.68,300.37,273.58,297.98,332.33,320.04,301.97,342.05,255.36,291.33,273.64,270.15,285.55,239.12,215.05,253.77,307.14,265.66,239.47,147.26,259.64,248.96,240.9,270.05,232.25,259.52,244.44,212.12,181.18,162.19,135.45,154.84,162.37,137.15,141.2,148.65,154.0,151.04,173.79,139.09,135.77,120.61,120.3,134.63,144.69,100.08,120.63,127.87,160.03,137.26
Purchase of Traded Goods,9.57,7.54,5.78,7.08,13.29,9.7,7.54,10.67,8.01,7.94,7.39,8.8,8.01,7.93,5.62,4.98,9.32,7.36,5.78,2.21,5.5,5.34,3.45,1.76,1.17,0.02,0.07,0.19,0.36,0.09,--,--,--,--,--,--,0.01,--,0.27,0.61,0.38,0.16,0.17,0.53,0.17,0.07,1.07,0.09,0.37,0.82
Increase/Decrease in Stocks,79.65,-4.51,-48.82,-33.81,27.33,-36.76,28.87,4.7,171.49,-102.69,-46.98,-64.19,70.14,-46.5,14.31,-51.93,53.78,-38.66,-31.4,52.1,-46.67,17.8,-5.76,-11.48,19.46,25.51,-33.68,5.53,36.54,0.4,-16.16,13.34,16.54,21.42,-8.14,-4.55,-13.31,4.17,-13.05,8.05,26.05,9.4,-34.06,-41.38,-14.42,29.53,17.23,6.82,-52.17,-27.31
Power & Fuel,274.87,293.42,284.71,288.65,308.75,302.96,--,--,355.87,--,420.94,--,324.82,309.0,225.4,240.21,235.23,--,209.38,--,233.24,222.94,239.31,266.85,278.77,232.02,229.59,239.87,220.83,206.81,209.18,226.64,199.66,153.66,171.31,199.48,201.6,194.85,193.53,184.96,203.6,206.05,224.63,233.23,191.39,193.19,180.29,202.53,154.59,153.75
Employees Cost,93.99,97.67,94.19,99.04,100.59,93.25,95.34,93.98,88.95,90.93,91.64,89.49,86.16,84.16,82.22,79.98,81.52,78.71,74.23,63.19,72.62,77.74,76.11,71.69,75.05,66.04,67.29,64.89,67.04,67.45,64.54,65.48,71.38,66.87,65.82,60.46,65.7,64.8,60.45,56.74,57.21,55.15,57.27,55.85,49.63,59.79,57.72,54.44,72.73,54.64
Depreciation,54.11,50.74,53.4,52.89,55.94,52.66,54.64,50.45,57.66,43.82,43.43,42.4,45.64,45.14,43.61,42.47,48.48,37.92,37.5,36.92,37.85,39.5,37.66,36.17,36.83,37.35,37.47,36.88,37.75,36.52,35.99,35.79,35.44,36.39,37.43,37.93,36.74,37.52,36.97,36.57,37.98,37.21,39.14,39.13,39.32,31.94,31.09,30.23,27.24,28.48
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,574.86,520.13,472.54,502.97,549.7,497.86,854.27,894.95,550.46,922.2,515.7,969.06,552.49,441.68,430.55,441.33,516.96,717.11,420.2,415.94,451.06,442.19,432.6,495.71,519.19,413.59,407.82,458.62,436.66,419.17,327.43,401.92,387.14,301.94,322.33,359.2,370.6,334.58,336.87,340.14,328.04,325.73,340.79,348.17,351.12,297.28,275.25,313.42,263.92,242.03
"P/L Before Other Inc. , Int., Excpt. Items & Tax",178.04,16.56,-9.07,-0.12,94.95,91.93,75.03,67.77,41.38,31.02,-42.98,48.97,81.45,36.05,68.28,124.24,139.56,116.32,136.46,56.5,131.73,104.52,120.3,167.32,104.3,52.75,22.68,77.26,86.22,1.98,40.17,68.17,59.49,21.57,43.47,99.51,65.94,20.1,25.06,21.28,8.12,2.5,32.87,104.66,31.59,6.82,37.71,47.77,51.32,30.93
Other Income,35.56,14.2,15.03,14.98,23.34,13.23,21.18,13.26,36.54,8.35,43.07,14.46,57.74,10.01,16.47,10.17,24.26,47.96,21.27,17.74,23.59,19.63,24.24,15.02,29.08,5.9,23.24,22.86,39.5,12.33,8.08,18.97,39.88,17.43,44.28,42.94,48.96,14.97,53.43,28.56,58.62,26.01,29.19,42.12,43.98,23.45,31.96,25.52,57.78,18.97
"P/L Before Int., Excpt. Items & Tax",213.6,30.76,5.96,14.86,118.29,105.16,96.21,81.03,77.92,39.37,0.09,63.43,139.19,46.06,84.75,134.41,163.82,164.28,157.73,74.24,155.32,124.15,144.54,182.34,133.38,58.65,45.92,100.12,125.72,14.31,48.25,87.14,99.37,39.0,87.75,142.45,114.9,35.07,78.49,49.84,66.74,28.51,62.06,146.78,75.57,30.27,69.67,73.29,109.1,49.9
Interest,20.57,26.71,26.13,25.87,23.07,30.41,28.75,28.89,24.29,29.77,28.24,24.7,22.11,25.4,25.62,27.4,28.37,32.18,33.17,35.99,44.68,45.97,49.56,45.02,41.61,44.33,45.16,46.96,43.87,36.94,44.6,39.8,35.79,50.66,30.31,22.47,18.59,19.23,23.33,19.1,18.65,20.9,19.61,19.21,19.81,20.15,24.89,20.74,9.94,17.13
P/L Before Exceptional Items & Tax,193.03,4.05,-20.17,-11.01,95.22,74.75,67.46,52.14,53.63,9.6,-28.15,38.73,117.08,20.66,59.13,107.01,135.45,132.1,124.56,38.25,110.64,78.18,94.98,137.32,91.77,14.32,0.76,53.16,81.85,-22.63,3.65,47.34,63.58,-11.66,57.44,119.98,96.31,15.84,55.16,30.74,48.09,7.61,42.45,127.57,55.76,10.12,44.78,52.55,99.16,32.77
Exceptional Items,--,--,--,--,7.03,--,-0.25,--,--,--,--,-25.46,-38.44,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-12.48,-6.82,--,--,--,18.96,-9.29,-27.95,-13.21,-12.84,--,--,--,-10.93,--,--,--,--,--
P/L Before Tax,193.03,4.05,-20.17,-11.01,102.25,74.75,67.21,52.14,53.63,9.6,-28.15,13.27,78.64,27.66,59.13,107.01,135.45,132.1,124.56,38.25,110.64,78.18,94.98,137.32,91.77,14.32,0.76,53.16,81.85,-22.63,3.65,34.86,56.76,-11.66,57.44,119.98,115.27,6.55,27.21,17.53,35.25,7.61,42.45,127.57,44.83,10.12,44.78,52.55,99.16,32.77
Tax,38.71,3.29,-3.51,-1.84,42.99,23.5,20.11,11.64,11.92,2.58,-11.05,-0.5,21.63,1.31,17.36,29.22,-92.56,43.4,40.73,10.28,19.27,23.68,27.17,35.16,4.32,7.33,-1.06,11.64,-25.6,1.89,-0.75,7.06,-2.39,-13.75,-0.99,25.65,9.73,-0.02,8.73,0.89,11.84,-7.39,9.99,28.05,18.63,-5.87,3.2,6.56,26.53,0.56
P/L After Tax from Ordinary Activities,154.32,0.76,-16.66,-9.17,59.26,51.25,47.1,40.5,41.71,7.02,-17.1,13.77,57.01,26.35,41.77,77.79,228.01,88.7,83.83,27.97,91.37,54.5,67.81,102.16,87.45,6.99,1.82,41.52,107.45,-24.52,4.4,27.8,59.15,2.09,58.43,94.33,105.54,6.57,18.48,16.64,23.41,15.0,32.46,99.52,26.2,15.99,41.58,45.99,72.63,32.21
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,154.32,0.76,-16.66,-9.17,59.26,51.25,47.1,40.5,41.71,7.02,-17.1,13.77,57.01,26.35,41.77,77.79,228.01,88.7,83.83,27.97,91.37,54.5,67.81,102.16,87.45,6.99,1.82,41.52,107.45,-24.52,4.4,27.8,59.15,2.09,58.43,94.33,105.54,6.57,18.48,16.64,23.41,15.0,32.46,99.52,26.2,15.99,41.58,45.99,72.63,32.21
Equity Share Capital,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,20.04,0.09,-2.16,-1.19,7.7,6.66,6.12,5.26,5.42,0.91,-2.22,1.79,7.4,3.42,5.43,10.1,29.61,11.52,10.89,3.63,11.87,7.08,8.8,13.27,11.36,0.91,0.24,5.39,13.95,-3.18,0.57,3.61,7.68,0.27,7.59,12.25,13.71,0.85,2.4,2.16,3.7,1.95,4.22,12.92,3.4,2.08,5.4,5.97,9.43,4.18
Diluted EPS,20.04,0.09,-2.16,-1.19,7.7,6.66,6.12,5.26,5.42,0.91,-2.22,1.79,7.4,3.42,5.43,10.1,29.61,11.52,10.89,3.63,11.87,7.08,8.8,13.27,11.36,0.91,0.24,5.39,13.95,-3.18,0.57,3.61,7.68,0.27,7.59,12.25,13.71,0.85,2.4,2.16,3.7,1.95,4.22,12.92,3.4,2.08,5.4,5.97,9.43,4.18
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
