Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,1243.25,1198.96,1143.47,1086.47,1080.56,1035.91,1028.03,1008.88,974.33,969.5,955.27,901.81,870.16,864.65,863.21,855.97,826.14,890.67,898.82,892.18,880.6,883.6,861.76,868.62,838.34,819.66,777.12,742.54,723.55,724.61,701.06,691.17,651.99,656.55,647.77,633.9,613.8,598.22,582.95,572.63,551.19,547.05,546.88,521.08,519.63,532.69,522.04,517.75,496.91,461.41
(b) Income on Investment,271.36,268.91,270.99,262.09,251.76,246.51,239.27,221.35,215.45,216.83,213.34,189.51,174.5,165.56,154.16,136.3,143.61,146.96,152.16,140.08,145.47,163.13,160.24,141.08,134.89,138.28,141.55,138.88,137.53,131.46,129.95,123.82,135.53,139.15,134.17,129.65,133.6,140.46,143.26,123.65,134.24,134.98,131.68,118.92,113.23,111.29,111.02,102.5,99.07,93.27
(c) Int. on balances With RBI,16.34,9.06,16.35,38.36,39.66,43.21,36.09,35.26,37.53,18.53,11.74,7.19,4.27,4.01,3.73,3.96,5.24,8.79,8.2,15.24,13.58,11.88,12.36,16.99,8.68,5.75,4.5,4.39,5.82,5.33,5.5,6.05,7.64,10.6,4.48,4.53,4.05,2.75,2.59,3.5,2.75,2.47,4.29,3.32,2.57,2.15,7.34,3.72,1.44,0.89
(d) Others,1.78,1.81,3.13,1.72,2.13,0.62,0.66,0.68,0.76,0.79,0.83,0.92,0.99,1.03,1.09,1.2,1.36,1.6,1.77,1.85,2.03,2.26,2.46,2.54,2.65,2.93,3.32,3.69,3.76,3.95,4.37,4.49,4.75,4.7,4.25,4.12,4.81,5.54,6.12,6.26,--,--,--,--,--,--,--,--,--,--
Other Income,251.22,228.39,226.32,192.13,175.23,192.88,182.07,191.48,195.02,224.33,173.47,217.54,202.95,160.0,202.75,195.65,145.08,229.77,169.32,160.59,179.31,142.37,194.97,163.29,146.89,119.83,118.55,129.11,119.82,121.69,155.25,135.33,125.85,142.8,104.19,111.11,107.26,103.31,94.52,104.89,105.47,97.79,90.15,110.7,90.84,64.77,61.74,83.85,80.56,65.89
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,932.4,890.99,851.46,843.47,827.54,810.31,765.62,743.62,713.81,649.91,613.29,574.53,549.25,545.27,543.93,549.83,547.83,558.98,585.82,612.4,622.18,633.6,625.28,612.36,563.95,548.53,528.46,514.73,502.72,500.23,486.02,483.15,489.35,504.02,489.48,492.18,491.81,494.12,494.83,482.41,483.51,474.74,476.63,456.61,450.77,448.59,450.56,436.63,424.12,392.14
Employees Cost,196.54,178.52,183.53,174.4,167.83,155.62,158.21,132.15,129.66,126.8,141.19,132.72,113.6,133.78,126.96,129.26,107.23,120.19,119.87,116.42,93.83,113.36,113.09,100.37,91.4,92.74,93.0,87.3,76.76,79.88,82.72,76.53,77.78,80.33,76.91,63.11,52.73,63.25,48.93,48.26,50.97,60.34,46.74,52.24,47.32,52.75,40.01,45.54,38.81,45.12
Other Expenses,214.04,201.61,197.09,189.41,202.16,189.15,175.67,167.61,162.57,155.92,143.72,162.59,150.17,146.58,148.95,130.97,181.67,140.2,139.92,125.09,169.88,147.85,146.95,128.41,138.32,138.32,127.63,117.18,116.73,110.49,107.33,104.22,110.99,95.87,91.73,92.24,94.93,86.03,80.49,83.11,80.35,78.92,76.78,72.5,84.21,74.91,70.79,64.09,65.38,52.88
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
