Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1860.47,1814.65,1794.09,1808.65,2003.66,2005.28,2007.66,1975.08,1897.36,1843.54,1775.02,1720.36,1725.28,1657.7,1628.17,1576.2,1578.34,1544.48,1592.15,1510.35,1488.93,1418.68,1469.64,1373.08,1422.38,1414.08,1295.1,1223.35,1309.43,1266.06,1253.81,1291.6,1280.49,1318.62,1248.52,1220.52,1222.13,1208.26,1178.76,1130.91,1083.42,1065.26,1097.81,1069.54,810.34,1159.83,1219.23,1140.65,1150.23,1089.23
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-614.08,--,--,--,--,0.01,25.35,24.9,3.32,--,--,--,4.0,42.35,--,--,--,--
Total Income From Operations,1860.47,1814.65,1794.09,1808.65,2003.66,2005.28,2007.66,1975.08,1897.36,1843.54,1775.02,1720.36,1725.28,1657.7,1628.17,1576.2,1578.34,1544.48,1592.15,1510.35,1488.93,1418.68,1469.64,1373.08,1422.38,1414.08,1295.1,1223.35,1309.43,1266.06,1253.81,1291.6,666.41,1318.62,1248.52,1220.52,1222.13,1208.27,1204.11,1155.81,1086.74,1065.26,1097.81,1069.54,814.34,1202.18,1219.23,1140.65,1150.23,1089.23
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,381.62,374.69,390.98,392.18,425.88,434.3,439.68,442.97,415.79,399.69,378.53,359.17,322.43,318.57,309.78,328.44,277.73,291.69,270.68,264.51,261.47,240.88,250.39,246.09,238.48,239.88,236.07,206.82,202.07,223.63,209.92,222.76,189.53,192.99,189.89,184.68,217.59,187.67,183.31,181.89,176.5,181.93,184.9,185.17,161.78,166.85,155.88,156.3,156.73,142.86
Depreciation,245.18,243.2,249.27,246.48,272.88,260.9,255.17,249.42,294.56,236.99,232.08,232.4,237.59,229.97,229.02,219.56,269.05,226.71,238.96,238.17,283.85,236.02,228.91,228.66,242.77,222.05,212.28,213.78,238.09,202.28,198.88,191.0,197.56,188.18,189.37,189.47,189.91,188.53,183.87,181.32,183.66,180.93,177.51,176.84,112.62,185.73,191.29,190.59,197.9,197.01
