Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1422.0,1353.89,1288.18,1397.54,1325.24,1264.04,1182.92,1333.76,1293.89,1176.01,1121.07,1241.71,1235.7,1090.6,1073.2,889.6,1138.7,935.2,883.1,490.6,688.0,1011.8,849.2,1039.6,976.2,1033.4,926.9,1017.2,927.1,970.3,861.4,870.4,882.2,779.1,758.9,967.9,855.7,788.2,781.1,920.2,795.8,855.9,799.5,910.3,815.1,806.3,719.6,858.8,781.4,758.0
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.1,2.8,2.9,--,2.7,3.2,3.4,3.4,3.4,2.8,3.4,1.9,3.2,3.8,3.2,3.3,2.9
Total Income From Operations,1422.0,1353.89,1288.18,1397.54,1325.24,1264.04,1182.92,1333.76,1293.89,1176.01,1121.07,1241.71,1235.7,1090.6,1073.2,889.6,1138.7,935.2,883.1,490.6,688.0,1011.8,849.2,1039.6,976.2,1033.4,926.9,1017.2,927.1,970.3,861.4,870.4,882.2,782.2,761.7,970.8,855.7,790.9,784.3,923.6,799.2,859.3,802.3,913.7,817.0,809.5,723.4,862.0,784.7,760.9
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,705.92,570.65,619.36,675.94,639.67,565.38,568.17,633.86,639.77,565.87,575.66,566.93,570.4,463.4,508.9,434.5,472.3,365.7,343.4,134.6,330.2,347.5,334.9,407.7,398.2,439.4,455.3,450.9,412.3,369.5,351.6,388.7,364.9,305.7,311.6,350.8,352.2,297.9,335.2,371.6,383.7,419.8,420.4,461.6,458.7,431.3,400.3,430.5,419.3,391.5
Purchase of Traded Goods,68.77,52.73,55.59,70.15,58.08,50.18,51.89,50.39,88.15,43.27,72.65,69.24,64.2,45.7,45.4,48.2,52.6,38.1,28.2,20.2,30.0,31.8,42.0,48.4,61.5,52.0,48.8,64.5,48.0,47.0,31.3,51.9,66.5,57.1,48.8,72.9,47.5,42.6,54.9,64.5,35.6,35.6,40.2,48.0,36.4,43.0,31.0,32.7,31.8,35.7
Increase/Decrease in Stocks,-35.97,22.67,-2.25,-27.65,-7.11,5.37,6.12,20.01,-42.88,34.74,-36.77,-7.4,-18.9,38.5,-13.4,-37.8,0.6,-24.0,-19.5,84.1,-64.7,49.0,6.6,23.1,-3.0,-4.7,-30.9,1.9,-30.9,22.3,10.7,-11.2,-27.2,0.8,-2.2,-5.8,-7.8,32.1,-8.2,8.0,-17.1,21.3,-10.1,12.5,-6.9,-1.6,-22.2,0.6,-8.2,7.3
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,67.5,77.02,81.27,77.43,77.08,77.21,69.19,67.41,77.77,72.69,63.45,66.21,70.2,63.2,59.4,59.3,50.1,69.7,53.2,43.2,53.7,56.0,53.3,53.7,50.1,55.9,48.1,52.5,46.9,50.7,46.2,48.9,49.8,40.1,45.8,42.6,44.1,43.2,46.7,44.5,42.2,37.3,41.9,43.3,39.1,30.8,43.2,38.5,33.5,37.0
Depreciation,24.55,25.42,24.52,26.12,23.71,25.01,22.87,21.82,22.73,20.82,20.78,19.57,20.2,20.9,20.4,19.9,21.5,22.3,21.5,20.6,22.2,18.3,18.6,16.6,16.2,14.6,13.5,13.2,14.3,10.3,11.1,11.8,12.3,10.8,10.7,14.9,8.6,9.1,9.4,9.4,11.1,10.9,8.4,8.4,8.4,8.2,7.9,7.3,7.1,8.0
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.2,55.2,80.7,--,53.6,49.6,60.4,75.9,51.2,48.6,71.4,62.1,50.9,42.7,68.3,54.5,37.7
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
