Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,6532.21,4882.5,4532.99,5798.11,5434.34,4400.62,3891.24,4823.7,4849.59,4119.71,3668.94,4230.14,4417.05,3652.25,3221.03,2598.2,3331.19,3165.85,2451.76,1479.12,2216.13,2269.87,2230.32,2711.97,2751.86,2518.43,2190.99,2596.34,2534.9,1965.77,1777.36,1860.54,1710.2,1493.61,1440.61,1466.81,1459.69,1320.6,1422.81,1243.3,1339.69,1236.22,1353.12,1267.05,1300.09,1174.03,1166.05,1044.06,1161.57,1052.09
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.4,11.63,--,--,9.81,10.81,9.04,9.6,11.22,11.97,9.82,9.91,10.41,7.9,7.24,8.03,6.28
Total Income From Operations,6532.21,4882.5,4532.99,5798.11,5434.34,4400.62,3891.24,4823.7,4849.59,4119.71,3668.94,4230.14,4417.05,3652.25,3221.03,2598.2,3331.19,3165.85,2451.76,1479.12,2216.13,2269.87,2230.32,2711.97,2751.86,2518.43,2190.99,2596.34,2534.9,1965.77,1777.36,1860.54,1710.2,1506.01,1452.24,1466.81,1459.69,1330.41,1433.62,1252.34,1349.29,1247.44,1365.09,1276.87,1310.0,1184.44,1173.95,1051.3,1169.6,1058.37
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,3494.01,2973.14,2443.89,3088.26,2825.88,2462.49,2262.85,2322.55,2538.7,2321.99,2065.68,2391.55,2487.64,2089.6,1900.06,1294.76,2003.04,1635.16,1262.72,489.59,1107.16,1068.11,1115.48,1111.31,1135.65,1123.76,1162.11,1091.52,1043.78,809.98,867.55,865.38,913.56,753.54,751.51,850.08,781.96,645.91,713.15,734.4,650.63,615.88,760.68,757.32,704.11,654.58,669.09,515.19,651.59,516.61
Purchase of Traded Goods,742.74,716.63,890.27,737.84,569.95,587.77,574.85,687.45,830.73,673.27,704.82,785.76,600.17,458.1,462.86,310.35,579.48,482.43,375.6,177.95,307.21,256.11,288.41,422.17,470.36,634.2,369.41,539.7,572.67,623.3,253.84,270.15,109.53,107.42,159.56,116.79,92.57,120.72,115.17,64.23,80.59,96.09,137.76,84.76,77.75,84.77,106.5,90.67,120.19,107.03
Increase/Decrease in Stocks,197.27,-487.76,-331.5,123.86,253.66,-116.35,-242.45,347.87,2.63,-235.51,-234.88,-173.44,34.47,-74.7,-245.4,66.15,-498.39,-158.42,-172.79,298.53,0.21,52.34,-45.89,165.37,124.77,-182.91,-179.66,-10.36,-43.68,-246.94,-96.26,61.0,18.39,53.18,-64.95,-120.14,-15.75,9.86,-31.36,-57.39,95.05,40.29,-75.16,-65.47,24.58,-4.09,-57.86,33.18,-23.51,36.28
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,469.33,464.11,460.21,458.17,417.87,376.21,376.61,355.22,326.16,326.61,306.81,302.08,275.32,257.41,249.43,232.49,258.51,235.8,214.49,176.53,198.91,219.39,239.45,241.32,221.31,210.78,203.35,196.98,163.7,162.49,161.68,161.86,131.15,123.79,121.57,123.89,100.41,96.07,87.76,86.55,80.26,80.76,78.26,73.44,64.73,52.67,53.0,53.9,41.64,47.21
Depreciation,108.0,104.09,94.62,92.01,93.37,87.66,81.18,76.27,77.4,74.57,72.08,72.06,70.72,66.19,62.34,61.58,64.99,64.38,59.09,60.4,62.5,55.19,53.1,46.91,39.07,35.32,39.14,35.04,34.74,36.31,34.89,33.58,30.77,30.1,30.78,27.98,27.41,26.6,26.13,24.77,21.29,22.95,22.48,20.79,16.0,16.13,15.92,15.58,15.6,14.62
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,142.27,177.66,130.1,172.37,132.09,176.34,84.63,134.3,109.52,127.82,86.69,113.37,68.83,100.27,32.55,45.17,55.76,51.37,19.36,6.06,32.45,77.33,74.19,136.97,102.97,91.52,74.14,115.61,104.6,78.64,50.87,73.47,--,--,--,48.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,8.61,2.8,28.12,3.39,3.77,7.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,717.26,604.28,531.88,638.02,594.31,474.32,461.26,573.93,511.08,481.8,452.75,449.43,430.09,381.23,377.9,296.17,427.14,411.44,331.7,199.6,324.88,329.25,324.61,359.18,373.95,346.5,299.13,350.64,336.11,276.08,282.77,256.24,307.96,275.13,274.16,247.16,278.75,272.74,361.13,264.83,261.42,234.12,280.23,264.71,261.64,226.6,233.71,224.95,230.85,215.06
"P/L Before Other Inc. , Int., Excpt. Items & Tax",652.72,327.55,285.4,484.19,543.44,344.95,292.31,326.11,453.37,349.16,214.99,289.33,449.81,374.15,381.29,291.53,440.66,443.69,361.59,70.46,182.81,212.15,180.97,228.74,283.78,259.26,223.37,277.21,322.98,225.91,222.02,138.86,198.84,162.85,179.61,172.42,194.34,158.51,161.64,134.95,160.05,157.35,160.84,141.32,161.19,153.78,153.59,117.83,133.24,121.56
Other Income,68.65,64.03,92.76,77.03,75.71,55.94,52.39,64.69,46.81,39.9,43.33,46.98,44.16,48.8,33.27,34.19,37.21,39.17,79.23,32.21,19.53,23.99,29.23,39.7,30.95,33.06,34.32,29.22,25.74,27.76,28.69,34.8,41.93,26.4,25.3,31.44,29.79,13.38,9.8,16.96,12.42,8.85,11.45,11.54,14.05,10.66,7.81,3.2,3.39,1.53
"P/L Before Int., Excpt. Items & Tax",721.37,391.58,378.16,561.22,619.15,400.89,344.7,390.8,500.18,389.06,258.32,336.31,493.97,422.95,414.56,325.72,477.87,482.86,440.82,102.67,202.34,236.14,210.2,268.44,314.73,292.32,257.69,306.43,348.72,253.67,250.71,173.66,240.77,189.25,204.91,203.86,224.13,171.89,171.44,151.91,172.47,166.2,172.29,152.86,175.24,164.44,161.4,121.03,136.63,123.09
Interest,15.22,9.39,10.08,8.55,17.71,10.2,9.33,8.47,9.75,7.28,6.83,9.76,19.05,12.3,11.11,10.95,23.5,15.15,17.27,16.72,4.6,5.26,5.14,4.72,6.14,3.56,3.66,2.55,8.36,5.49,6.72,3.4,7.1,1.53,1.9,1.62,4.62,1.96,3.12,3.03,1.2,7.15,5.91,3.31,6.73,8.51,6.05,5.64,2.66,5.75
P/L Before Exceptional Items & Tax,706.15,382.19,368.08,552.67,601.44,390.69,335.37,382.33,490.43,381.78,251.49,326.55,474.92,410.65,403.45,314.77,454.37,467.71,423.55,85.95,197.74,230.88,205.06,263.72,308.59,288.76,254.03,303.88,340.36,248.18,243.99,170.26,233.67,187.72,203.01,202.24,219.51,169.93,168.32,148.88,171.27,159.05,166.38,149.55,168.51,155.93,155.35,115.39,133.97,117.34
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-9.07,20.98,--,--,-76.76,18.95,--,--,202.39,--,--,--,--,--,--,--,--,--,--,--,--,--
