Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,103.89,831.27,923.45,873.72,965.93,1130.1,1087.28,1117.14,1186.54,1149.46,1209.44,1169.88,1187.44,1064.75,1012.9,832.42,809.94,761.12,599.63,393.39,770.47,854.44,851.18,855.64,842.27,940.87,1949.77,2069.61,2087.28,2003.79,1791.53,2049.47,2055.02,1762.81,1985.21,2024.4,1960.61,1872.67,1881.78,1944.38,2035.93,1770.0,1642.9,1838.93,1767.54,1584.23,1551.19,1573.42,1577.34,1499.79
Other Operating Income,0.12,--,--,--,136.61,90.88,15.79,--,21.47,18.74,21.75,17.93,22.31,--,--,9.55,18.36,10.67,11.38,6.06,16.17,22.96,34.0,18.71,96.49,10.24,139.12,118.6,128.67,65.6,30.16,68.86,63.1,36.49,48.71,46.86,82.56,47.68,62.23,69.42,69.58,77.57,62.93,48.44,81.53,55.1,35.5,17.41,32.46,20.32
Total Income From Operations,104.01,831.27,923.45,873.72,1102.54,1220.98,1103.07,1117.14,1208.01,1168.2,1231.19,1187.81,1209.75,1064.75,1012.9,841.97,828.3,771.79,611.01,399.45,786.64,877.4,885.18,874.35,938.76,951.11,2088.89,2188.21,2215.95,2069.39,1821.69,2118.33,2118.12,1799.3,2033.92,2071.26,2043.17,1920.35,1944.01,2013.8,2105.51,1847.57,1705.83,1887.37,1849.07,1639.33,1586.69,1590.83,1609.8,1520.11
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,485.63,534.11,545.56,573.95,687.45,631.87,647.84,675.31,709.85,652.3,693.91,675.34,608.26,522.88,469.82,442.24,386.48,281.36,207.41,422.01,446.76,428.77,457.88,460.65,457.98,626.07,662.87,580.58,571.95,538.04,652.33,645.94,612.16,650.59,686.57,674.45,597.17,713.07,725.99,724.66,610.19,646.61,776.9,680.44,580.99,546.63,586.44,558.6,508.71
Purchase of Traded Goods,--,4.01,3.48,2.5,1.33,20.83,19.29,16.69,-3.06,30.6,2.92,14.18,47.44,41.95,70.1,64.04,23.15,45.21,8.12,2.99,16.59,15.26,13.19,3.18,1.85,4.48,4.91,0.49,0.88,1.81,--,--,0.1,--,--,0.58,--,0.08,--,10.13,9.88,0.51,1.91,1.62,0.54,1.56,1.59,1.27,3.35,6.45
Increase/Decrease in Stocks,-0.19,19.76,49.37,-14.03,15.59,-5.4,61.4,-14.72,20.37,-45.64,0.32,-35.99,31.99,-27.18,6.4,-67.92,3.6,12.68,46.29,-16.35,-20.95,-8.93,16.95,-21.06,-25.53,4.83,19.91,-28.54,84.06,34.98,-9.18,-118.34,65.48,-12.88,-9.19,55.95,23.88,67.61,-29.25,-10.52,-32.49,33.6,-85.96,-52.64,1.71,18.19,42.62,-52.1,-12.29,29.96
Power & Fuel,--,--,--,--,115.07,123.37,123.21,--,133.72,166.24,191.92,188.73,133.78,--,--,99.31,96.92,97.68,85.03,57.14,91.99,106.56,107.2,103.56,108.35,127.63,393.02,391.93,382.44,407.77,360.62,428.82,399.21,358.44,360.26,385.77,400.79,406.1,423.28,439.74,441.08,453.24,398.64,365.13,368.44,354.62,345.27,318.56,332.46,352.5
Employees Cost,5.72,62.15,57.01,51.0,51.97,66.18,70.52,64.4,64.7,69.8,67.67,64.45,59.08,69.43,69.28,64.8,52.45,62.6,58.83,58.27,65.6,64.1,67.67,61.71,57.71,69.94,137.62,127.69,156.8,168.4,165.42,177.69,167.85,160.7,172.71,165.94,166.9,155.6,159.12,158.75,178.01,159.17,140.92,138.2,108.89,133.12,131.07,128.46,133.67,121.3
Depreciation,13.36,53.41,53.11,52.76,52.22,58.64,57.44,56.75,55.7,55.94,55.91,55.25,56.0,58.25,57.44,56.36,57.22,57.8,57.3,56.7,57.37,57.92,57.98,54.49,47.56,47.74,77.77,77.83,79.05,76.17,79.72,77.0,85.12,73.46,73.82,73.6,72.75,66.73,67.63,67.87,56.4,70.66,63.5,58.65,88.78,86.88,89.29,89.67,89.34,87.32
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1.81,-1.93,-2.82,-1.59,--,--
Other Expenses,33.37,187.49,189.54,185.43,105.94,118.44,113.03,241.49,157.38,119.81,107.88,101.94,104.1,246.94,211.47,90.94,116.84,76.13,63.32,55.83,101.48,83.76,76.34,75.54,103.99,82.94,530.12,599.66,673.7,552.82,480.61,624.48,624.54,466.77,634.73,569.79,599.33,536.95,534.14,534.84,574.11,494.62,448.04,453.22,507.39,384.73,373.75,392.73,431.11,386.11
"P/L Before Other Inc. , Int., Excpt. Items & Tax",51.75,18.82,36.83,50.5,186.47,151.47,26.31,104.69,103.89,61.6,152.27,105.34,102.02,67.1,75.33,64.62,35.88,33.21,10.76,-22.54,52.55,111.97,117.08,139.05,184.18,155.57,299.47,356.28,258.44,255.49,206.46,276.35,129.88,140.65,151.0,133.06,105.07,90.11,76.02,87.0,153.86,25.58,92.17,146.29,94.69,81.17,59.29,127.39,73.56,27.76
Other Income,58.86,47.59,40.55,35.41,28.16,40.85,30.81,35.13,20.59,13.81,16.68,10.46,13.36,11.14,27.16,15.95,10.95,38.1,17.28,13.31,19.37,11.75,5.3,6.76,69.78,6.11,21.83,21.17,20.21,17.18,22.88,23.51,28.91,15.46,18.73,12.53,17.55,43.97,13.88,9.39,4.03,10.68,10.86,7.46,7.89,6.63,8.98,4.76,4.56,7.63
"P/L Before Int., Excpt. Items & Tax",110.61,66.41,77.38,85.91,214.63,192.32,57.12,139.82,124.48,75.41,168.95,115.8,115.38,78.24,102.49,80.57,46.83,71.31,28.04,-9.23,71.92,123.72,122.38,145.81,253.96,161.68,321.3,377.45,278.65,272.67,229.34,299.86,158.79,156.11,169.73,145.59,122.62,134.08,89.9,96.39,157.89,36.26,103.03,153.75,102.58,87.8,68.27,132.15,78.12,35.39
Interest,40.36,41.91,39.55,22.89,19.51,26.32,33.2,38.91,24.15,23.35,22.93,18.76,20.17,18.22,18.22,18.42,20.49,20.62,21.59,25.65,29.02,25.65,16.45,21.87,10.8,24.82,90.0,99.92,105.95,109.88,119.3,116.56,119.71,136.12,139.68,141.72,133.46,142.79,148.96,148.92,139.26,139.84,109.26,96.26,93.7,90.47,91.13,87.5,72.89,82.58
P/L Before Exceptional Items & Tax,70.25,24.5,37.83,63.02,195.12,166.0,23.92,100.91,100.33,52.06,146.02,97.04,95.21,60.02,84.27,62.15,26.34,50.69,6.45,-34.88,42.9,98.07,105.93,123.94,243.16,136.86,231.3,277.53,172.7,162.79,110.04,183.3,39.08,19.99,30.05,3.87,-10.84,-8.71,-59.06,-52.53,18.63,-103.58,-6.23,57.49,8.88,-2.67,-22.86,44.65,5.23,-47.19
Exceptional Items,-156.89,--,--,--,--,--,--,-64.4,134.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,-86.64,24.5,37.83,63.02,195.12,166.0,23.92,36.51,234.54,52.06,146.02,97.04,95.21,60.02,84.27,62.15,26.34,50.69,6.45,-34.88,42.9,98.07,105.93,123.94,243.16,136.86,231.3,277.53,172.7,162.79,110.04,183.3,39.08,19.99,30.05,3.87,-10.84,-8.71,-59.06,-52.53,18.63,-103.58,-6.23,57.49,8.88,-2.67,-22.86,44.65,5.23,-47.19
Tax,-13.61,6.16,13.94,22.16,58.04,50.92,8.64,12.81,57.74,19.54,50.12,33.95,28.51,21.51,29.87,21.97,11.38,-2.41,1.66,-12.07,-73.69,35.0,-100.24,44.0,89.66,48.38,71.2,96.0,64.0,65.53,34.5,63.06,2.25,6.1,-11.05,2.94,-8.54,-0.21,-27.61,-9.3,6.82,-40.0,-7.0,-9.0,12.37,-4.25,8.75,7.0,4.18,-18.0
P/L After Tax from Ordinary Activities,-73.03,18.34,23.89,40.86,137.08,115.08,15.28,23.7,176.8,32.52,95.9,63.09,66.7,38.51,54.4,40.18,14.96,53.1,4.79,-22.81,116.59,63.07,206.17,79.94,153.5,88.48,160.1,181.53,108.7,97.26,75.54,120.24,36.83,13.89,41.1,0.93,-2.3,-8.5,-31.45,-43.23,11.81,-63.58,0.77,66.49,-3.49,1.58,-31.61,37.65,1.05,-29.19
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1.41,--,--,--,16.9,--
Extra Ordinary Items,-8.21,-5.42,-9.6,-10.59,-139.97,--,--,--,--,--,--,--,--,--,11.78,-4.24,-4.92,-5.12,-4.43,-4.07,-2.59,-5.63,-4.64,113.52,74.12,45.79,-3.58,-18.87,--,-7.32,-22.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,-81.24,12.92,14.29,30.27,-2.89,115.08,15.28,23.7,176.8,32.52,95.9,63.09,66.7,38.51,66.18,35.94,10.04,47.98,0.36,-26.88,114.0,57.44,201.53,193.46,227.62,134.27,156.52,162.66,108.7,89.94,52.78,120.24,36.83,13.89,41.1,0.93,-2.3,-8.5,-31.45,-43.23,11.81,-63.58,0.77,66.49,-4.9,1.58,-31.61,37.65,17.95,-29.19
Equity Share Capital,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,111.69,101.51,101.51,101.51,93.04,93.04,93.04,93.04,93.04,93.04,93.04,93.04,93.04
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,-7.35,1.15,1.28,2.72,-0.26,10.4,1.38,2.14,15.83,2.91,8.59,5.65,5.97,3.45,5.92,3.22,0.9,4.29,0.03,-2.4,10.21,5.15,18.04,17.32,20.38,12.02,14.01,14.56,9.73,8.71,4.72,10.77,3.3,1.24,3.68,0.08,-0.21,-0.83,-3.1,-4.26,1.27,-6.83,0.08,7.15,-0.53,0.17,-3.4,4.05,1.93,-3.14
Diluted EPS,-7.35,1.15,1.27,2.7,-0.26,10.4,1.38,2.14,15.83,2.91,8.59,5.65,5.97,3.45,5.92,3.22,0.9,4.29,0.03,-2.4,10.21,5.15,18.04,17.32,20.38,12.02,14.01,14.56,9.73,8.05,4.72,10.77,3.3,1.24,3.68,0.08,-0.21,-0.83,-3.1,-4.26,1.27,-6.42,0.07,7.04,-0.53,0.17,-3.4,4.05,1.93,-3.14
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.56,5.53,5.53,5.53,5.53,5.52,5.52,5.52,5.52,5.52
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54.78,59.44,59.44,59.44,59.44,59.3,59.29,59.29,59.28,59.28
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.32,3.47,3.47,3.52,3.47,3.52,3.74,3.74,3.74,3.74
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94.01,92.65,92.65,94.12,92.65,93.81,99.65,99.55,99.65,99.65
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42.51,37.28,37.28,37.87,37.28,37.88,40.24,40.24,40.24,40.24
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
