Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,60415.79,59923.95,59389.81,58714.89,58144.98,56772.58,54294.5,38007.95,35642.78,33641.41,30409.39,27402.28,25908.86,24895.49,24114.94,23592.73,23811.63,23580.69,23404.85,24037.37,24044.58,23424.63,22513.98,21804.69,21019.49,20306.29,18827.68,17390.73,16663.37,16156.61,15355.75,14486.06,13507.45,13175.64,12901.36,12470.81,11948.89,11483.49,10948.34,10447.14,9828.69,9543.18,9073.85,8735.07,8487.01,8183.06,7692.11,7324.74,7086.53,6721.67
(b) Income on Investment,14427.17,13717.1,12631.6,12543.82,11597.75,12215.78,11639.51,8911.24,8376.44,8039.22,7701.93,7193.57,6576.53,6525.82,6450.64,6493.14,6166.33,5831.91,5618.39,5597.64,5090.7,5203.14,5091.69,5247.79,5046.92,5319.01,5042.24,4589.29,4222.64,4100.3,4006.46,3892.97,4267.69,4049.34,3818.07,3809.24,3789.6,3651.42,3397.67,3281.34,3057.19,2695.61,2613.8,2339.01,2217.9,2309.4,2291.73,2217.82,2095.85,1892.96
(c) Int. on balances With RBI,601.12,757.56,674.74,472.89,459.64,376.07,412.91,791.85,308.65,231.66,160.24,296.24,695.45,863.19,690.9,302.83,314.87,558.34,841.56,626.48,629.02,608.29,416.42,175.2,111.5,98.24,93.58,332.38,196.81,112.38,106.49,108.2,165.26,186.88,139.67,40.21,48.92,59.52,174.86,78.31,110.06,137.94,147.63,121.47,76.42,85.15,84.15,110.27,77.8,67.73
(d) Others,2016.03,1608.27,1320.76,1301.55,1270.38,1218.18,1351.47,875.77,791.49,795.48,314.82,279.95,267.88,183.55,96.89,94.27,130.76,108.76,112.17,116.48,120.76,133.66,144.19,163.91,155.34,166.72,236.06,236.58,238.26,211.98,201.58,181.49,174.0,193.74,210.84,195.76,209.34,216.69,251.65,234.27,10.43,19.1,12.35,24.53,7.23,13.07,25.35,10.13,63.73,25.26
Other Income,12027.88,11453.56,11482.73,10668.11,18166.25,11137.04,10707.84,9229.85,8731.18,8499.84,7595.58,6388.23,7637.06,8183.55,7400.79,6288.5,7593.91,7443.22,6092.45,4075.31,6032.57,6669.28,5588.72,4970.25,4871.21,4921.01,4015.59,3818.06,4228.58,3869.17,3605.9,3516.66,3446.26,3142.67,2900.95,2806.61,2865.86,2872.19,2551.76,2461.91,2563.76,2534.91,2047.1,1850.57,2001.42,2148.27,1844.35,1925.6,1803.63,1798.89
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,45394.31,45353.63,43903.01,43196.0,42395.93,42111.27,40313.16,24987.74,21767.53,19719.94,17565.22,15690.62,14575.98,14024.57,13668.98,13474.01,13303.44,13762.09,14200.58,14712.55,14681.0,15196.82,14651.24,14097.34,13243.76,13313.51,12436.15,11735.41,10663.37,10266.93,9918.21,9297.98,9059.3,9296.51,9076.35,8734.58,8543.41,8342.61,8091.62,7652.29,6993.22,6695.9,6336.64,6048.47,5835.92,5955.91,5616.81,5244.26,5028.65,4908.77
Employees Cost,6115.94,5950.41,5985.3,5848.88,6936.19,5351.76,5170.19,4782.07,4362.06,4126.23,3523.83,3500.24,3144.64,3154.42,2967.05,2765.58,2678.85,2630.12,2542.38,2513.44,2498.26,2454.96,2355.07,2217.38,2074.4,1967.64,1909.21,1810.51,1741.2,1691.26,1715.77,1657.51,1552.65,1688.63,1657.21,1585.17,1497.95,1431.27,1413.97,1359.01,1325.56,1132.53,1166.94,1125.93,1061.24,972.97,1035.69,1109.08,1005.33,1003.93
Other Expenses,11441.04,11156.0,10905.59,10771.74,11032.64,10609.32,10229.0,9274.83,9100.05,8337.37,7700.74,7001.57,7008.15,6696.66,6310.84,5394.85,6502.44,5944.69,5512.68,4398.02,5779.55,5441.81,5050.61,4899.88,5042.7,4751.7,4389.84,4173.37,4309.43,4040.96,3824.28,3709.95,3669.31,3153.88,3212.78,3183.69,3086.34,2773.57,2775.8,2641.78,2529.4,2323.75,2330.96,2052.48,2113.48,1922.1,1898.52,1929.11,2130.84,1570.18
