Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,484.94,439.77,385.82,376.28,396.63,358.66,314.83,350.71,451.41,423.5,366.4,386.83,398.37,366.96,324.44,313.85,324.04,296.63,307.7,204.74,265.03,251.6,263.85,241.79,244.27,226.01,241.74,243.11,208.42,221.45,218.11,225.43,200.53,153.51,182.33,164.02,189.36,144.73,150.76,149.84,145.59,145.58,123.86,129.54,123.79,109.7,99.23,114.44,104.52,124.54
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.31,0.18,0.37,0.18,0.47,0.37,0.53,0.38,0.31,0.33,0.54,0.58,0.36,0.64,0.41,0.49,0.38
Total Income From Operations,484.94,439.77,385.82,376.28,396.63,358.66,314.83,350.71,451.41,423.5,366.4,386.83,398.37,366.96,324.44,313.85,324.04,296.63,307.7,204.74,265.03,251.6,263.85,241.79,244.27,226.01,241.74,243.11,208.42,221.45,218.11,225.43,200.53,153.82,182.51,164.38,189.55,145.2,151.13,150.37,145.97,145.88,124.19,130.08,124.37,110.05,99.87,114.85,105.01,124.92
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,210.48,223.41,178.66,167.77,176.54,174.1,138.95,160.98,152.62,198.38,184.9,185.63,187.35,157.86,149.95,150.96,157.54,138.58,143.24,80.77,126.98,124.29,119.79,116.51,105.94,112.9,111.28,111.31,99.8,68.05,89.12,86.47,91.92,62.41,75.89,71.79,82.96,61.96,67.09,72.21,70.19,67.91,62.56,59.4,56.57,52.62,47.48,51.92,52.83,55.97
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.15,3.67,4.82,4.19,4.53,5.77,3.86,3.34,3.24,2.32,3.14,2.91,1.72,2.85,1.27,0.94,2.11,2.02,2.12,4.69,1.18,0.87,0.34,2.04,1.7,1.01
Increase/Decrease in Stocks,19.23,-21.44,-3.77,3.36,27.05,2.57,2.62,-15.55,33.95,-7.21,-23.24,-9.77,2.57,4.15,-5.27,-9.31,-4.29,-2.7,-6.57,4.42,-6.08,-17.2,2.21,-1.6,15.74,-14.11,5.42,-5.95,-10.61,16.96,-4.08,4.17,-15.44,-2.65,-0.3,-9.66,3.02,5.19,-5.14,-2.06,1.9,4.52,-6.05,0.81,3.47,-2.83,-3.84,2.51,0.54,3.45
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,52.08,52.69,55.95,57.19,57.92,53.86,39.03,58.69,56.24,55.88,46.89,43.97,39.4,42.59,39.36,39.58,32.48,29.37,28.3,29.05,29.97,29.3,27.0,25.56,23.24,24.71,23.76,25.25,24.08,23.68,21.77,21.27,21.37,18.75,18.18,18.37,19.19,14.89,15.43,16.07,15.23,15.15,13.86,16.67,11.57,11.97,11.56,13.18,14.69,9.76
Depreciation,18.83,17.39,17.1,16.57,16.0,15.57,14.41,11.59,7.06,12.21,11.84,11.49,11.18,11.18,10.97,10.92,10.65,10.13,10.01,9.87,10.25,8.32,7.71,7.45,6.41,6.31,6.21,6.94,7.47,9.3,10.92,10.49,10.42,6.07,5.99,5.87,5.89,5.91,4.6,4.51,5.22,4.53,4.39,4.49,5.16,5.09,5.24,5.06,4.92,4.96
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,91.23,93.37,83.24,84.53,84.47,88.7,73.34,62.05,84.53,68.54,67.84,67.1,73.29,64.23,56.84,54.64,54.08,49.05,49.25,38.42,46.95,50.04,47.26,40.57,47.0,46.4,46.11,45.2,44.57,54.64,54.59,50.75,60.4,42.6,44.97,41.27,46.79,37.3,40.78,37.63,38.18,37.45,37.83,36.26,38.25,34.36,27.89,27.33,38.28,33.16
"P/L Before Other Inc. , Int., Excpt. Items & Tax",93.09,74.35,54.64,46.86,34.65,23.86,46.48,72.95,117.01,95.7,78.17,88.41,84.58,86.95,72.58,67.07,73.59,72.2,83.47,42.21,56.96,56.84,59.88,53.29,45.79,46.12,44.13,56.18,38.59,43.06,41.94,48.93,28.62,24.31,34.64,33.83,29.97,17.09,27.1,21.07,13.13,14.31,9.48,7.77,8.17,7.98,11.2,12.81,-7.96,16.61
Other Income,11.95,11.08,12.46,20.05,15.15,14.26,26.39,11.58,8.63,9.69,8.44,14.24,14.12,7.18,8.54,7.63,19.71,9.11,8.81,35.61,5.28,11.04,8.66,6.36,12.95,10.37,7.67,3.78,20.11,22.98,21.23,26.3,10.96,6.86,6.3,5.76,7.81,3.96,8.86,4.07,10.66,4.8,5.69,3.82,13.28,3.03,6.72,6.33,4.46,2.69
"P/L Before Int., Excpt. Items & Tax",105.04,85.43,67.1,66.91,49.8,38.12,72.87,84.53,125.64,105.39,86.61,102.65,98.7,94.13,81.11,74.7,93.3,81.3,92.28,77.82,62.24,67.88,68.54,59.65,58.75,56.49,51.8,59.96,58.7,66.04,63.17,75.23,39.58,31.17,40.94,39.59,37.77,21.05,35.95,25.14,23.78,19.1,15.17,11.59,21.46,11.0,17.92,19.15,-3.5,19.29
Interest,0.55,0.66,1.29,0.69,1.3,0.64,1.42,1.6,0.75,0.69,0.29,0.32,0.55,0.42,0.28,0.4,0.6,0.29,0.3,0.23,0.49,0.4,0.3,0.42,0.22,0.17,0.03,0.04,0.56,0.04,0.03,0.03,0.29,0.03,0.03,0.15,0.82,1.09,0.8,0.5,0.35,0.17,0.86,0.17,1.69,1.41,1.1,1.2,2.04,1.3
P/L Before Exceptional Items & Tax,104.49,84.77,65.81,66.22,48.5,37.48,71.45,82.93,124.89,104.7,86.32,102.33,98.15,93.71,80.83,74.31,92.7,81.01,91.98,77.59,61.75,67.49,68.23,59.24,58.52,56.32,51.76,59.92,58.14,66.01,63.14,75.2,39.29,31.14,40.91,39.44,36.96,19.95,35.16,24.65,23.43,18.93,14.31,11.42,19.77,9.59,16.82,17.95,-5.53,17.99
