Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,618.78,542.67,421.5,532.98,856.1,413.07,439.34,315.79,485.31,513.87,585.23,624.33,676.46,679.8,564.86,239.64,613.46,524.85,233.36,152.31,440.53,351.76,549.77,507.27,464.57,439.12,376.39,525.83,293.66,334.09,356.21,405.26,465.49,433.87,342.99,369.48,297.58,333.1,269.64,283.95,294.5,187.84,276.35,121.71,345.11,143.14,135.21,120.34,270.01,129.51
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.33,12.69,16.92,11.24,10.3,11.68,8.96,7.36,9.9,49.02,40.67,41.4,38.83,36.35,34.86,28.6,27.42
Total Income From Operations,618.78,542.67,421.5,532.98,856.1,413.07,439.34,315.79,485.31,513.87,585.23,624.33,676.46,679.8,564.86,239.64,613.46,524.85,233.36,152.31,440.53,351.76,549.77,507.27,464.57,439.12,376.39,525.83,293.66,334.09,356.21,405.26,465.49,447.2,355.68,386.4,308.82,343.4,281.32,292.91,301.86,197.74,325.37,162.38,386.51,181.97,171.56,155.2,298.61,156.94
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,73.56,17.36,18.17,11.57,21.78,15.19,13.69,7.74,5.05,4.71,5.17,5.48,5.73,6.96,8.5,6.36,10.5,8.22,5.86,3.74,9.89,14.97,19.96,12.39,25.37,16.71,19.22,14.67,27.35,25.39,20.08,16.97,18.68,18.64,23.51,17.3,50.31,35.0,32.27,26.5,39.45,22.17,44.06,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-656.69,-155.78,-143.78,-91.46,136.33,-1068.64,-205.6,-81.58,-721.36,45.4,130.62,157.08,-265.61,214.43,52.37,-2.53,-32.59,-69.1,0.88,4.76,-22.78,28.42,165.62,-119.82,-56.13,-47.29,-216.52,-177.49,-79.58,-10.7,25.78,-16.19,43.26,33.56,12.3,43.78,-99.13,-15.23,-113.23,-20.46,-70.57,-136.0,14.41,-0.98,20.5,25.03,21.35,15.72,31.92,59.97
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,66.99,62.11,57.18,51.28,47.23,45.9,41.88,40.1,41.55,37.78,32.1,36.0,42.54,32.53,30.05,25.16,27.9,25.33,14.64,21.85,21.3,32.51,31.39,36.19,27.39,22.52,30.63,27.38,17.48,32.98,33.27,32.19,33.58,30.27,31.06,29.05,23.93,33.87,25.35,23.99,26.68,18.6,23.97,16.01,20.87,14.84,18.02,12.07,21.88,13.77
Depreciation,20.44,21.05,19.64,18.65,20.1,21.84,18.74,17.56,21.4,20.43,19.11,18.58,19.93,22.14,22.44,19.88,22.7,23.12,20.56,20.2,17.71,21.54,18.48,17.87,21.35,16.16,14.98,15.73,18.48,27.34,22.79,22.42,25.96,27.95,26.56,28.24,30.3,23.02,22.47,22.19,19.08,25.92,24.94,22.33,19.69,20.04,19.29,18.65,18.67,18.96
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
