Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1511.69,1448.46,1342.71,1322.87,1382.93,1324.48,1237.55,1216.55,1337.08,1325.28,1293.31,1165.91,1254.75,1123.57,864.79,966.17,1034.92,864.42,414.19,724.13,855.64,800.07,786.55,779.32,855.45,797.91,732.78,716.77,704.59,702.83,666.66,676.28,720.0,663.22,621.37,629.71,652.31,651.44,619.6,571.0,588.85,581.66,526.94,502.89,505.41,471.02,453.19,445.43,458.35,417.31
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.7,0.02,0.05,0.01,0.02,0.01,0.01,0.64,0.09,0.58,0.33,0.56,1.03,0.77
Total Income From Operations,1511.69,1448.46,1342.71,1322.87,1382.93,1324.48,1237.55,1216.55,1337.08,1325.28,1293.31,1165.91,1254.75,1123.57,864.79,966.17,1034.92,864.42,414.19,724.13,855.64,800.07,786.55,779.32,855.45,797.91,732.78,716.77,704.59,702.83,666.66,676.28,720.0,663.22,621.37,629.74,653.01,651.46,619.65,571.01,588.87,581.67,526.95,503.53,505.5,471.6,453.52,445.99,459.38,418.08
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1061.19,1027.8,--,--,957.33,916.18,--,--,--,--,--,740.01,795.5,696.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,181.69,188.07,185.89,173.58,181.0,177.65,175.58,159.61,157.91,164.07,167.93,126.32,161.48,152.79,149.07,134.34,157.94,138.46,136.09,134.16,146.73,146.71,146.4,131.03,148.24,139.12,131.7,114.78,104.41,113.05,117.61,105.67,120.12,101.22,99.34,99.23,110.74,95.86,91.8,83.14,81.81,79.37,75.13,66.75,65.32,68.93,63.85,59.85,62.96,60.6
Depreciation,52.15,51.92,52.29,50.0,47.26,45.58,44.41,43.55,41.44,41.93,39.72,39.38,43.03,43.28,42.97,52.3,54.74,50.87,42.76,43.67,38.31,37.07,33.75,13.14,12.51,11.07,11.24,11.06,11.07,11.44,11.41,11.01,11.14,10.9,10.88,10.55,10.15,9.77,9.23,12.92,10.29,10.7,9.63,6.73,6.81,6.83,6.73,5.48,6.82,7.44
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,122.61,110.71,1047.39,1009.91,110.31,100.17,948.65,928.77,1028.58,998.47,934.62,81.67,93.89,76.16,632.31,657.9,703.6,578.43,396.31,574.29,641.98,592.68,595.6,619.66,647.15,618.57,556.54,545.24,519.7,513.04,503.21,515.74,542.22,487.19,444.95,461.09,452.79,462.85,447.3,419.97,458.68,451.73,394.84,388.55,406.81,360.88,341.32,330.72,332.77,312.52
"P/L Before Other Inc. , Int., Excpt. Items & Tax",94.05,69.96,57.14,89.38,87.03,84.9,68.91,84.62,109.15,120.81,151.04,178.53,160.85,155.29,40.44,121.63,118.64,96.66,-160.97,-27.99,28.62,23.61,10.8,15.49,47.55,29.15,33.3,45.69,69.41,65.3,34.43,43.86,46.52,63.91,66.2,58.87,79.33,82.98,71.32,54.98,38.09,39.87,47.35,41.5,26.56,34.96,41.62,49.94,56.83,37.52
Other Income,19.58,19.03,19.12,18.25,22.75,15.1,15.74,14.26,13.94,12.11,10.23,8.52,7.8,6.38,5.77,6.17,2.35,1.93,2.21,2.51,3.36,3.8,4.34,4.66,4.36,4.65,4.54,5.27,5.79,5.81,5.67,5.95,6.57,6.99,8.31,10.14,6.6,5.56,6.11,5.2,6.03,6.64,6.61,7.84,7.88,8.56,18.48,8.42,8.41,7.95
"P/L Before Int., Excpt. Items & Tax",113.63,88.99,76.26,107.63,109.78,100.0,84.65,98.88,123.09,132.92,161.27,187.05,168.65,161.67,46.21,127.8,120.99,98.59,-158.76,-25.48,31.98,27.41,15.14,20.15,51.91,33.8,37.84,50.96,75.2,71.11,40.1,49.81,53.09,70.9,74.51,69.01,85.93,88.54,77.43,60.18,44.12,46.51,53.96,49.34,34.44,43.52,60.1,58.36,65.24,45.47
Interest,7.26,7.04,6.95,5.25,4.74,4.75,4.53,4.42,4.15,4.16,4.69,5.92,5.44,5.9,6.84,7.75,7.69,8.8,7.48,7.85,7.64,8.37,8.28,3.26,4.23,3.95,3.91,3.87,6.11,7.85,7.76,7.8,7.84,7.87,7.74,7.68,7.84,7.86,7.76,7.68,3.52,--,0.01,--,0.01,0.01,0.01,--,--,--
P/L Before Exceptional Items & Tax,106.37,81.95,69.31,102.38,105.04,95.25,80.12,94.46,118.94,128.76,156.58,181.13,163.21,155.77,39.37,120.05,113.3,89.79,-166.24,-33.33,24.34,19.04,6.86,16.89,47.68,29.85,33.93,47.09,69.09,63.26,32.34,42.01,45.25,63.03,66.77,61.33,78.09,80.68,69.67,52.5,40.6,46.51,53.95,49.34,34.43,43.51,60.09,58.36,65.24,45.47
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,-35.95,--,--,8.32,-34.17,--,--,-64.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,106.37,81.95,69.31,102.38,105.04,95.25,80.12,94.46,118.94,128.76,156.58,181.13,163.21,119.82,39.37,120.05,121.62,55.62,-166.24,-33.33,-39.77,19.04,6.86,16.89,47.68,29.85,33.93,47.09,69.09,63.26,32.34,42.01,45.25,63.03,66.77,61.33,78.09,80.68,69.67,52.5,40.6,46.51,53.95,49.34,34.43,43.51,60.09,58.36,65.24,45.47
Tax,27.25,21.19,17.78,26.33,23.48,23.96,20.38,24.13,32.01,36.75,39.41,45.72,41.03,30.34,10.0,30.97,27.84,14.23,-38.3,-9.54,-6.69,5.05,2.27,4.03,16.33,8.54,11.85,12.96,23.6,21.87,11.25,17.49,17.08,20.23,22.69,20.84,28.04,26.93,24.08,17.76,13.47,15.7,19.79,18.69,11.39,13.45,19.44,16.61,20.23,13.27
P/L After Tax from Ordinary Activities,79.12,60.76,51.53,76.05,81.56,71.29,59.74,70.33,86.93,92.01,117.17,135.41,122.18,89.48,29.37,89.08,93.78,41.39,-127.94,-23.79,-33.08,13.99,4.59,12.86,31.35,21.31,22.08,34.13,45.49,41.39,21.09,24.52,28.17,42.8,44.08,40.49,50.05,53.75,45.59,34.74,27.13,30.81,34.16,30.65,23.04,30.06,40.65,41.75,45.01,32.2
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,79.12,60.76,51.53,76.05,81.56,71.29,59.74,70.33,86.93,92.01,117.17,135.41,122.18,89.48,29.37,89.08,93.78,41.39,-127.94,-23.79,-33.08,13.99,4.59,12.86,31.35,21.31,22.08,34.13,45.49,41.39,21.09,24.52,28.17,42.8,44.08,40.49,50.05,53.75,45.59,34.74,27.13,30.81,34.16,30.65,23.04,30.06,40.65,41.75,45.01,32.2
Equity Share Capital,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,33.35,25.6,21.72,32.06,34.37,30.04,25.18,29.63,36.64,38.78,49.38,57.07,51.49,37.71,12.38,37.54,39.52,17.44,-53.92,-10.03,-13.94,5.9,1.93,9.42,13.21,8.99,9.3,14.39,19.17,17.44,8.89,10.33,11.87,18.04,18.58,17.06,21.09,22.65,19.22,14.65,11.43,12.98,14.4,12.92,9.71,12.67,17.13,17.6,18.96,13.57
Diluted EPS,33.35,25.6,21.72,32.06,34.37,30.04,25.18,29.63,36.64,38.78,49.38,57.07,51.59,37.71,12.38,37.54,39.52,17.44,-53.92,-10.03,-13.94,5.9,1.93,9.42,13.21,8.99,9.3,14.39,19.17,17.44,8.89,10.33,11.87,18.04,18.58,17.06,21.09,22.65,19.22,14.65,11.43,12.98,14.4,12.92,9.71,12.67,17.13,17.6,18.96,13.57
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.45
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,18.97
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.92
