Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,625.02,994.51,831.73,461.68,536.55,870.74,664.62,496.75,551.67,880.74,1006.25,323.6,550.92,883.78,663.66,465.65,495.04,855.25,674.89,539.76,490.59,946.68,724.49,805.16,484.49,751.9,614.22,344.79,436.58,727.26,701.78,383.87,494.04,841.02,729.07,385.7,482.02,853.87,774.22,385.72,546.79,1209.75,674.71,309.7,387.44,634.1,537.68,213.2,357.97,605.15
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.36,7.61,11.69,0.14,0.3,0.17,2.07,0.56,--,--,--,2.34,--,--,2.32,0.09,0.15,1.29
Total Income From Operations,625.02,994.51,831.73,461.68,536.55,870.74,664.62,496.75,551.67,880.74,1006.25,323.6,550.92,883.78,663.66,465.65,495.04,855.25,674.89,539.76,490.59,946.68,724.49,805.16,484.49,751.9,614.22,344.79,436.58,727.26,701.78,383.87,495.4,848.63,740.76,385.84,482.32,854.04,776.29,386.28,546.79,1209.75,674.71,312.04,387.44,634.1,540.0,213.29,358.12,606.44
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,78.51,72.57,79.92,99.34,66.67,64.43,68.85,69.72,69.74,73.62,81.77,62.64,78.03,72.04,76.7,83.42,79.75,75.69,81.69,87.89,71.64,67.96,80.19,97.21,74.94,68.36,75.3,54.8,68.91,76.03,65.48,82.64,58.83,57.18,54.74,44.92,58.68,56.76,56.04,46.16,65.3,54.88,33.23,35.01,30.91,30.94,26.89,24.01,29.24,28.71
Depreciation,115.42,116.19,114.44,231.23,108.07,97.97,96.84,81.7,103.16,105.32,100.41,103.2,102.31,102.33,96.45,96.51,105.22,96.58,94.96,106.25,93.2,92.4,92.24,100.96,97.51,96.49,95.3,84.54,93.51,94.82,91.64,173.02,172.49,164.42,170.05,169.66,167.99,171.09,168.42,174.48,164.25,159.0,143.27,138.92,111.8,111.88,111.92,111.95,111.67,111.65
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,121.63,118.07,116.23,139.61,106.41,106.32,98.75,134.43,100.19,90.92,93.85,121.18,87.47,117.86,77.29,142.33,87.62,63.7,75.17,107.2,77.28,111.76,66.65,82.9,77.84,67.99,76.55,83.83,68.05,65.6,58.77,76.54,52.2,53.75,53.19,75.11,56.23,57.07,39.78,14.22,76.3,47.33,38.59,43.62,36.27,34.82,30.67,32.12,32.49,34.21
"P/L Before Other Inc. , Int., Excpt. Items & Tax",309.46,687.68,521.14,-8.5,255.4,602.02,400.18,210.9,278.58,610.88,730.22,36.58,283.11,591.55,413.22,143.39,222.45,619.28,423.07,238.42,248.47,674.56,485.41,524.09,234.2,519.06,367.07,121.62,206.11,490.81,485.89,51.67,211.88,573.28,462.78,96.15,199.42,569.12,512.05,151.42,240.94,948.54,459.62,94.49,208.46,456.46,370.52,45.21,184.72,431.87
Other Income,74.63,82.43,71.15,60.66,83.64,81.95,73.72,86.61,172.05,40.52,64.25,64.7,56.95,43.21,38.72,615.48,36.52,33.65,36.59,158.85,56.95,82.44,89.39,70.98,66.66,79.34,36.24,91.63,92.02,82.35,110.66,288.72,120.73,95.87,145.92,-48.41,90.46,223.61,144.06,220.85,96.15,62.2,64.37,68.6,49.52,61.73,57.29,72.53,53.45,55.53
