Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,2201.9,2283.03,2097.07,2317.63,2205.12,2190.4,1919.34,2165.99,1988.43,1970.68,1978.3,2043.01,1919.98,1823.92,1807.54,1939.27,1753.83,1502.73,1189.14,1568.63,1527.58,1738.65,1638.93,1834.29,1657.07,1822.28,1568.27,1640.59,1639.55,1430.18,1456.8,1557.89,1330.41,1378.61,1339.22,1595.18,1404.37,1501.79,1420.39,1497.45,1451.79,1354.79,1269.67,1296.63,1239.25,1254.0,1194.54,1231.39,1082.78,1054.86
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.13,--,--,--,0.18,--,--
Total Income From Operations,2201.9,2283.03,2097.07,2317.63,2205.12,2190.4,1919.34,2165.99,1988.43,1970.68,1978.3,2043.01,1919.98,1823.92,1807.54,1939.27,1753.83,1502.73,1189.14,1568.63,1527.58,1738.65,1638.93,1834.29,1657.07,1822.28,1568.27,1640.59,1639.55,1430.18,1456.8,1557.89,1330.41,1378.61,1339.22,1595.18,1404.37,1501.79,1420.39,1497.45,1451.79,1354.79,1269.67,1296.76,1239.25,1254.0,1194.54,1231.57,1082.78,1054.86
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,123.97,115.0,116.76,122.83,111.82,122.23,105.94,124.09,107.67,92.25,103.35,121.23,96.15,99.71,98.51,128.61,132.74,84.19,79.6,60.23,89.78,82.92,80.57,109.72,76.78,80.17,70.11,80.82,99.12,53.14,44.82,67.01,41.39,40.47,38.02,40.77,40.39,38.76,36.91,37.32,40.95,47.37,32.28,32.98,34.14,28.32,28.07,21.96,29.89,27.87
Depreciation,81.02,161.71,164.93,160.26,154.27,148.6,137.75,153.11,135.65,134.09,131.24,130.92,132.43,136.15,130.32,132.36,136.39,127.15,126.02,133.58,126.26,127.83,125.33,111.72,105.88,104.77,102.21,101.04,99.49,96.85,95.27,87.71,92.71,87.32,84.08,89.06,85.21,85.18,88.31,81.02,93.73,148.6,49.34,49.95,46.81,46.57,45.99,45.57,44.18,42.31
