Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,308.27,332.77,343.5,323.5,323.29,296.03,286.82,285.51,280.13,281.9,277.66,266.48,272.78,284.22,268.77,268.03,265.29,278.41,256.66,243.3,258.88,255.06,270.35,293.45,315.48,305.43,321.84,334.45,381.72,418.38,515.32,553.09,596.53,647.62,700.59,722.97,722.34,724.51,733.18,735.09,745.91,720.85,682.42,687.51,666.0,662.26,655.17,666.0,669.18,639.82
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.04,12.22,11.94,10.51,17.37,13.46,15.64,0.13,17.71,17.92,20.3,19.94,19.9,22.62,21.74,12.01,11.08
Total Income From Operations,308.27,332.77,343.5,323.5,323.29,296.03,286.82,285.51,280.13,281.9,277.66,266.48,272.78,284.22,268.77,268.03,265.29,278.41,256.66,243.3,258.88,255.06,270.35,293.45,315.48,305.43,321.84,334.45,381.72,418.38,515.32,553.09,596.53,658.66,712.81,734.91,732.85,741.88,746.64,750.73,746.04,738.56,700.34,707.81,685.94,682.16,677.79,687.74,681.19,650.9
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,21.13,21.07,21.86,19.03,17.93,18.65,18.04,15.98,16.89,15.68,15.35,13.98,14.16,14.21,14.21,12.46,11.53,12.85,11.31,13.68,12.21,14.52,15.29,17.1,12.29,18.2,18.59,15.71,24.23,26.63,23.98,28.16,32.29,31.37,31.71,30.53,29.22,32.28,34.78,24.22,43.43,40.99,41.84,32.27,45.35,39.22,45.93,42.17,41.05,45.18
Depreciation,42.06,43.18,41.81,40.88,39.38,38.28,36.31,36.47,31.87,37.71,37.73,39.85,39.09,39.41,42.03,39.68,40.8,42.19,43.28,42.46,40.48,52.25,54.6,47.65,55.28,40.71,42.93,38.66,41.69,58.31,215.36,217.55,137.75,233.79,269.54,154.75,80.39,160.34,160.13,155.84,158.91,152.68,151.02,148.32,148.58,154.07,155.36,151.33,151.51,149.2
