Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,945.75,976.55,967.4,1049.61,1235.97,1275.73,1132.79,1484.6,1646.64,954.69,1140.55,1997.35,1081.02,1001.57,802.17,757.98,729.4,691.75,672.03,804.35,1016.0,1091.74,1063.5,1142.75,1111.13,1497.03,1199.1,1311.07,1016.53,1134.62,938.79,1122.11,1012.98,875.01,776.66,1260.03,1599.2,1527.68,1387.24,1238.58,1381.69,1625.38,1491.94,1690.92,1486.88,1514.63,1196.28,1465.27,1500.35,1689.16
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38.78,38.73,38.78,--,36.65,36.53,36.75,38.35,33.53,35.02,35.12,38.41,33.46,33.64,34.04,48.71,38.18
Total Income From Operations,945.75,976.55,967.4,1049.61,1235.97,1275.73,1132.79,1484.6,1646.64,954.69,1140.55,1997.35,1081.02,1001.57,802.17,757.98,729.4,691.75,672.03,804.35,1016.0,1091.74,1063.5,1142.75,1111.13,1497.03,1199.1,1311.07,1016.53,1134.62,938.79,1122.11,1012.98,913.79,815.39,1298.81,1599.2,1564.33,1423.77,1275.33,1420.04,1658.91,1526.96,1726.04,1525.29,1548.09,1229.92,1499.31,1549.06,1727.34
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,499.26,531.14,532.5,624.21,630.45,497.54,978.62,1081.85,602.44,--,1198.92,631.61,483.57,478.05,447.86,361.12,433.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,0.48,28.84,--,--,2.53,106.05,8.58,70.15,20.71,54.32,209.27,--,--,--,26.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,191.98,30.11,5.86,-220.92,-40.94,54.79,39.72
Power & Fuel,424.12,--,--,--,--,--,--,--,--,--,760.42,--,--,--,--,--,--,--,424.92,558.55,672.3,806.91,774.57,820.62,862.08,1113.52,948.2,1049.94,791.91,862.21,657.07,838.13,730.59,670.7,563.89,756.02,860.41,851.31,849.12,751.07,793.96,1001.67,972.16,925.08,917.0,977.44,871.62,876.71,858.43,947.7
Employees Cost,60.76,48.57,49.2,44.73,35.43,40.13,35.43,42.24,34.1,33.22,41.32,26.09,34.02,30.93,30.71,28.44,30.4,26.64,25.42,29.86,29.72,29.22,30.17,29.6,34.18,32.98,31.75,31.93,26.06,25.51,25.52,29.9,30.96,28.75,30.63,29.76,29.15,27.48,31.18,28.42,27.64,23.81,23.71,23.68,20.33,22.5,23.13,23.01,24.6,27.21
Depreciation,53.25,61.95,63.93,64.13,64.11,65.03,69.37,71.03,76.87,80.28,80.7,79.58,78.02,78.96,82.34,88.37,87.35,90.04,90.38,90.3,91.38,92.73,93.05,92.11,90.6,91.95,91.6,90.87,89.2,89.1,93.36,92.55,90.53,91.94,91.82,89.61,87.33,89.46,89.07,87.65,104.55,104.84,108.49,102.95,112.04,114.42,115.38,111.01,107.91,106.87
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,183.61,122.95,108.66,97.89,107.65,95.25,99.97,106.69,120.08,98.76,92.68,87.92,147.54,117.32,85.82,56.25,77.63,46.38,39.81,29.75,74.03,44.79,61.22,46.67,72.27,39.51,50.19,47.47,63.56,65.19,53.45,65.85,99.45,74.17,55.71,65.07,72.49,64.22,73.24,61.93,79.39,46.68,56.11,67.34,61.75,72.52,92.33,60.13,60.42,70.99
"P/L Before Other Inc. , Int., Excpt. Items & Tax",224.01,243.34,185.63,310.36,404.57,442.34,324.43,277.44,263.59,119.28,111.11,395.57,189.83,290.79,125.25,110.95,172.9,95.14,91.5,95.89,148.57,118.09,104.49,153.75,52.0,219.07,77.36,90.86,45.8,92.61,109.39,95.68,61.45,48.23,73.34,358.35,549.82,531.86,381.16,346.26,414.5,481.91,366.49,415.01,384.06,355.35,348.38,469.39,442.91,534.85
