Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,966.08,946.36,1000.05,811.0,910.87,804.98,953.38,738.02,782.16,799.11,905.61,729.46,791.92,807.98,991.53,773.46,807.27,858.42,879.39,648.65,775.88,778.68,882.1,788.02,751.22,825.35,816.31,735.65,748.62,703.91,836.26,586.79,763.43,689.29,782.86,685.21,688.18,730.4,699.95,634.49,613.47,646.15,738.98,654.96,599.85,630.63,620.54,636.86,632.14,656.69
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.3,20.25,17.09,16.26,20.12,18.11,20.29,17.58,17.21,6.84,4.71,7.78,4.84,10.0,6.62,6.11,8.51,4.74,5.91
Total Income From Operations,966.08,946.36,1000.05,811.0,910.87,804.98,953.38,738.02,782.16,799.11,905.61,729.46,791.92,807.98,991.53,773.46,807.27,858.42,879.39,648.65,775.88,778.68,882.1,788.02,751.22,825.35,816.31,735.65,748.62,703.91,836.26,607.09,783.68,706.38,799.12,705.33,706.29,750.69,717.53,651.7,620.31,650.86,746.76,659.8,609.85,637.25,626.65,645.37,636.88,662.6
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,108.35,91.93,137.25,133.33,192.29,87.52,79.71,145.47,95.7,43.12,117.39,138.14,133.15,106.98,145.11,167.14,131.98,68.33,145.61,106.72,98.33,112.45,94.56,169.04,168.25,184.91,150.43,178.48,195.3,38.2,103.38,173.39,125.87,94.5,142.04,161.17,169.28,179.98,147.47,135.43,124.38,164.47,177.04,133.82,127.03,139.79,149.12,136.6,113.06,92.71
Purchase of Traded Goods,291.4,164.23,216.74,172.74,255.74,162.52,260.62,174.2,177.79,124.62,214.42,271.6,184.1,213.79,220.62,141.29,225.8,259.02,246.87,148.42,201.28,238.64,130.05,298.95,100.18,226.77,191.39,127.55,197.65,185.48,254.19,151.1,256.5,150.15,170.53,213.52,176.37,166.87,214.11,182.59,123.24,156.84,141.86,205.45,152.5,162.36,203.79,117.22,186.63,175.03
Increase/Decrease in Stocks,-53.41,95.28,22.62,-13.26,-98.9,63.93,9.71,-44.38,69.34,114.77,20.0,-136.86,18.35,-10.47,17.84,-13.59,-28.61,23.9,-25.01,2.19,-20.15,-23.34,145.26,-137.2,36.66,-29.1,7.3,10.71,-79.89,56.53,18.96,-53.54,-21.44,112.41,48.91,-60.39,-38.12,-6.83,-61.47,-38.06,15.52,-34.69,24.69,-21.77,14.86,11.67,-78.06,41.95,-26.31,12.58
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,152.97,124.74,150.71,151.28,172.83,141.35,145.21,165.0,148.84,152.99,141.94,151.22,140.04,142.39,160.01,167.79,149.55,159.21,154.01,151.92,171.58,166.69,147.47,142.81,146.14,125.55,139.53,125.98,131.7,123.91,135.65,132.14,117.64,120.34,126.99,118.04,108.35,114.07,112.9,108.05,101.36,105.97,99.5,102.51,83.68,88.77,95.09,99.11,79.08,76.94
Depreciation,14.72,18.8,16.86,16.41,18.1,17.11,18.11,16.36,17.18,16.41,16.36,15.82,15.35,17.87,17.6,17.71,17.85,17.71,21.96,21.77,22.59,18.33,22.7,19.06,13.68,12.04,11.51,11.36,9.36,13.38,7.73,7.52,7.79,6.61,6.58,5.37,6.89,7.81,5.33,4.92,4.75,5.85,5.49,5.01,4.25,5.77,4.96,4.98,4.17,4.58
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,136.03,180.0,153.78,137.49,133.6,132.15,171.55,156.48,123.73,135.81,154.94,157.43,142.86,158.63,173.56,160.14,159.76,141.17,152.89,125.05,150.76,159.59,170.52,148.94,136.36,179.9,162.5,152.56,149.0,157.98,131.99,184.32,168.37,176.87,169.91,182.64,160.96,188.52,176.42,152.56,130.04,143.6,138.73,125.58,124.18,116.42,142.65,128.33,116.8,108.08
"P/L Before Other Inc. , Int., Excpt. Items & Tax",316.02,271.38,302.09,213.01,237.21,200.4,268.47,124.89,149.58,211.39,240.56,132.11,158.07,178.79,256.79,132.98,150.94,189.08,183.06,92.58,151.49,106.32,171.54,146.42,149.95,125.28,153.65,129.01,145.5,128.43,184.36,12.16,128.95,45.5,134.16,84.98,122.56,100.27,122.77,106.21,121.02,108.82,159.45,109.2,103.35,112.47,109.1,117.18,163.45,192.68
Other Income,39.46,35.06,32.19,35.85,29.87,28.34,28.47,36.8,27.97,23.6,22.16,27.79,18.94,10.5,15.05,31.73,29.61,13.87,8.92,57.79,15.16,16.25,15.61,30.54,52.46,16.42,14.82,17.78,18.3,11.95,9.61,13.66,14.89,14.77,18.08,24.02,24.13,26.47,31.34,39.88,40.48,37.77,35.7,39.84,44.88,47.79,39.37,36.85,76.96,41.74
"P/L Before Int., Excpt. Items & Tax",355.48,306.44,334.28,248.86,267.08,228.74,296.94,161.69,177.55,234.99,262.72,159.9,177.01,189.29,271.84,164.71,180.55,202.95,191.98,150.37,166.65,122.57,187.15,176.96,202.41,141.7,168.47,146.79,163.8,140.38,193.97,25.82,143.84,60.27,152.24,109.0,146.69,126.74,154.11,146.09,161.5,146.59,195.15,149.04,148.23,160.26,148.47,154.03,240.41,234.42
Interest,0.58,0.09,0.27,0.37,0.77,0.32,0.43,0.28,0.65,0.09,0.39,0.68,0.27,0.58,0.35,0.79,0.63,0.94,0.88,1.08,1.51,2.98,0.92,0.93,0.08,0.05,0.22,0.2,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Exceptional Items & Tax,354.9,306.35,334.01,248.49,266.31,228.42,296.51,161.41,176.9,234.9,262.33,159.22,176.74,188.71,271.49,163.92,179.92,202.01,191.1,149.29,165.14,119.59,186.23,176.03,202.33,141.65,168.25,146.59,163.61,140.38,193.97,25.82,143.84,60.27,152.24,109.0,146.69,126.74,154.11,146.09,161.5,146.59,195.15,149.04,148.23,160.26,148.47,154.03,240.41,234.42
Exceptional Items,--,--,4.69,--,2.4,-163.31,--,17.3,10.4,-11.37,--,--,29.5,-17.92,--,--,-119.0,10.53,-64.13,--,11.27,-736.9,401.14,--,-3.17,28.13,-11.79,-8.28,--,--,5.16,12.64,25.86,17.89,0.16,1.82,15.84,-3.3,-7.84,-2.39,-5.81,-46.07,--,--,--,8.41,-0.77,20.07,-1.56,-29.69
P/L Before Tax,354.9,306.35,338.7,248.49,268.71,65.11,296.51,178.71,187.3,223.53,262.33,159.22,206.24,170.79,271.49,163.92,60.92,212.54,126.97,149.29,176.41,-617.31,587.37,176.03,199.16,169.78,156.46,138.31,163.61,140.38,199.13,38.46,169.7,78.16,152.4,110.82,162.53,123.44,146.27,143.7,155.69,100.52,195.15,149.04,148.23,168.67,147.7,174.1,238.85,204.73
Tax,94.76,77.77,90.01,66.84,75.63,19.62,80.97,48.13,55.82,59.5,68.77,43.59,262.11,33.23,68.84,43.52,48.18,55.19,50.47,38.33,38.47,26.83,84.58,62.57,76.13,56.81,55.69,49.72,58.06,50.69,68.81,12.04,56.99,25.21,53.55,38.55,56.49,44.51,50.72,49.69,52.84,55.22,66.48,50.75,51.69,51.79,46.75,59.06,69.84,66.22
P/L After Tax from Ordinary Activities,260.14,228.58,248.69,181.65,193.08,45.49,215.54,130.58,131.48,164.03,193.56,115.63,-55.87,137.56,202.65,120.4,12.74,157.35,76.5,110.96,137.94,-644.14,502.79,113.46,123.03,112.97,100.77,88.59,105.55,89.69,130.32,26.42,112.71,52.95,98.85,72.27,106.04,78.93,95.55,94.01,102.85,45.3,128.67,98.29,96.54,116.88,100.95,115.04,169.01,138.51
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
