Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1570.64,1406.09,1580.35,1475.56,1474.55,1588.39,1478.84,1332.27,1307.12,1310.21,1354.42,1160.33,1304.32,1232.83,1189.77,1269.69,1157.24,1235.77,1400.01,1258.43,1048.56,1052.36,1134.9,896.74,848.7,904.72,1095.43,811.42,838.22,754.91,762.01,590.11,642.75,797.63,828.83,687.62,587.35,896.97,921.62,574.08,491.84,496.92,539.33,479.65,453.77,475.06,482.72,425.48,374.52,368.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.73,0.86,0.74,0.96,0.98,0.72,0.92,0.92,1.01,0.83,0.83,0.63,0.7,0.78,0.46,0.57,1.5,0.48
Total Income From Operations,1570.64,1406.09,1580.35,1475.56,1474.55,1588.39,1478.84,1332.27,1307.12,1310.21,1354.42,1160.33,1304.32,1232.83,1189.77,1269.69,1157.24,1235.77,1400.01,1258.43,1048.56,1052.36,1134.9,896.74,848.7,904.72,1095.43,811.42,838.22,754.91,762.01,590.11,643.48,798.49,829.57,688.58,588.33,897.69,922.54,575.0,492.85,497.75,540.16,480.28,454.47,475.84,483.18,426.05,376.02,369.28
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,426.2,446.91,393.14,405.93,337.38,317.58,413.87,334.19,313.34,328.01,343.71,258.66,304.05,273.64,247.05,287.02,270.57,325.55,322.66,256.93,273.3,233.05,239.77,232.01,206.84,201.74,239.83,201.64,220.38,218.96,161.16,125.24,139.98,186.38,193.11,162.86,112.51,190.59,186.79,152.35,114.59,123.61,155.01,147.28,130.88,151.44,137.64,135.97,108.1,124.2
Purchase of Traded Goods,89.54,105.13,96.1,94.36,109.2,164.87,85.68,89.95,75.98,75.79,95.09,90.36,95.63,68.3,76.6,112.83,71.0,74.61,85.72,47.99,54.01,50.04,78.08,62.13,51.33,62.49,63.07,53.56,44.3,56.55,46.25,56.06,41.16,59.28,67.21,62.67,59.4,51.56,78.32,65.84,54.95,63.95,71.27,56.46,41.28,47.99,59.3,49.49,33.48,48.66
Increase/Decrease in Stocks,34.06,-173.73,-17.19,-111.68,-25.25,10.15,-30.07,-7.2,44.03,16.32,-16.99,31.04,-22.19,29.23,28.96,-17.58,-39.73,-91.43,-63.82,37.85,-78.69,1.81,-40.87,-58.75,-42.14,9.61,-30.66,-17.23,0.57,-51.42,27.82,-13.16,15.4,-23.07,-12.53,-27.7,-20.98,-31.06,-38.91,-4.98,4.47,-13.99,-36.6,-26.77,4.07,-24.24,-7.44,-13.03,25.5,-22.23
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,373.27,369.18,367.61,356.51,354.92,327.11,326.41,327.47,297.4,263.03,267.88,259.07,246.58,253.22,266.8,261.59,212.01,236.53,250.36,249.37,204.47,204.62,201.79,195.49,178.92,183.96,169.17,152.41,139.79,139.12,152.51,151.3,130.49,122.03,110.87,108.65,92.8,111.9,114.74,84.87,72.45,76.58,74.32,73.22,66.77,62.02,59.31,56.36,50.77,49.52
Depreciation,68.6,69.69,70.12,68.68,69.12,69.08,67.18,65.75,73.54,65.85,66.8,46.09,45.95,45.34,44.53,43.49,41.84,38.21,36.71,35.84,36.35,34.31,32.51,32.5,27.49,26.56,26.2,25.34,27.92,26.38,25.63,21.82,21.83,21.74,20.26,19.07,24.11,21.61,13.25,12.88,10.96,11.9,10.84,10.71,10.99,10.12,9.85,9.53,8.64,8.85
