Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,13035.48,11435.77,11503.98,12842.8,13773.42,11515.93,12081.79,12310.57,13392.25,11832.25,13107.06,12848.52,13830.83,11954.8,13261.2,10384.6,10429.82,8737.93,7859.3,6280.78,5930.31,6640.26,6572.92,7084.78,7353.15,6639.65,6811.47,6627.23,5702.39,4214.48,3605.29,3338.88,3947.01,3423.68,3023.39,3024.8,3424.99,2768.69,3160.24,3114.94,3300.6,3500.45,3182.84,3518.33,3660.21,3749.44,3633.94,3385.14,4165.17,3779.72
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.2,91.28,37.31,106.67,49.23,57.64,62.48,34.79,132.98,95.27,102.27,98.7,37.56,149.86,14.79,11.22,27.98,40.56,14.07,65.58,26.27,27.27,21.7,40.05,48.53,41.22
Total Income From Operations,13035.48,11435.77,11503.98,12842.8,13773.42,11515.93,12081.79,12310.57,13392.25,11832.25,13107.06,12848.52,13830.83,11954.8,13261.2,10384.6,10429.82,8737.93,7859.3,6280.78,5930.31,6640.26,6572.92,7084.78,7402.35,6730.93,6848.78,6733.9,5751.62,4272.12,3667.77,3373.67,4079.99,3518.95,3125.66,3123.5,3462.55,2918.55,3175.03,3126.16,3328.58,3541.01,3196.91,3583.91,3686.48,3776.71,3655.64,3425.19,4213.7,3820.94
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,5724.38,5148.28,5706.59,6455.42,5977.18,5203.24,4716.46,5494.0,6185.29,4932.57,4908.82,6617.14,5675.54,5413.84,4616.72,3353.49,2570.28,1937.24,2098.37,2145.94,2085.01,2563.85,3010.63,3028.18,2991.26,2956.27,2960.04,2995.14,2279.32,1683.73,1503.15,1448.93,1530.53,1281.27,1154.3,1060.54,1161.26,1133.05,1405.79,1370.89,1167.56,1207.73,989.86,1006.41,1163.63,1100.41,938.05,1120.61,1494.8,1152.28
Purchase of Traded Goods,532.84,479.52,268.66,481.83,801.68,398.88,407.85,643.08,577.57,337.29,416.14,451.02,416.23,434.93,374.17,489.49,429.65,369.7,412.85,333.46,133.54,212.63,260.22,276.07,427.2,326.36,229.86,141.16,45.89,26.94,57.84,70.77,36.88,2.5,17.58,75.09,70.83,56.58,61.9,52.05,59.65,76.3,83.23,65.51,65.36,55.44,79.54,83.79,76.4,56.83
Increase/Decrease in Stocks,503.12,-38.7,208.43,-145.65,411.88,-635.69,883.67,-517.62,33.5,144.55,1517.13,-1740.22,526.12,-560.12,292.29,-969.72,-209.88,46.14,414.28,-67.5,-333.61,360.08,-165.36,-59.17,97.36,-197.88,93.88,-103.07,-114.3,14.33,-17.91,-161.33,165.82,149.34,64.22,-47.07,282.46,203.71,-104.47,-85.17,28.49,-113.66,-18.39,-50.16,40.68,36.86,237.67,70.82,225.89,112.72
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,523.96,597.23,552.52,--,547.7,574.77,459.64,417.45,355.63,245.73,275.61,242.8,295.27,253.72,223.97,243.62,236.75
Employees Cost,250.66,252.37,219.99,249.61,264.4,221.8,227.06,210.58,225.77,223.07,222.83,202.53,178.18,190.93,177.66,177.82,166.73,166.94,169.89,172.3,193.58,160.9,162.52,161.67,146.67,169.32,160.71,142.85,124.06,130.0,137.27,133.85,114.89,142.62,139.41,134.68,172.45,49.76,163.8,167.81,169.23,180.23,162.83,138.23,154.07,132.53,134.37,131.35,123.65,107.89
Depreciation,564.35,570.98,573.36,563.8,562.56,559.48,554.54,539.89,537.63,544.32,544.46,539.53,550.52,563.42,562.26,555.95,547.55,566.35,567.97,561.58,567.55,570.19,582.3,567.05,575.69,572.15,582.53,576.69,468.25,465.02,495.76,480.63,488.68,542.14,523.73,489.1,531.23,570.07,410.81,636.03,466.77,459.32,443.99,415.48,315.68,298.53,303.6,303.63,308.1,254.31
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,3885.79,3433.29,3160.31,3102.44,3799.09,3608.82,3534.66,3827.2,4229.96,3950.3,4204.43,4007.23,4208.2,3307.71,3281.45,2809.78,2589.46,2309.65,2329.12,1868.31,2289.59,1990.71,2049.84,2070.06,2299.92,1996.75,1952.24,1912.75,1897.9,1496.06,1203.7,1131.93,1318.37,635.36,621.92,688.43,1094.34,508.88,437.35,455.31,864.02,808.92,630.93,956.36,1048.41,946.37,1028.98,946.99,1013.06,876.42
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1574.34,1590.03,1366.64,2135.35,1956.63,2159.4,1757.55,2113.44,1602.53,1700.15,1293.25,2771.29,2276.04,2604.09,3956.65,3967.79,4336.03,3341.91,1866.82,1266.69,994.65,781.9,672.77,1040.92,864.25,907.96,869.52,1068.38,1050.5,456.04,287.96,268.89,424.82,241.76,7.27,170.21,149.98,-151.2,225.08,69.6,155.41,566.54,658.73,776.47,655.85,911.3,679.71,544.03,728.18,1023.74
Other Income,51.11,15.83,24.9,22.55,15.03,29.51,25.92,14.0,10.34,9.66,8.08,20.83,28.47,23.74,19.18,30.61,653.18,1.44,11.49,--,--,--,--,--,--,14.45,--,--,--,--,--,--,8.88,--,--,--,--,0.93,1.03,35.64,27.26,8.76,25.18,21.87,134.08,0.94,5.58,6.26,135.75,3.92
"P/L Before Int., Excpt. Items & Tax",1625.45,1605.86,1391.54,2157.9,1971.66,2188.91,1783.47,2127.44,1612.87,1709.81,1301.33,2792.12,2304.51,2627.83,3975.83,3998.4,4989.21,3343.35,1878.31,1266.69,994.65,781.9,672.77,1040.92,864.25,922.41,869.52,1068.38,1050.5,456.04,287.96,268.89,433.7,241.76,7.27,170.21,149.98,-150.27,226.11,105.24,182.67,575.3,683.91,798.34,789.93,912.24,685.29,550.29,863.93,1027.66
Interest,137.07,132.77,167.08,183.1,209.86,195.17,257.89,257.86,364.62,343.46,319.77,257.93,295.13,325.27,350.12,444.27,500.34,528.64,553.59,603.97,622.51,634.28,656.87,696.95,979.5,635.14,675.76,605.36,686.38,594.2,578.28,532.3,514.88,539.98,654.06,601.01,640.57,656.77,674.23,689.58,641.51,554.87,447.17,428.31,405.0,366.66,333.66,231.79,236.87,287.57
P/L Before Exceptional Items & Tax,1488.38,1473.09,1224.46,1974.8,1761.8,1993.74,1525.58,1869.58,1248.25,1366.35,981.56,2534.19,2009.38,2302.56,3625.71,3554.13,4488.87,2814.71,1324.72,662.72,372.14,147.62,15.9,343.97,-115.25,287.27,193.76,463.02,364.12,-138.16,-290.32,-263.41,-81.18,-298.22,-646.79,-430.8,-490.59,-807.04,-448.12,-584.34,-458.84,20.43,236.74,370.03,384.93,545.58,351.63,318.5,627.06,740.09
Exceptional Items,-1313.64,--,--,--,--,--,--,--,-146.42,-7252.6,-1663.93,5804.69,-323.71,--,--,--,--,-171.81,--,--,--,--,--,--,-1653.84,--,255.46,--,-194.3,--,-149.72,--,--,--,--,--,--,--,--,--,-20.63,-787.14,--,--,--,--,--,--,--,--
P/L Before Tax,174.74,1473.09,1224.46,1974.8,1761.8,1993.74,1525.58,1869.58,1101.83,-5886.25,-682.37,8338.88,1685.67,2302.56,3625.71,3554.13,4488.87,2642.9,1324.72,662.72,372.14,147.62,15.9,343.97,-1769.09,287.27,449.22,463.02,169.82,-138.16,-440.04,-263.41,-81.18,-298.22,-646.79,-430.8,-490.59,-807.04,-448.12,-584.34,-479.47,-766.71,236.74,370.03,384.93,545.58,351.63,318.5,627.06,740.09
