Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,847.89,755.22,751.34,716.63,667.71,725.85,698.41,807.18,727.42,645.81,721.73,922.31,686.21,438.09,449.69,564.34,439.36,529.49,491.06,608.35,437.41,441.89,387.99,569.0,478.79,351.39,455.85,419.34,461.37,641.51,487.81,725.14,517.15,547.82,556.36,630.6,599.87,564.47,477.36,411.0,479.6,530.8,633.39,541.83,368.59,453.87,403.13,634.69,250.7,502.66
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.06,3.97,2.95,5.52,10.44,5.08,2.61,0.63,12.31,7.06,14.77,4.0,9.92,2.11,2.65,12.2,8.88,2.15,1.96,1.6,24.57,1.12,0.68
Total Income From Operations,847.89,755.22,751.34,716.63,667.71,725.85,698.41,807.18,727.42,645.81,721.73,922.31,686.21,438.09,449.69,564.34,439.36,529.49,491.06,608.35,437.41,441.89,387.99,569.0,478.79,351.39,455.85,432.4,465.34,644.46,493.33,735.58,522.23,550.43,556.99,642.91,606.93,579.24,481.36,420.92,481.71,533.45,645.59,550.71,370.74,455.83,404.73,659.26,251.82,503.34
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,585.64,295.92,182.08,793.26,686.16,344.54,199.65,801.59,644.52,294.35,90.54,876.71,568.81,210.0,79.05,553.34,427.76,236.64,152.89,522.2,368.12,221.72,148.42,584.65,388.37,190.06,76.95,627.32,630.2,299.36,91.92,597.92,407.44,254.98,154.75,570.26,262.26,244.49,250.07,625.05,249.07,273.74,246.96,625.05,183.57,250.74,159.45,699.08,223.16,347.22
Purchase of Traded Goods,144.4,117.23,64.39,26.25,21.46,9.56,4.76,19.39,33.68,10.56,0.49,26.81,0.57,0.56,0.37,20.71,0.87,1.19,0.31,1.07,1.41,0.74,0.29,0.84,1.05,2.92,2.99,1.66,2.39,3.03,31.36,1.7,3.2,2.61,1.73,2.3,2.8,3.47,4.51,5.52,1.82,2.14,15.74,21.05,5.21,2.06,2.03,4.11,2.32,3.02
Increase/Decrease in Stocks,-55.66,180.98,355.67,-418.83,-246.22,189.14,340.64,-415.49,-178.92,163.53,464.92,-328.96,-79.01,100.13,279.31,-302.41,-117.86,171.67,242.07,-196.87,-66.53,111.31,164.17,-312.73,-20.17,77.43,384.26,-421.4,-345.75,175.25,232.5,-179.31,-64.13,108.95,196.79,-311.02,244.15,271.41,193.81,-493.42,118.23,104.05,233.24,-395.97,102.71,77.93,141.97,-391.3,-63.93,18.22
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,56.62,51.75,56.48,47.07,45.68,43.41,49.81,35.56,41.75,38.5,42.12,33.17,36.24,28.72,36.69,30.99,37.62,32.42,36.47,40.86,38.04,40.58,40.13,35.75,36.39,36.76,36.54,31.9,36.71,37.95,35.58,32.95,31.21,34.4,34.91,34.29,32.42,33.68,33.89,32.44,30.96,30.93,33.39,32.81,29.39,30.13,30.31,46.36,23.65,23.6
Depreciation,45.43,43.68,41.24,39.12,37.35,36.14,34.88,33.77,33.18,35.24,32.86,31.71,30.47,29.81,28.12,27.66,30.94,30.83,30.56,30.31,30.61,29.67,28.97,28.26,28.74,28.52,28.25,28.53,28.8,28.52,28.23,33.63,26.5,26.24,25.74,25.72,26.3,26.39,26.16,25.72,25.42,25.18,25.61,10.81,29.48,28.43,28.59,50.37,19.48,19.21
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
