Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,10982.55,10120.72,10260.06,10068.16,11050.54,10676.59,10419.41,10436.11,11494.9,10746.37,10655.7,10446.08,10221.23,10001.0,9929.24,9776.62,9942.49,9676.55,9057.89,8988.72,9704.47,8991.98,8684.98,8804.11,9218.08,8471.17,8283.03,8127.1,7811.32,7506.95,7252.84,7181.35,6712.04,6500.95,6229.55,6069.06,5740.51,5322.53,4848.16,4689.34,4662.19,4352.44,4153.3,3938.42,3934.06,3683.29,3981.64,3553.75,3380.66,3361.67
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128.81,25.33,50.8,--,46.96,17.77,0.54,41.03,1.18,25.24,3.43,52.22,1.26,17.85,6.21,--,--
Total Income From Operations,10982.55,10120.72,10260.06,10068.16,11050.54,10676.59,10419.41,10436.11,11494.9,10746.37,10655.7,10446.08,10221.23,10001.0,9929.24,9776.62,9942.49,9676.55,9057.89,8988.72,9704.47,8991.98,8684.98,8804.11,9218.08,8471.17,8283.03,8127.1,7811.32,7506.95,7252.84,7181.35,6712.04,6629.76,6254.88,6119.86,5740.51,5369.49,4865.93,4689.88,4703.22,4353.62,4178.54,3941.85,3986.28,3684.55,3999.49,3559.96,3380.66,3361.67
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.81,64.67,114.89,23.02,63.5,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,764.24,594.41,618.73,615.62,642.04,606.64,554.73,599.24,674.15,611.76,658.49,560.56,567.54,611.05,537.92,518.25,652.09,483.16,489.43,486.06,497.74,479.1,484.62,498.01,403.55,474.95,452.94,452.13,472.57,400.89,328.83,403.6,537.44,312.95,255.32,271.42,276.27,241.57,242.25,233.63,281.5,253.84,257.05,231.26,234.26,245.76,229.88,231.78,221.55,224.44
Depreciation,3043.16,3074.18,3161.68,3073.21,3116.4,3158.59,3141.78,3161.34,3213.89,3304.1,3219.27,3202.62,3187.49,3192.96,3143.45,3026.68,3025.26,2992.75,2896.65,2797.02,2863.56,2802.41,2748.16,2659.05,2597.04,2604.74,2548.28,2450.61,2406.5,2318.6,2235.01,2131.14,2063.33,1965.34,1876.86,1757.27,1769.05,1585.01,1447.84,1377.9,1418.05,1300.69,1211.63,1155.03,1075.03,990.27,965.98,964.4,904.89,865.37
