Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1114.5,1090.8,1023.9,960.4,950.7,1071.0,1104.2,932.32,849.68,1017.49,794.25,786.17,667.98,859.95,737.19,683.2,672.7,874.16,759.69,736.23,704.26,901.2,827.52,857.03,810.27,811.79,782.31,770.37,639.76,721.48,673.21,655.53,592.24,673.37,579.49,563.91,564.83,600.49,509.29,512.75,433.18,604.52,511.89,446.65,407.12,451.78,435.9,433.79,385.41,453.38
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.37,0.32,0.37,--,0.11,0.09,0.06,--,0.06,0.2,0.02,0.03,0.08,0.02,0.01,--,0.13
Total Income From Operations,1114.5,1090.8,1023.9,960.4,950.7,1071.0,1104.2,932.32,849.68,1017.49,794.25,786.17,667.98,859.95,737.19,683.2,672.7,874.16,759.69,736.23,704.26,901.2,827.52,857.03,810.27,811.79,782.31,770.37,639.76,721.48,673.21,655.53,592.24,673.74,579.81,564.28,564.83,600.6,509.38,512.81,433.18,604.58,512.09,446.67,407.15,451.86,435.92,433.8,385.41,453.51
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,600.9,591.9,519.3,440.1,416.6,480.7,463.2,393.56,334.36,491.64,316.65,327.77,275.78,406.57,293.36,271.63,290.13,379.76,298.41,302.09,282.57,364.28,339.41,373.19,342.02,342.51,332.53,338.71,300.91,309.62,262.99,269.85,242.39,325.62,265.6,253.43,310.22,313.32,243.46,233.92,198.41,314.82,250.53,217.93,183.91,225.92,233.11,226.79,174.77,207.96
Purchase of Traded Goods,110.4,116.2,116.65,84.7,125.4,105.8,204.5,119.39,105.86,105.33,73.54,95.03,73.44,77.54,74.21,71.93,63.22,81.21,70.18,66.16,50.95,86.64,74.39,79.27,86.22,83.38,71.5,76.87,39.11,87.77,60.12,68.64,53.47,53.7,45.59,54.29,37.82,47.57,39.15,44.54,42.34,44.49,48.38,36.41,25.47,40.84,32.59,33.49,35.15,46.1
Increase/Decrease in Stocks,-38.0,-2.5,-3.16,9.8,-13.7,33.6,8.7,-26.58,-18.3,7.8,13.85,-20.3,-11.43,6.08,23.22,-17.35,-21.08,-0.21,8.35,-7.32,-9.58,7.6,9.31,-15.11,-5.95,-7.59,7.77,-9.48,-2.0,-11.26,26.71,-5.68,-0.36,-1.55,5.48,2.48,-11.0,5.31,2.95,7.83,-5.58,6.93,-5.48,-7.32,6.19,-0.35,0.68,-0.34,-3.76,0.17
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,178.5,183.5,179.46,184.1,131.5,178.3,172.5,177.74,158.47,150.97,161.43,155.03,142.56,140.58,137.98,136.42,126.26,129.38,135.98,133.25,135.81,140.04,138.41,140.55,146.62,131.02,129.24,128.19,105.98,108.5,109.02,126.24,108.78,103.99,99.19,101.97,93.65,93.08,87.49,88.83,84.84,89.67,87.71,84.62,81.67,72.53,79.61,79.5,67.98,78.24
Depreciation,13.9,13.8,13.5,13.2,13.5,12.8,13.8,13.61,13.5,13.14,12.79,12.46,12.73,13.59,13.13,13.01,12.98,12.67,11.4,11.61,11.81,11.5,8.74,8.53,4.29,3.94,3.85,3.81,4.25,3.62,3.45,3.88,4.11,4.17,4.16,3.91,4.01,3.86,3.78,3.75,3.7,3.62,3.06,3.12,3.36,3.45,3.47,3.48,3.52,3.69
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,103.3,59.7,82.65,87.5,121.0,112.0,117.0,147.61,130.49,131.31,101.04,106.76,100.33,107.25,101.07,103.92,85.01,96.47,102.48,114.13,115.96,114.05,115.48,110.44,116.87,144.29,108.81,115.61,115.55,134.42,107.15,116.56,115.42,99.39,94.84,103.38,88.91,87.33,78.99,80.28,89.51,91.18,82.47,73.97,72.06,70.44,76.17,57.92,87.31,68.75
