Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1275.59,1095.26,1096.31,1194.08,1402.82,1214.44,1217.92,1206.94,1222.87,1378.12,1201.05,1482.68,1300.24,1401.48,1246.7,1126.18,1236.64,953.8,876.46,573.98,646.69,716.76,680.29,727.5,766.08,753.29,712.51,643.37,622.52,573.71,454.69,474.98,454.39,348.18,364.88,378.57,314.16,342.84,409.11,472.78,464.43,405.16,555.66,509.8,421.41,394.52,344.38,380.61,482.72,439.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,1275.59,1095.26,1096.31,1194.08,1402.82,1214.44,1217.92,1206.94,1222.87,1378.12,1201.05,1482.68,1300.24,1401.48,1246.7,1126.18,1236.64,953.8,876.46,573.98,646.69,716.76,680.29,727.5,766.08,753.29,712.51,643.37,622.52,573.71,454.69,474.98,454.39,348.18,364.88,378.57,314.16,342.84,409.11,472.78,464.43,405.16,555.66,509.8,421.41,394.52,344.38,380.61,482.72,439.8
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,583.43,723.57,555.2,626.07,657.74,663.21,605.97,609.4,589.16,742.01,709.94,722.31,557.05,621.67,492.51,460.36,510.26,452.46,440.79,272.8,303.12,408.6,361.35,441.12,481.41,435.52,403.01,372.97,373.76,294.66,291.81,311.88,297.19,209.21,292.15,263.34,204.75,241.94,289.06,321.22,304.82,253.87,387.7,324.8,268.51,244.25,204.98,253.7,311.17,308.63
Purchase of Traded Goods,9.54,--,--,--,16.5,0.18,1.31,127.56,44.33,223.7,--,84.54,56.23,57.48,29.56,--,25.42,0.15,39.72,5.83,0.3,46.79,11.26,9.9,16.54,24.52,15.21,--,--,7.17,--,--,--,0.26,0.05,5.87,35.12,24.45,0.43,0.17,2.5,40.43,3.19,--,--,2.09,1.17,0.71,7.4,--
Increase/Decrease in Stocks,80.82,-92.58,38.52,-68.93,87.29,-33.55,4.5,-59.16,45.69,-18.32,19.45,-50.37,62.23,33.83,31.98,-173.29,-3.25,12.49,-38.56,5.26,36.86,-9.03,16.03,-8.12,-52.13,-0.38,-10.39,3.01,-10.3,53.81,-18.86,-3.7,-8.45,29.14,-25.14,13.33,-5.63,-18.94,3.9,3.18,13.33,-43.03,-13.22,-11.95,-5.4,-23.85,22.86,5.81,27.6,-8.51
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,72.72,63.49,65.87,62.65,51.68,46.94,45.93,45.44,46.69,43.48,41.65,40.68,39.0,34.99,35.13,34.17,34.43,30.85,31.38,27.29,27.47,27.62,26.96,26.27,25.07,24.78,24.05,23.63,20.38,20.47,19.59,19.65,16.99,17.75,15.88,16.25,18.25,14.55,16.93,18.71,18.22,18.78,15.64,14.78,15.43,17.76,11.74,10.82,9.5,12.12
Depreciation,35.85,32.48,34.93,33.91,32.32,31.87,31.73,31.22,30.42,31.33,28.99,26.26,25.75,25.62,25.21,25.17,23.09,24.49,24.6,24.31,22.22,23.35,23.2,22.83,22.41,22.46,22.97,22.67,21.89,22.31,22.85,22.43,19.42,19.71,19.7,19.35,18.06,17.8,17.7,17.43,18.06,15.95,16.0,15.81,19.42,18.72,15.33,13.22,12.88,13.18
