Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,6204.15,4825.72,4136.12,3722.0,5147.0,4147.0,3844.0,3622.0,4396.0,3509.0,1528.0,1542.0,2010.0,1848.0,1618.0,1586.0,2337.0,1993.0,1882.0,1459.0,2303.0,1979.0,1967.0,1655.0,2491.43,1724.66,1574.1,1324.93,1931.44,1417.37,1222.8,1169.59,1478.97,1116.12,1101.21,1141.84,1367.8,856.48,935.46,1154.65,1048.07,1134.12,1123.55,1048.85,1138.25,1040.17,945.36,879.59,1011.61,878.66
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.32,12.49,14.21,11.9,12.72,11.56,10.95,14.96,22.9,13.01,17.22,14.53,13.86,11.17,16.84,10.01,19.99,11.01
Total Income From Operations,6204.15,4825.72,4136.12,3722.0,5147.0,4147.0,3844.0,3622.0,4396.0,3509.0,1528.0,1542.0,2010.0,1848.0,1618.0,1586.0,2337.0,1993.0,1882.0,1459.0,2303.0,1979.0,1967.0,1655.0,2491.43,1724.66,1574.1,1324.93,1931.44,1417.37,1222.8,1169.59,1496.29,1128.61,1115.42,1153.74,1380.52,868.04,946.41,1169.61,1070.97,1147.13,1140.77,1063.38,1152.11,1051.34,962.2,889.6,1031.6,889.67
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,2502.24,1950.93,1698.57,1503.0,2213.0,1722.0,1773.0,1493.0,1952.0,1511.0,635.0,672.0,814.0,757.0,801.0,578.0,823.0,650.0,752.0,550.0,914.0,889.0,869.0,657.0,1093.58,704.76,633.34,516.87,871.7,646.67,623.32,499.91,679.18,475.61,489.04,390.5,573.42,329.89,390.28,390.65,455.75,489.66,510.38,469.54,508.69,525.79,462.51,412.49,484.72,429.19
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,41.43,43.22,-32.02,-56.0,85.0,-4.0,-65.0,2.0,53.0,13.0,26.0,-105.0,53.0,51.0,-34.0,-50.0,-11.0,24.0,-52.0,57.0,8.0,-40.0,56.0,-86.0,95.32,-40.74,-1.42,-48.55,3.23,-7.31,-3.69,-12.87,-8.89,17.14,-16.1,8.95,43.89,20.77,-4.41,43.56,-36.8,8.6,15.95,-26.56,-8.43,-25.49,13.35,-22.68,-18.84,-6.45
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,408.05,348.12,327.03,312.0,315.0,299.0,280.0,300.0,282.0,270.0,119.0,122.0,137.0,129.0,114.0,134.0,131.0,142.0,140.0,138.0,136.0,135.0,131.0,124.0,125.71,111.19,114.58,102.62,99.96,85.52,85.24,78.02,70.78,73.99,74.61,72.42,72.61,67.28,75.0,78.27,82.64,78.94,77.83,74.18,76.65,66.19,59.21,58.15,81.53,53.22
Depreciation,94.88,95.64,91.44,93.0,93.0,94.0,88.0,93.0,83.0,75.0,25.0,25.0,26.0,26.0,27.0,26.0,28.0,29.0,29.0,29.0,29.0,28.0,27.0,26.0,23.67,23.02,19.94,19.36,19.11,19.64,19.04,18.81,19.28,19.54,19.39,19.49,20.83,21.09,21.01,20.79,20.99,21.48,22.27,20.44,18.22,18.09,17.34,15.9,14.18,13.47
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
